"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00216386","1971","45.38333","-94.73333","360.0","PAYNESVILLE, MN US","95","0","57","0","123","","18","0","54","0","179","0","-34.4","0,0208,","533",",0,0302,+","330",",0,0227,","124.0",",0,0629,","-0.6","0,0918","-2.2","0,1012","-4.4","0,1101","-8.9","0,1104","-8.9","0,1104","0.0","0,0520","-3.9","0,0512","-6.1","0,0414","-7.8","0,0405","-10.0","0,0403","","","","","935.2",",0","1395",",0","-1.39","0"
"USC00216386","1972","45.38333","-94.73333","360.0","PAYNESVILLE, MN US","95","0","65","0","115","","16","0","62","0","187","0","-35.0","0,0115,","432",",0,0205,+","152",",0,0202,","46.2",",0,0726,","0.0","0,0929","-3.3","0,0930","-6.7","0,1017","-6.7","0,1017","-10.0","0,1018","-3.9","0,0425","-3.9","0,0425","-7.8","0,0408","-7.8","0,0408","-8.9","0,0407","","","","","785.8",",0","1211",",0","-1.94","0"
"USC00216386","1973","45.38333","-94.73333","360.0","PAYNESVILLE, MN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4826.9","","4826.9","0","","","","","",""
