"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00468345","1926","38.366667","-81.7","182.3","SOUTH CHARLESTON LOCK 6, WV US","104","6","90","6","","","","","","","58.9",",6,0706,","","","1095.6",",6","",""
"USC00468345","1927","38.366667","-81.7","182.3","SOUTH CHARLESTON LOCK 6, WV US","124","6","100","6","","","","","","","67.3",",6,0919,","","","1179.2",",6","",""
"USC00468345","1928","38.366667","-81.7","182.3","SOUTH CHARLESTON LOCK 6, WV US","101","6","78","6","","","","","","","38.9",",6,0822,","","","964.0",",6","",""
"USC00468345","1935","38.366667","-81.7","182.3","SOUTH CHARLESTON LOCK 6, WV US","","","","","21","6","185","6","29","6","","","35.0","6,0813,","","","18.88","6"
"USC00468345","1936","38.366667","-81.7","182.3","SOUTH CHARLESTON LOCK 6, WV US","122","6","75","6","","","","","","","57.2",",6,0406,","","","842.9",",6","",""
"USC00468345","1937","38.366667","-81.7","182.3","SOUTH CHARLESTON LOCK 6, WV US","153","6","92","6","","","","","","","51.1",",6,1028,","","","1099.3",",6","",""
