"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093727","1957","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","X","","","","","22.6","X"
"USW00093727","1958","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360","X","","","","","36.0","X"
"USW00093727","1959","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","X","","","","","23.6","X"
"USW00093727","1960","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","X","","","","","35.0","X"
"USW00093727","1961","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","0","X","47","X","1","X","221","X","41","X","-7.8","X,0122,","","","","","","","35.6","X,0730,","0.0","X,1121","-2.8","X,1122","-4.4","X,1130","-6.7","X,1226","","","-0.6","X,0311","-4.4","X,0206","-4.4","X,0206","-7.8","X,0122","","","","","","","","","","","17.17","X","22.63","X","11.70","X","","","","","225","X","","","","","28.8","X"
"USW00093727","1962","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","0","X","46","X","4","X","212","X","30","X","-12.2","X,1213,","","","","","","","36.7","X,0519,","0.0","X,1026","-4.4","X,1027","-4.4","X,1027","-7.2","X,1212","-12.2","X,1213","-1.1","X,0416","-2.2","X,0213","-6.7","X,0211","-6.7","X,0211","-10.0","X,0113","","","","","","","","","16.48","X","21.96","X","11.00","X","","","","","315","X","","","","","27.2","X"
"USW00093727","1963","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","815.8","","815.8","X","","","","","","","","","0","X","66","X","0","X","213","X","25","X","-8.9","X,0125,","","","","","","","36.7","X,0611,","0.0","X,1031","-2.8","X,1202","-4.4","X,1215","-6.7","X,1216","","","0.0","X,0416","-2.2","X,0323","-7.8","X,0227","-7.8","X,0227","-8.9","X,0125","1598.9","","1598.9","X","","","","","15.93","X","21.67","X","10.20","X","","","","","","","","","","","",""
"USW00093727","1964","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","985.8","","985.8","X","136","X","92","X","0","","0","X","0","X","47","X","0","X","225","X","17","X","-7.8","X,0115,","0",",X,1231,+","0","T,X,1130,+","110.0",",X,0408,","36.1","X,0615,","0.0","X,1123","-4.4","X,1201","-4.4","X,1201","","","","","-3.9","X,0331","-3.9","X,0331","-6.1","X,0204","-7.8","X,0115","","","1647.0","","1647.0","X","1674.1",",X","0","T,X","17.02","X","22.55","X","11.48","X","","","","","203","X","","","","","25.2","X"
"USW00093727","1965","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","995.1","","995.1","X","124","X","72","X","4","","3","X","0","X","56","X","2","X","221","X","18","X","-10.6","X,0201,","102",",X,0201,+","61",",X,0131,","63.8",",X,0615,","35.0","X,0827,+","-1.7","X,1030","-3.9","X,1201","-5.6","X,1202","-7.2","X,1208","","","-3.3","X,0322","-3.3","X,0322","-6.7","X,0227","-6.7","X,0227","-10.6","X,0201","1458.1","","1458.1","X","1260.9",",X","150",",X","16.73","X","22.47","X","11.00","X","","","","","180","X","","","","","26.2","X"
"USW00093727","1966","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","889.8","","889.8","X","121","X","88","X","1","","1","X","0","X","61","X","1","X","216","X","25","X","-9.4","X,0131,","25",",X,0127,","25",",X,0125,","55.6",",X,0228,","35.0","X,0729,+","-1.7","X,1104","-3.3","X,1201","-5.6","X,1204","","","","","-1.7","X,0329","-2.2","X,0311","-7.2","X,0206","-7.2","X,0206","-9.4","X,0131","1646.0","","1646.0","X","1312.7",",X","38",",X","16.07","X","21.65","X","10.48","X","","","","","","","","","","","",""
"USW00093727","1967","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","789.6","","789.6","X","97","X","70","X","0","","0","X","0","X","45","X","1","X","217","X","13","X","-9.4","X,0225,","0",",X,1231,+","5",",X,1223,","76.7",",X,0909,","35.0","X,0528,","-0.6","X,1106","-4.4","X,1108","-4.4","X,1108","","","","","-4.4","X,0319","-4.4","X,0319","-4.4","X,0319","-7.2","X,0227","-9.4","X,0225","1553.3","","1553.3","X","1394.3",",X","5",",X","16.27","X","21.86","X","10.68","X","","","","","360","X","","","","","23.6","X"
"USW00093727","1968","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1011.2","","1011.2","X","102","X","69","X","0","","1","X","0","X","74","X","1","X","224","X","44","X","-9.4","X,0214,+","0","T,X,1215,+","66",",X,0224,","51.8",",X,0710,","38.3","X,0807,","0.0","X,1031","-3.3","X,1121","-6.7","X,1209","-6.7","X,1209","","","0.0","X,0325","-2.2","X,0314","-4.4","X,0304","-6.7","X,0227","-9.4","X,0214","1710.4","","1710.4","X","1130.4",",X","66",",X","16.37","X","22.23","X","10.51","X","","","","","315","X","","","","","21.1","X"
