"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00099177","1902","31.1","-81.733333","6.1","WAVERLY, GA US","1424.3","","1424.3","6","96","6","80","6","0","6","31","6","0","6","292","6","105","6","-8.3","6,0114,","141.0",",6,1025,","40.6","6,0702,","-1.1","6,1128","-6.1","6,1227","-6.1","6,1227","-7.2","6,1228","0.0","6,0320","-3.9","6,0219","-4.4","6,0211","-8.3","6,0114","952.5","","952.5","6","1722.0",",6","19.95","6","27.16","6","12.75","6"
"USC00099177","1903","31.1","-81.733333","6.1","WAVERLY, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","629.6","","629.6","6","","","","","","","",""
"USC00099177","1904","31.1","-81.733333","6.1","WAVERLY, GA US","","","","","","","","","0","6","37","6","","","","","","","-6.1","6,1220,","","","","","-2.2","6,1115","-2.2","6,1115","-5.0","6,1219","","","0.0","6,0216","-2.2","6,0205","-4.4","6,0202","","","","","","","","","","","","","11.51","6"
"USC00099177","1905","31.1","-81.733333","6.1","WAVERLY, GA US","","","","","113","6","81","6","","","","","","","","","","","","","75.2",",6,0212,","","","","","","","","","","","","","","","","","","","","","","","1604.8",",6","","","","","",""
