"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00330610","1894","41.51667","-81.01667","225.9","BEMENT, OH US","","","","","4","","132","6","-20.0","6,1229,+","","","0.0","6,0926","-3.9","6,1015","-8.3","6,1112","-8.3","6,1112","-10.0","6,1120","-0.6","6,0606","-2.8","6,0413","-5.0","6,0409","-7.8","6,0330","-10.0","6,0328","","","3.59","6"
"USC00330610","1895","41.51667","-81.01667","225.9","BEMENT, OH US","","","","","14","","175","6","-26.7","6,0206,","","","0.0","6,1001","-5.0","6,1010","-5.0","6,1010","-6.7","6,1021","-9.4","6,1102","-1.1","6,0522","-4.4","6,0521","-4.4","6,0521","-7.2","6,0403","-11.7","6,0322","","","1.78","6"
"USC00330610","1898","41.51667","-81.01667","225.9","BEMENT, OH US","129","6","98","6","","","","","","","59.7",",6,0728,","","","","","","","","","","","","","","","","","","","","","1347.9",",6","",""
"USC00330610","1901","41.51667","-81.01667","225.9","BEMENT, OH US","110","6","82","6","","","","","","","61.7",",6,0818,","","","","","","","","","","","","","","","","","","","","","881.2",",6","",""
