"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00318158","1959","36.4819","-81.0931","915.9","SPARTA, NC US","106","0","81","0","","","","","","","","","","","","","","","170.7",",0,0930,","","","1359.6",",0","","","",""
"USC00318158","1961","36.4819","-81.0931","915.9","SPARTA, NC US","110","0","81","0","30","","6","0","","","","","","","254",",0,0208,","279",",0,0208,","134.4",",0,0818,","","","1562.5",",0","750",",0","",""
"USC00318158","1962","36.4819","-81.0931","915.9","SPARTA, NC US","119","0","102","0","37","","17","0","","","","","","","178",",0,0102,","127",",0,0306,","92.7",",0,1110,","","","1221.7",",0","1164",",0","",""
"USC00318158","1963","36.4819","-81.0931","915.9","SPARTA, NC US","76","0","64","0","37","","8","0","","","","","","","127",",0,1224,","76",",0,1224,+","62.2",",0,0312,","","","819.7",",0","468",",0","",""
"USC00318158","1964","36.4819","-81.0931","915.9","SPARTA, NC US","99","0","77","0","28","","12","0","","","","","","","203",",0,0114,+","191",",0,0113,","180.3",",0,0831,","","","1398.4",",0","962",",0","",""
"USC00318158","1965","36.4819","-81.0931","915.9","SPARTA, NC US","88","0","68","0","23","","6","0","","","","","","","254",",0,0119,+","216",",0,0117,","41.4",",0,0727,","","","848.4",",0","509",",0","",""
"USC00318158","1966","36.4819","-81.0931","915.9","SPARTA, NC US","107","0","84","0","46","","16","0","","","","","","","432",",0,0130,","191",",0,0116,","74.9",",0,0914,","","","1282.6",",0","1448",",0","",""
"USC00318158","1967","36.4819","-81.0931","915.9","SPARTA, NC US","87","0","70","0","28","","8","0","","","","","","","102",",0,0207,+","102",",0,0207,+","64.8",",0,0307,","","","1088.4",",0","496",",0","",""
"USC00318158","1968","36.4819","-81.0931","915.9","SPARTA, NC US","100","0","77","0","36","","12","0","","","","","","","381",",0,0115,","183",",0,1112,","53.3",",0,1019,","","","1024.4",",0","1017",",0","",""
"USC00318158","1969","36.4819","-81.0931","915.9","SPARTA, NC US","97","0","79","0","40","","9","0","","","","","","","356",",0,1227,+","343",",0,1226,","50.8",",0,1002,+","","","1252.8",",0","1224",",0","",""
"USC00318158","1970","36.4819","-81.0931","915.9","SPARTA, NC US","97","0","78","0","17","","5","0","","","","","","","76",",0,0108,+","71",",0,0107,","85.6",",0,0810,","","","1224.2",",0","258",",0","",""
"USC00318158","1971","36.4819","-81.0931","915.9","SPARTA, NC US","110","0","89","0","35","","10","0","","","","","","","178",",0,1126,+","127",",0,1204,+","61.0",",0,1024,","","","1346.0",",0","957",",0","",""
"USC00318158","1972","36.4819","-81.0931","915.9","SPARTA, NC US","113","0","86","0","12","","8","0","","","","","","","152",",0,0331,+","152",",0,0331,","78.7",",0,0503,","","","1253.1",",0","494",",0","",""
"USC00318158","1973","36.4819","-81.0931","915.9","SPARTA, NC US","107","0","82","0","","","4","0","","","","","","","","","102",",0,0108,","120.7",",0,0528,","","","1455.0",",0","305",",0","",""
"USC00318158","1974","36.4819","-81.0931","915.9","SPARTA, NC US","107","0","84","0","24","","3","0","","","","","","","203",",0,1201,","203",",0,1201,","127.5",",0,0907,","","","1337.8",",0","450",",0","",""
"USC00318158","1976","36.4819","-81.0931","915.9","SPARTA, NC US","88","0","64","0","1","","1","0","","","","","","","25",",0,1112,","25",",0,1112,","86.4",",0,0617,","","","1262.6",",0","25",",0","",""
"USC00318158","1977","36.4819","-81.0931","915.9","SPARTA, NC US","119","0","79","0","","","","","","","","","","","","","","","111.3",",0,1107,","","","1483.0",",0","","","",""
"USC00318158","1978","36.4819","-81.0931","915.9","SPARTA, NC US","90","0","72","0","29","","11","0","","","","","","","152",",0,0123,+","130",",0,0303,","67.1",",0,0109,","","","1155.4",",0","780",",0","",""
"USC00318158","1979","36.4819","-81.0931","915.9","SPARTA, NC US","125","0","94","0","","","","","","","","","","","","","","","113.0",",0,0305,","","","1893.7",",0","","","",""
"USC00318158","1980","36.4819","-81.0931","915.9","SPARTA, NC US","104","0","82","0","","","","","","","","","","","","","","","88.9",",0,0409,","","","1268.2",",0","","","",""
"USC00318158","1981","36.4819","-81.0931","915.9","SPARTA, NC US","93","0","57","0","","","12","0","","","","","","","","","381",",0,0323,","69.9",",0,0528,","","","992.0",",0","1036",",0","",""
"USC00318158","1982","36.4819","-81.0931","915.9","SPARTA, NC US","141","0","91","0","","","7","0","","","","","","","","","152",",0,1212,","52.3",",0,0101,","","","1380.4",",0","533",",0","",""
"USC00318158","1983","36.4819","-81.0931","915.9","SPARTA, NC US","117","0","93","0","","","9","0","","","","","","","","","305",",0,0211,","96.5",",0,0318,","","","1665.9",",0","943",",0","",""
"USC00318158","1984","36.4819","-81.0931","915.9","SPARTA, NC US","113","0","103","0","","","1","0","","","","","","","","","51",",0,1207,","102.1",",0,0214,","","","1529.8",",0","51",",0","",""
"USC00318158","1985","36.4819","-81.0931","915.9","SPARTA, NC US","89","0","73","0","","","6","0","","","","","","","","","178",",0,0129,","68.1",",0,0818,","","","1077.9",",0","388",",0","",""
"USC00318158","1986","36.4819","-81.0931","915.9","SPARTA, NC US","88","0","80","0","","","3","0","","","","","","","","","102",",0,0214,","99.1",",0,0520,","","","1202.0",",0","203",",0","",""
"USC00318158","1987","36.4819","-81.0931","915.9","SPARTA, NC US","82","0","78","0","","","7","0","","","","","","","","","191",",0,0228,","99.1",",0,0711,","","","1369.4",",0","774",",0","",""
"USC00318158","1988","36.4819","-81.0931","915.9","SPARTA, NC US","77","0","71","0","9","","3","0","","","","","","","229",",0,0109,+","229",",0,0108,","59.7",",0,1105,","","","834.2",",0","331",",0","",""
"USC00318158","1989","36.4819","-81.0931","915.9","SPARTA, NC US","116","0","106","0","","","12","0","","","","","","","","","127",",0,1213,+","174.0",",0,1116,","","","1937.7",",0","927",",0","",""
"USC00318158","1990","36.4819","-81.0931","915.9","SPARTA, NC US","94","0","86","0","0","","0","0","","","","","","","0",",0,1231,+","13",",0,0126,","113.8",",0,1013,","","","1578.8",",0","13",",0","",""
"USC00318158","1991","36.4819","-81.0931","915.9","SPARTA, NC US","97","0","86","0","0","","4","0","","","","","","","0",",0,1231,+","51",",0,0216,","66.0",",0,1201,","","","1243.4",",0","126",",0","",""
"USC00318158","1992","36.4819","-81.0931","915.9","SPARTA, NC US","98","0","71","0","1","","6","0","","","","","","","25",",0,1203,","178",",0,0405,","133.6",",0,0605,","","","1740.0",",0","311",",0","",""
"USC00318158","1993","36.4819","-81.0931","915.9","SPARTA, NC US","85","0","70","0","11","","5","0","","","","","","","559",",0,0315,+","305",",0,0313,","80.0",",0,0324,","","","1300.6",",0","1106",",0","",""
"USC00318158","1994","36.4819","-81.0931","915.9","SPARTA, NC US","108","0","79","0","","","4","0","","","","","","","","","203",",0,0104,","165.1",",0,0817,","","","1488.0",",0","329",",0","",""
"USC00318158","1995","36.4819","-81.0931","915.9","SPARTA, NC US","90","0","73","0","0","","1","0","","","","","","","0",",0,1231,+","25",",0,1205,","162.6",",0,0115,","","","1574.1",",0","25",",0","",""
"USC00318158","1996","36.4819","-81.0931","915.9","SPARTA, NC US","126","0","101","0","29","","14","0","","","","","","","610",",0,0108,","361",",0,0107,","95.3",",0,1108,","","","1610.5",",0","1270",",0","",""
"USC00318158","1997","36.4819","-81.0931","915.9","SPARTA, NC US","80","0","71","0","16","","5","0","","","","","","","152",",0,1230,","152",",0,1230,","50.8",",0,0314,","","","1017.3",",0","380",",0","",""
"USC00318158","1998","36.4819","-81.0931","915.9","SPARTA, NC US","99","0","76","0","","","4","0","","","","","","","","","495",",0,0128,","94.0",",0,0428,","","","1356.6",",0","719",",0","",""
"USC00318158","1999","36.4819","-81.0931","915.9","SPARTA, NC US","93","0","73","0","4","","5","0","","","","","","","102",",0,0305,","152",",0,0304,","77.5",",0,1126,","","","1182.1",",0","338",",0","",""
"USC00318158","2000","36.4819","-81.0931","915.9","SPARTA, NC US","89","0","68","0","14","","2","0","","","","","","","254",",0,0121,","38",",0,1220,+","58.4",",0,1110,","","","915.7",",0","131",",0","",""
"USC00318158","2001","36.4819","-81.0931","915.9","SPARTA, NC US","87","0","71","0","7","","4","0","","","","","","","102",",0,0223,","51",",0,0417,+","53.3",",0,0330,","","","991.6",",0","246",",0","",""
"USC00318158","2002","36.4819","-81.0931","915.9","SPARTA, NC US","95","0","74","0","0","","3","0","","","","","","","0","T,0,0304,+","51",",0,0207,","80.3",",0,0927,","","","1165.7",",0","132",",0","",""
"USC00318158","2003","36.4819","-81.0931","915.9","SPARTA, NC US","118","0","97","0","9","","6","0","","","","","","","127",",0,0331,","114",",0,1205,","114.3",",0,1119,","","","1605.3",",0","424",",0","",""
"USC00318158","2004","36.4819","-81.0931","915.9","SPARTA, NC US","","","","","","","5","0","","","","","","","","","140",",0,0227,","","","","","","","358",",0","",""
"USC00318158","2005","36.4819","-81.0931","915.9","SPARTA, NC US","67","0","58","0","","","6","0","","","","","","","","","203",",0,0228,","165.1",",0,0609,","","","1414.5",",0","571",",0","",""
"USC00318158","2006","36.4819","-81.0931","915.9","SPARTA, NC US","","","","","","","5","0","","","","","","","","","102",",0,0212,","","","","","","","254",",0","",""
"USC00318158","2007","36.4819","-81.0931","915.9","SPARTA, NC US","57","0","47","0","","","2","0","10","0","181","0","27","0","","","51",",0,0416,","129.5",",0,1026,","37.8","0,0817,+","1103.4",",0","123",",0","19.68","0"
"USC00318158","2009","36.4819","-81.0931","915.9","SPARTA, NC US","","","","","","","6","0","13","0","157","0","1","0","","","335",",0,1219,","","","32.8","0,0811,","","","771",",0","17.41","0"
