"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00382875","1937","32.75","-81.25","33.5","ESTILL, SC US","0","6","0",",6,1231,+","0",",6"
