"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00261358","1911","37.6128","-114.5265","1334.7","CALIENTE, NV US","299.7","","299.7","6","","","","","","","","","4","6","166","6","2","6","196","6","75","6","-22.8","6,1230,","","","","","","","40.0","6,0717,+","-1.1","6,1001","-2.2","6,1002","-4.4","6,1021","-6.7","6,1103","-11.1","6,1112","0.0","6,0416","-3.9","6,0414","-4.4","6,0413","-6.7","6,0226","-10.0","6,0223","","","","","","","","","11.13","6","21.95","6","0.31","6","",""
"USC00261358","1912","37.6128","-114.5265","1334.7","CALIENTE, NV US","205.6","","205.6","6","","","","","","","","","4","6","212","6","2","6","164","6","57","6","-23.3","6,0103,","","","","","","","37.8","6,0823,+","0.0","6,0905","-2.2","6,0923","-4.4","6,1031","-7.8","6,1112","-9.4","6,1125","-1.1","6,0514","-6.7","6,0424","-6.7","6,0424","-6.7","6,0424","-9.4","6,0229","3248.2","","3248.2","6","","","","","10.08","6","21.05","6","-0.88","6","",""
"USC00261358","1913","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","22","6","8","6","","","","","4","6","206","6","","","","","","","-22.8","6,0107,","","","","","25.4",",6,1124,","","","-0.6","6,0924","-2.2","6,0927","-5.6","6,1007","-6.7","6,1109","-8.9","6,1208","0.0","6,0521","-5.6","6,0503","-5.6","6,0503","-6.7","6,0410","-11.1","6,0228","","","","","91.4",",6","","","","","","","-0.17","6","",""
"USC00261358","1914","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","27","6","13","6","","","","","","","","","","","","","","","","","","","","","25.4",",6,0126,+","","","","","","","","","","","","","","","","","","","","","","","3141.5","","3141.5","6","115.3",",6","","","","","","","","","",""
"USC00261358","1915","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","37","6","21","6","","","","","2","6","149","6","","","","","","","-22.2","6,1230,","","","","","25.4",",6,0725,+","","","0.0","6,1012","-2.2","6,1020","-5.6","6,1111","-7.8","6,1112","-8.9","6,1209","-1.1","6,0502","-3.3","6,0314","-5.6","6,0312","-6.7","6,0227","-8.9","6,0205","","","","","222.4",",6","","","","","","","3.51","6","",""
"USC00261358","1929","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","16","0","6","0","1","","1","0","","","","","","","","","","","","","102",",0,0206,","102",",0,0206,","11.9",",0,0120,","","","","","","","","","","","","","","","","","","","","","","","","","","","46.7",",0","115",",0","","","","","","","",""
"USC00261358","1931","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","69","0","29","0","10","","9","0","","","","","","","","","","","","","178",",0,1209,","178",",0,1209,","23.4",",0,1108,","","","","","","","","","","","","","","","","","","","","","","","","","","","241.7",",0","545",",0","","","","","","","",""
"USC00261358","1932","37.6128","-114.5265","1334.7","CALIENTE, NV US","339.7","","339.7","0","78","0","35","0","71","","13","0","13","0","179","0","16","0","186","0","70","0","-27.2","0,1213,","356",",0,0216,","269",",0,0214,","19.8",",0,0711,","38.3","0,0707,+","-2.2","0,1011","-2.2","0,1011","-6.1","0,1019","-6.7","0,1031","-9.4","0,1112","0.0","0,0430","-2.2","0,0423","-5.6","0,0407","-7.2","0,0313","-9.4","0,0221","3368.3","","3368.3","0","295.4",",0","1134",",0","10.19","0","20.07","0","0.30","0","",""
"USC00261358","1933","37.6128","-114.5265","1334.7","CALIENTE, NV US","462.6","","462.6","0","65","0","26","0","65","","11","0","13","0","180","0","13","0","183","0","69","0","-27.2","0,0210,","381",",0,0130,","152",",0,0130,+","22.4",",0,0117,","41.1","0,0812,","0.0","0,1016","-2.2","0,1023","-6.1","0,1101","-6.7","0,1105","-10.0","0,1106","0.0","0,0515","-3.3","0,0501","-4.4","0,0415","-7.2","0,0411","-8.9","0,0410","3518.8","","3518.8","0","207.0",",0","888",",0","10.55","0","20.46","0","0.64","0","",""
"USC00261358","1934","37.6128","-114.5265","1334.7","CALIENTE, NV US","462.2","","462.2","0","52","0","22","0","1","","1","0","0","0","152","0","0","0","222","0","76","0","-12.2","0,1203,","25",",0,0124,","25",",0,0124,","17.3",",0,0820,","39.4","0,0727,+","-2.2","0,0926","-2.2","0,0926","-4.4","0,1120","-7.2","0,1123","-11.1","0,1202","-1.1","0,0502","-2.2","0,0407","-6.1","0,0318","-7.2","0,0309","-9.4","0,0121","2355.3","","2355.3","0","181.2",",0","25",",0","12.95","0","23.09","0","2.82","0","",""
"USC00261358","1935","37.6128","-114.5265","1334.7","CALIENTE, NV US","385.1","","385.1","0","60","0","33","0","11","","6","0","2","0","164","0","2","0","183","0","75","0","-23.3","0,0120,","127",",0,0119,","127",",0,0119,","15.0",",0,1125,","38.3","0,0713,","-3.3","0,1016","-3.3","0,1016","-6.7","0,1022","-6.7","0,1022","-10.0","0,1024","-1.1","0,0505","-2.8","0,0410","-5.0","0,0329","-7.2","0,0323","-8.9","0,0228","2777.6","","2777.6","0","239.5",",0","433",",0","11.25","0","20.75","0","1.75","0","",""
"USC00261358","1936","37.6128","-114.5265","1334.7","CALIENTE, NV US","505.3","","505.3","0","64","0","37","0","0","","3","0","0","0","162","0","1","0","202","0","77","0","-16.7","0,1230,","0",",0,1231,+","64",",0,0324,","18.3",",0,0812,","40.0","0,0620,","-0.6","0,0928","-3.3","0,1024","-4.4","0,1102","-6.7","0,1103","-10.0","0,1126","0.0","0,0412","-2.2","0,0410","-6.1","0,0402","-6.7","0,0401","-11.1","0,0210","2820.6","","2820.6","0","294.6",",0","184",",0","12.19","0","22.18","0","2.21","0","",""
"USC00261358","1937","37.6128","-114.5265","1334.7","CALIENTE, NV US","517.6","","517.6","0","45","0","23","0","","","6","0","21","0","176","0","21","0","203","0","82","0","-35.0","0,0109,","","","229",",0,0106,","24.9",",0,0902,","40.0","0,0812,+","-1.1","0,1005","-2.8","0,1016","-7.8","0,1108","-7.8","0,1108","-10.6","0,1110","0.0","0,0521","-2.2","0,0430","-4.4","0,0407","-6.7","0,0221","-14.4","0,0210","3381.0","","3381.0","0","173.3",",0","393",",0","10.74","0","20.70","0","0.77","0","",""
"USC00261358","1939","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","60","0","31","0","8","","7","0","","","","","1","0","213","0","86","0","","","102",",0,0209,+","76",",0,0204,","23.4",",0,0926,","41.1","0,0714,","","","","","","","","","","","","","","","","","","","","","","","","","239.4",",0","335",",0","","","22.57","0","","","",""
"USC00261358","1940","37.6128","-114.5265","1334.7","CALIENTE, NV US","672.7","","672.7","0","54","0","22","0","7","","1","0","3","0","139","0","3","0","206","0","88","0","-21.1","0,1215,","102",",0,1217,","64",",0,1217,","18.5",",0,0401,","42.2","0,0812,","0.0","0,1004","-2.2","0,1029","-5.6","0,1104","-6.7","0,1106","-18.3","0,1213","-1.1","0,0428","-2.2","0,0406","-7.2","0,0315","-7.2","0,0315","-8.9","0,0313","","","","","190.9",",0","93",",0","13.25","0","22.99","0","3.50","0","",""
"USC00261358","1941","37.6128","-114.5265","1334.7","CALIENTE, NV US","354.2","","354.2","0","95","0","53","0","5","","3","0","1","0","139","0","2","0","175","0","61","0","-19.4","0,1227,","152",",0,1230,","127",",0,1231,+","29.2",",0,0411,","41.7","0,0722,","-3.9","0,1006","-3.9","0,1006","-4.4","0,1007","-8.3","0,1119","-9.4","0,1120","-1.7","0,0422","-3.9","0,0421","-4.4","0,0418","-6.7","0,0204","-9.4","0,0104","2620.0","","2620.0","0","476.0",",0","387",",0","11.66","0","20.57","0","2.76","0","",""
"USC00261358","1942","37.6128","-114.5265","1334.7","CALIENTE, NV US","496.4","","496.4","0","30","0","16","0","10","","2","0","4","0","169","0","5","0","186","0","87","0","-22.8","0,0102,","102",",0,0102,+","102",",0,0222,","43.2",",0,0809,","41.7","0,0725,+","-1.1","0,0919","-5.0","0,1029","-5.0","0,1029","-7.8","0,1110","-12.2","0,1113","-0.6","0,0527","-2.2","0,0503","-4.4","0,0329","-7.8","0,0327","-8.9","0,0226","3036.6","","3036.6","0","168.8",",0","140",",0","11.77","0","22.08","0","1.45","0","",""
"USC00261358","1943","37.6128","-114.5265","1334.7","CALIENTE, NV US","491.3","","491.3","0","54","0","27","0","0","","4","0","1","0","144","0","0","0","210","0","94","0","-18.9","0,0119,","0",",0,1231,+","58",",0,0127,","24.6",",0,1206,","40.6","0,0726,","-0.6","0,1020","-6.1","0,1031","-6.1","0,1031","-7.8","0,1101","-8.9","0,1130","-0.6","0,0517","-2.2","0,0331","-5.6","0,0321","-6.7","0,0319","-8.9","0,0211","2470.9","","2470.9","0","297.8",",0","164",",0","12.72","0","22.64","0","2.81","0","",""
"USC00261358","1944","37.6128","-114.5265","1334.7","CALIENTE, NV US","376.5","","376.5","0","39","0","25","0","7","","7","0","2","0","162","0","1","0","192","0","81","0","-20.0","0,0128,","102",",0,0314,+","89",",0,0314,+","29.0",",0,1112,","39.4","0,0813,+","-0.6","0,1001","-2.2","0,1016","-5.0","0,1116","-7.8","0,1121","-10.0","0,1126","0.0","0,0504","-2.8","0,0419","-4.4","0,0417","-7.2","0,0329","-11.1","0,0315","2823.4","","2823.4","0","202.3",",0","433",",0","11.10","0","20.85","0","1.36","0","",""
"USC00261358","1945","37.6128","-114.5265","1334.7","CALIENTE, NV US","510.3","","510.3","0","63","0","27","0","4","","7","0","2","0","163","0","3","0","189","0","77","0","-20.0","0,1214,+","102",",0,0304,","94",",0,0304,","41.1",",0,0818,","40.0","0,0725,+","-0.6","0,0924","-4.4","0,1024","-4.4","0,1024","-8.9","0,1108","-8.9","0,1108","-1.7","0,0427","-2.2","0,0417","-5.0","0,0414","-7.2","0,0405","-9.4","0,0404","2782.5","","2782.5","0","295.2",",0","364",",0","11.82","0","21.26","0","2.38","0","",""
"USC00261358","1946","37.6128","-114.5265","1334.7","CALIENTE, NV US","500.9","","500.9","0","50","0","28","0","2","","3","0","0","0","155","0","1","0","187","0","89","0","-15.6","0,0205,","127",",0,0304,","102",",0,0304,","54.1",",0,1028,","39.4","0,0803,+","0.0","0,1007","-2.8","0,1011","-4.4","0,1104","-7.8","0,1110","-9.4","0,1219","-1.1","0,0512","-2.2","0,0404","-4.4","0,0326","-6.7","0,0305","-10.6","0,0215","2619.5","","2619.5","0","314.1",",0","186",",0","12.11","0","21.63","0","2.59","0","",""
"USC00261358","1947","37.6128","-114.5265","1334.7","CALIENTE, NV US","482.2","","482.2","0","38","0","16","0","3","","4","0","4","0","153","0","21","0","198","0","83","0","-22.2","0,1231,","229",",0,1205,","229",",0,1205,","53.6",",0,1205,","39.4","0,0719,","-3.9","0,1022","-3.9","0,1022","-4.4","0,1026","-7.2","0,1104","-9.4","0,1106","-2.8","0,0424","-2.8","0,0424","-4.4","0,0313","-7.2","0,0306","-12.2","0,0130","2577.5","","2577.5","0","190.0",",0","521",",0","11.62","0","21.56","0","1.68","0","",""
"USC00261358","1948","37.6128","-114.5265","1334.7","CALIENTE, NV US","362.1","","362.1","0","27","0","16","0","5","","7","0","11","0","164","0","19","0","182","0","80","0","-27.2","0,1224,","279",",0,1223,","114",",0,0205,","12.7",",0,0411,","39.4","0,0715,","-3.9","0,0926","-3.9","0,0926","-4.4","0,1028","-7.2","0,1105","-8.9","0,1109","-1.7","0,0520","-3.3","0,0509","-4.4","0,0407","-7.8","0,0326","-9.4","0,0321","3159.3","","3159.3","0","132.8",",0","728",",0","10.11","0","20.12","0","0.09","0","",""
"USC00261358","1949","37.6128","-114.5265","1334.7","CALIENTE, NV US","413.6","","413.6","0","","","","","","","","","32","0","162","0","42","0","200","0","81","0","-27.8","0,0214,","","","","","","","40.0","0,0716,","0.0","0,1008","-7.2","0,1020","-7.2","0,1020","-7.2","0,1020","-9.4","0,1202","0.0","0,0411","-2.8","0,0405","-4.4","0,0330","-6.7","0,0302","-13.3","0,0223","3482.4","","3482.4","0","255.3",",0","","","9.81","0","19.56","0","0.06","0","",""
"USC00261358","1950","37.6128","-114.5265","1334.7","CALIENTE, NV US","446.4","","446.4","0","37","0","11","0","","","1","0","8","0","166","0","4","0","209","0","77","0","-21.7","0,0113,+","","","76",",0,0103,","7.9",",0,0905,","41.1","0,0901,+","-3.9","0,1002","-3.9","0,1002","-13.9","0,1110","-13.9","0,1110","-13.9","0,1110","-1.1","0,0509","-3.9","0,0505","-4.4","0,0410","-7.8","0,0327","-8.9","0,0316","2788.0","","2788.0","0","74.6",",0","76",",0","12.39","0","23.18","0","1.60","0","",""
"USC00261358","1951","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","48","0","28","0","","","3","0","1","0","164","0","","","","","","","-18.9","0,0131,","","","178",",0,0302,","22.1",",0,1026,","","","-1.7","0,1005","-2.2","0,1006","-5.6","0,1022","-7.2","0,1102","-10.0","0,1117","-1.7","0,0502","-2.2","0,0501","-5.6","0,0329","-6.7","0,0318","-11.1","0,0303","","","","","257.4",",0","279",",0","","","","","1.94","0","",""
"USC00261358","1952","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","45","0","26","0","","","","","","","","","","","","","","","","","","","","","27.2",",0,0316,","","","","","","","","","","","","","","","","","","","","","","","2989.2","","2989.2","0","293.2",",0","","","","","","","","","",""
"USC00261358","1953","37.6128","-114.5265","1334.7","CALIENTE, NV US","481.1","","481.1","0","26","0","11","0","","","","","0","0","175","0","0","0","199","0","90","0","-14.4","0,1206,+","","","","","20.3",",0,0717,","40.6","0,0706,","0.0","0,0928","-4.4","0,1020","-4.4","0,1020","-9.4","0,1119","-9.4","0,1119","-2.2","0,0529","-2.2","0,0529","-6.7","0,0412","-6.7","0,0412","-9.4","0,0303","","","","","118.4",",0","","","12.20","0","22.64","0","1.76","0","",""
"USC00261358","1954","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","36","0","27","0","","","","","","","","","","","","","","","","","","","","","22.6",",0,0626,","","","","","","","","","","","","","","","","","","","","","","","","","","","236.6",",0","","","","","","","","","",""
"USC00261358","1955","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","29","0","25","0","","","","","","","","","","","","","","","","","","","","","20.3",",0,0103,","","","","","","","","","","","","","","","","","","","","","","","","","","","181.3",",0","","","","","","","","","",""
"USC00261358","1956","37.6128","-114.5265","1334.7","CALIENTE, NV US","","","","","23","0","14","0","","","","","","","","","","","","","","","","","","","","","25.1",",0,0630,","","","","","","","","","","","","","","","","","","","","","","","","","","","120.9",",0","","","","","","","","","",""
"USC00261358","1958","37.6128","-114.5265","1334.7","CALIENTE, NV US","426.6","","426.6","0","46","0","23","0","","","","","0","0","173","0","1","0","194","0","85","0","-16.7","0,0309,","","","","","20.3",",0,0511,","40.6","0,0812,+","-2.2","0,0925","-2.2","0,0925","-7.2","0,1021","-7.2","0,1021","-8.9","0,1022","0.0","0,0514","-2.8","0,0426","-4.4","0,0413","-7.2","0,0404","-11.1","0,0310","2977.3","","2977.3","0","207.2",",0","","","11.60","0","22.36","0","0.83","0","18040","0"
"USC00261358","1959","37.6128","-114.5265","1334.7","CALIENTE, NV US","595.1","","595.1","0","42","0","19","0","","","","","1","0","180","0","0","0","203","0","89","0","-20.0","0,0104,","","","","","10.9",",0,0801,","41.7","0,0719,","-2.2","0,1002","-2.2","0,1002","-6.1","0,1106","-8.3","0,1114","-11.1","0,1127","0.0","0,0520","-3.3","0,0505","-4.4","0,0420","-7.8","0,0410","-8.9","0,0312","2844.4","","2844.4","0","123.1",",0","","","12.34","0","22.75","0","1.93","0","20152","0"
"USC00261358","1960","37.6128","-114.5265","1334.7","CALIENTE, NV US","622.5","","622.5","0","37","0","23","0","","","","","5","0","147","0","9","0","202","0","100","0","-23.3","0,0117,","","","","","45.7",",0,1106,","41.7","0,0717,","0.0","0,1012","-3.3","0,1031","-5.0","0,1116","-7.8","0,1128","-8.9","0,1206","-0.6","0,0524","-6.7","0,0425","-6.7","0,0425","-6.7","0,0425","-10.0","0,0224","2686.6","","2686.6","0","248.3",",0","","","12.62","0","22.47","0","2.76","0","17922","0"
"USC00261358","1961","37.6128","-114.5265","1334.7","CALIENTE, NV US","539.0","","539.0","0","43","0","25","0","","","","","0","0","170","0","0","0","190","0","67","0","-16.1","0,1213,","","","","","22.1",",0,0823,","40.6","0,0625,+","0.0","0,0925","-4.4","0,1023","-4.4","0,1023","-8.3","0,1106","-8.9","0,1118","0.0","0,0512","-2.2","0,0427","-5.0","0,0423","-6.7","0,0305","-9.4","0,0227","2628.1","","2628.1","0","223.6",",0","","","12.14","0","22.10","0","2.18","0","",""
"USC00261358","1962","37.6128","-114.5265","1334.7","CALIENTE, NV US","403.6","","403.6","0","42","0","21","0","","","","","7","0","151","0","6","0","215","0","88","0","-23.3","0,0124,","","","","","15.5",",0,0212,","39.4","0,0814,","0.0","0,1021","-2.8","0,1106","-4.4","0,1108","-8.3","0,1117","-10.0","0,1119","-0.6","0,0517","-2.8","0,0515","-6.7","0,0324","-6.7","0,0324","-10.0","0,0314","2933.2","","2933.2","0","121.2",",0","","","11.94","0","22.29","0","1.59","0","",""
"USC00261358","1963","37.6128","-114.5265","1334.7","CALIENTE, NV US","541.5","","541.5","0","48","0","29","0","","","","","2","0","148","0","2","0","199","0","90","0","-23.3","0,0113,","","","","","29.2",",0,0426,","39.4","0,0813,","-3.3","0,1101","-3.3","0,1101","-5.6","0,1117","-7.2","0,1122","-9.4","0,1205","-1.1","0,0512","-2.2","0,0425","-5.6","0,0423","-6.7","0,0403","-9.4","0,0313","2568.1","","2568.1","0","257.9",",0","","","12.68","0","22.51","0","2.85","0","",""
"USC00261358","1964","37.6128","-114.5265","1334.7","CALIENTE, NV US","491.5","","491.5","0","41","0","21","0","","","","","0","0","161","0","0","0","193","0","80","0","-15.0","0,1229,+","","","","","18.5",",0,0919,","41.1","0,0729,","0.0","0,1019","-2.2","0,1024","-5.0","0,1105","-11.7","0,1114","-11.7","0,1114","-1.1","0,0509","-5.0","0,0425","-5.0","0,0425","-6.7","0,0325","-11.1","0,0321","2820.3","","2820.3","0","167.3",",0","","","11.68","0","21.54","0","1.82","0","",""
