"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COMT0005","2005","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","81","N","27","N","4","N","94",",N,0331,","15.5",",N,1009,","212.8",",N","348",",N"
"US1COMT0005","2006","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","76","N","35","N","8","N","239",",N,1129,","28.7",",N,0710,","340.7",",N","794",",N"
"US1COMT0005","2007","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","83","N","44","N","19","N","229",",N,1226,","22.6",",N,0804,","362.7",",N","1462",",N"
"US1COMT0005","2008","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","68","N","30","N","","","","","15.5",",N,0410,","219.6",",N","",""
"US1COMT0005","2009","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","86","N","30","N","","","","","13.7",",N,0918,","211.6",",N","",""
"US1COMT0005","2010","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","81","N","37","N","","","","","15.7",",N,1022,","293.5",",N","",""
"US1COMT0005","2011","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","86","N","40","N","","","","","15.5",",N,0512,","270.9",",N","",""
"US1COMT0005","2012","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","72","N","29","N","","","","","25.9",",N,0706,","223.2",",N","",""
"US1COMT0005","2013","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","95","N","39","N","","","","","25.9",",N,0923,","319.1",",N","",""
"US1COMT0005","2014","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","67","N","32","N","","","","","22.6",",N,0525,","274.2",",N","",""
"US1COMT0005","2016","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","80","N","35","N","","","","","16.5",",N,1217,","249.5",",N","",""
"US1COMT0005","2017","38.4729","-107.8574","1777.0","MONTROSE 1.2 ESE, CO US","65","N","27","N","","","","","23.4",",N,0726,","232.6",",N","",""
