"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"USC00120172","1949","40.08333","-85.61667","262.1","ANDERSON MOUNDS STAT, IN US","884.7",",0"
