"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00201011","1892","41.78333","-85.2",,"BRONSON, MI US","7","6","158","6","51","6","131","6","22","6","-22.2","6,1224,","35.6","6,0817,+","-2.2","6,1005","-2.2","6,1005","-5.0","6,1023","-7.2","6,1030","-8.9","6,1105","-0.6","6,0426","-2.8","6,0425","-7.2","6,0415","-7.2","6,0415","-12.2","6,0321","8.43","6","14.21","6","2.64","6"
"USC00201011","1894","41.78333","-85.2",,"BRONSON, MI US","","","","","34","6","134","6","37","6","","","38.9","6,0718,","","","","","","","","","","","","","","","","","","","","","","","15.69","6","",""
"USC00201011","1896","41.78333","-85.2",,"BRONSON, MI US","8","6","143","6","39","6","154","6","32","6","-22.2","6,0217,+","36.7","6,0808,+","-1.7","6,0923","-3.3","6,1008","-5.0","6,1025","-6.7","6,1128","-11.1","6,1130","0.0","6,0422","-3.3","6,0408","-5.6","6,0407","-8.3","6,0403","-8.9","6,0402","9.65","6","15.27","6","4.03","6"
