"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013739","1958","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","501.7","","501.7","0","117","0","83","0","23","","7","0","0","0","93","0","31","0","153","0","11","0","-15.0","0,0217,","305",",0,0216,","244",",0,0320,","51.8",",0,0611,","33.9","0,0731,","-0.6","0,1108","-3.3","0,1123","-7.8","0,1130","-7.8","0,1130","-8.9","0,1210","-1.7","0,0409","-2.2","0,0309","-5.0","0,0223","-10.6","0,0219","-10.6","0,0219","2814.5","","2814.5","0","1216.9",",0","","","872",",0","11.46","0","16.16","0","6.76","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1959","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","776.9","","776.9","0","118","0","69","0","10","","5","0","0","0","98","0","13","0","169","0","29","0","-12.8","0,0220,+","51",",0,1222,+","71",",0,1207,","75.2",",0,0602,","36.1","0,0630,+","-0.6","0,1029","-3.3","0,1117","-6.1","0,1118","-7.8","0,1222","-10.6","0,1223","-5.0","0,0329","-5.0","0,0329","-5.0","0,0329","-8.9","0,0221","-8.9","0,0221","2840.5","","2840.5","0","974.9",",0","","","266",",0","13.07","0","18.13","0","8.00","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1960","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","485.5","","485.5","0","115","0","73","0","27","","8","0","0","0","125","0","20","0","169","0","7","0","-13.9","0,1215,","305",",0,1212,","277",",0,1212,","116.8",",0,0912,","33.3","0,0425,","0.0","0,1021","-3.9","0,1108","-5.6","0,1202","-10.0","0,1209","-10.0","0,1209","-1.7","0,0411","-4.4","0,0327","-4.4","0,0327","-7.2","0,0313","-11.1","0,0311","2757.4","","2757.4","0","1046.1",",0","","","853",",0","11.55","0","16.88","0","6.23","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1961","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","571.2","","571.2","0","119","0","82","0","36","","11","0","2","0","103","0","26","0","156","0","12","0","-20.0","0,0202,+","305",",0,0120,","188",",0,0119,","47.8",",0,0413,","33.9","0,0722,","-0.6","0,1005","-2.2","0,1109","-5.0","0,1110","-7.8","0,1209","-10.6","0,1216","0.0","0,0404","-5.6","0,0318","-5.6","0,0318","-11.1","0,0207","-11.1","0,0207","3099.5","","3099.5","0","1043.6",",0","","","1018",",0","11.51","0","16.62","0","6.41","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1962","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","469.1","","469.1","0","112","0","67","0","18","","8","0","0","0","116","0","26","0","152","0","10","0","-16.1","0,1231,+","102",",0,0307,+","173",",0,0306,","66.3",",0,0624,","35.6","0,0519,","-3.9","0,1025","-3.9","0,1025","-6.7","0,1107","-6.7","0,1107","-9.4","0,1212","-2.8","0,0417","-2.8","0,0417","-6.7","0,0305","-6.7","0,0305","-12.2","0,0304","2983.7","","2983.7","0","1082.9",",0","","","771",",0","11.15","0","16.40","0","5.90","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1963","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","451.0","","451.0","0","102","0","65","0","19","","6","0","2","0","109","0","30","0","159","0","19","0","-20.6","0,0129,","127",",0,1225,+","132",",0,1223,","61.5",",0,0903,","36.1","0,0701,+","0.0","0,1104","-3.3","0,1125","-5.6","0,1201","-7.8","0,1214","-9.4","0,1215","0.0","0,0416","-2.2","0,0406","-4.4","0,0309","-13.9","0,0227","-13.9","0,0227","3140.1","","3140.1","0","888.1",",0","","","484",",0","11.05","0","16.79","0","5.30","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1964","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","570.2","","570.2","0","106","0","56","0","18","","10","0","0","0","105","0","11","0","160","0","28","0","-16.7","0,0115,","178",",0,0115,+","180",",0,0113,","57.9",",0,0708,","37.8","0,0630,","0.0","0,1008","-2.2","0,1011","-8.3","0,1122","-8.3","0,1122","-9.4","0,1219","-1.1","0,0405","-3.9","0,0402","-5.6","0,0331","-6.7","0,0228","-10.6","0,0223","2898.0","","2898.0","0","760.4",",0","","","699",",0","12.25","0","17.85","0","6.65","0","","","","","","","","","","","","","","","","","",""
"USW00013739","1965","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","548.1","","548.1","0","106","0","62","0","18","","6","0","0","0","112","0","19","0","151","0","14","0","-15.0","0,0117,","152",",0,0111,","168",",0,0110,","51.3",",0,0809,","34.4","0,0623,","0.0","0,1006","-2.2","0,1106","-5.0","0,1120","-8.3","0,1207","","","-3.3","0,0405","-3.3","0,0405","-5.0","0,0322","-11.1","0,0321","-11.1","0,0321","2923.1","","2923.1","0","745.7",",0","56.4","X","600",",0","11.66","0","16.78","0","6.53","0","152298",",X","","","","","","","225","X","","","","","","","18.3","X"
"USW00013739","1966","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","593.4","","593.4","0","108","0","67","0","29","","10","0","0","0","104","0","25","0","145","0","33","0","-15.6","0,0206,+","305",",0,1225,","315",",0,1224,","119.1",",0,0914,","40.0","0,0703,","0.0","0,1028","-3.3","0,1031","-4.4","0,1123","-9.4","0,1203","-9.4","0,1203","-2.2","0,0511","-2.2","0,0511","-5.0","0,0329","-6.7","0,0328","-8.9","0,0221","3005.5","","3005.5","0","1017.0",",0","58.0","X","1175",",0","11.64","0","17.04","0","6.24","0","156906",",X","","","","","","","270","X","","","","","","","17.0","X"
"USW00013739","1967","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","578.0","","578.0","0","116","0","74","0","17","","9","0","0","0","99","0","14","0","144","0","12","0","-15.6","0,0213,+","279",",0,0210,","249",",0,0207,","62.7",",0,0622,","33.9","0,0724,+","-1.7","0,1105","-2.2","0,1106","-4.4","0,1115","-8.3","0,1202","","","-1.7","0,0412","-4.4","0,0320","-4.4","0,0320","-11.7","0,0319","-11.7","0,0319","2966.4","","2966.4","0","1138.7",",0","54.4","X","919",",0","11.85","0","16.91","0","6.78","0","146868",",X","","","","","","","315","X","","","","","","","17.9","X"
"USW00013739","1968","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","635.4","","635.4","0","103","0","55","0","16","","4","0","0","0","97","0","22","0","160","0","27","0","-14.4","0,0221,+","102",",0,0101,","66",",0,1215,","77.5",",0,0612,","36.1","0,0825,","-0.6","0,1030","-2.2","0,1031","-5.0","0,1207","-8.9","0,1209","-8.9","0,1209","-1.1","0,0325","-2.8","0,0315","-6.1","0,0314","-6.7","0,0304","-8.9","0,0303","2826.2","","2826.2","0","900.8",",0","57.0","X","229",",0","12.27","0","17.51","0","7.03","0","155346",",X","","","","","","","270","X","","","","","","","20.1","X"
"USW00013739","1969","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","613.2","","613.2","0","108","0","66","0","17","","9","0","0","0","114","0","18","0","165","0","9","0","-11.7","0,0101,","152",",0,0303,","104",",0,1225,","85.6",",0,0903,","34.4","0,0628,","-0.6","0,1023","-3.9","0,1024","-5.6","0,1121","-6.7","0,1223","","","-4.4","0,0401","-4.4","0,0401","-4.4","0,0401","-7.2","0,0312","-9.4","0,0215","2803.0","","2803.0","0","1102.2",",0","55.4","X","710",",0","12.08","0","16.84","0","7.33","0","149106",",X","","","","","","","315","X","","","","","","","25.5","X"
"USW00013739","1970","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","727.2","","727.2","0","103","0","68","0","17","","6","0","0","0","100","0","23","0","160","0","21","0","-17.2","0,0109,","127",",0,0110,+","64",",0,0106,","68.8",",0,1022,","35.0","0,0924,+","0.0","0,1116","-5.6","0,1123","-5.6","0,1123","-7.2","0,1124","","","0.0","0,0412","-3.9","0,0330","-4.4","0,0317","-12.2","0,0226","-12.2","0,0226","3032.9","","3032.9","0","994.3",",0","56.0","X","350",",0","12.47","0","17.13","0","7.81","0","151290",",X","","","","","","","270","X","","","","","","","19.2","X"
"USW00013739","1971","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","704.9","","704.9","0","106","0","66","0","6","","6","0","0","0","80","0","18","0","162","0","20","0","-14.4","0,0202,","76",",0,0103,+","135",",0,0101,","121.2",",0,0827,","35.6","0,0708,","0.0","0,1107","-3.9","0,1109","-5.6","0,1202","-6.7","0,1203","","","0.0","0,0401","-3.3","0,0325","-4.4","0,0217","-6.7","0,0211","-10.0","0,0210","2727.0","","2727.0","0","1214.2",",0","55.3","X","440",",0","13.08","0","17.61","0","8.56","0","151104",",X","","","","","","","270","X","","","","","","","19.2","X"
"USW00013739","1972","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","583.4","","583.4","0","138","0","72","0","12","","5","0","0","0","89","0","12","0","152","0","18","0","-14.4","0,0116,","102",",0,0220,","89",",0,0219,","78.0",",0,1108,","35.6","0,0826,","-1.7","0,1020","-3.9","0,1116","-4.4","0,1123","-6.7","0,1217","","","-2.8","0,0409","-2.8","0,0409","-6.7","0,0311","-6.7","0,0311","-10.6","0,0223","2563.2","","2563.2","0","1261.5",",0","49.9","X","309",",0","12.24","0","16.86","0","7.62","0","136356",",X","","","","","","","360","X","","","","","","","19.2","X"
"USW00013739","1973","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","763.6","","763.6","0","122","0","78","0","4","","1","0","0","0","76","0","14","0","162","0","28","0","-13.3","0,0217,","76",",0,1218,+","89",",0,1216,","117.3",",0,0629,","37.2","0,0828,","0.0","0,1107","-2.8","0,1110","-5.6","0,1111","-8.3","0,1217","","","-1.7","0,0413","-2.8","0,0301","-5.6","0,0228","-7.2","0,0219","-12.2","0,0218","2645.5","","2645.5","0","1170.4",",0","53.1","X","117",",0","13.53","0","18.40","0","8.65","0","142902",",X","","","","","","","225","X","","","","","","","21.0","X"
"USW00013739","1974","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","632.0","","632.0","0","116","0","78","0","9","","3","0","0","0","92","0","13","0","167","0","22","0","-13.3","0,0209,","152",",0,0209,","152",",0,0208,","43.2",",0,0824,","35.0","0,0709,+","-0.6","0,1019","-2.8","0,1020","-5.0","0,1126","-7.8","0,1127","","","0.0","0,0411","-4.4","0,0326","-4.4","0,0326","-7.2","0,0227","-11.1","0,0210","2505.1","","2505.1","0","960.0",",0","59.5","X","432",",0","12.95","0","18.10","0","7.79","0","162378",",X","","","","","45","X","315","X","","","","","27.2","X","17.9","X"
"USW00013739","1975","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","673.6","","673.6","0","120","0","83","0","5","","6","0","0","0","89","0","9","0","172","0","18","0","-10.6","0,0210,","51",",0,0205,+","66",",0,0205,","69.9",",0,0923,","37.2","0,0802,","-0.6","0,1031","-2.2","0,1203","-6.7","0,1218","-6.7","0,1218","-8.9","0,1219","-1.7","0,0414","-2.2","0,0409","-5.0","0,0327","-7.8","0,0309","-10.6","0,0210","2583.8","","2583.8","0","1324.3",",0","55.6","X","353",",0","13.36","0","18.26","0","8.45","0","150978",",X","","","","","315","X","270","X","","","","","28.8","X","21.0","X"
"USW00013739","1976","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","654.6","","654.6","0","110","0","65","0","13","","6","0","0","0","107","0","20","0","163","0","25","0","-14.4","0,0123,","152",",0,0310,","175",",0,0309,","45.0",",0,0501,","34.4","0,0418,","-1.7","0,1019","-2.2","0,1028","-5.0","0,1109","-9.4","0,1130","-9.4","0,1130","-1.1","0,0413","-2.2","0,0323","-6.7","0,0318","-6.7","0,0318","-10.6","0,0203","2397.6","","2397.6","0","845.6",",0","61.3","X","489",",0","12.33","0","17.61","0","7.06","0","164706",",X","","","","","315","X","315","X","","","","","29.8","X","22.4","X"
"USW00013739","1977","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","672.4","","672.4","0","119","0","79","0","22","","6","0","3","0","99","0","36","0","170","0","26","0","-20.0","0,0117,","102",",0,0125,","112",",0,0114,","101.3",",0,1107,","37.8","0,0721,","-1.7","0,1112","-2.2","0,1113","-6.7","0,1207","-6.7","0,1207","-8.9","0,1209","-1.1","0,0410","-3.3","0,0409","-4.4","0,0302","-10.6","0,0218","-10.6","0,0218","3017.5","","3017.5","0","1255.6",",0","55.1","X","416",",0","12.37","0","17.57","0","7.17","0","149220",",X","","","","","315","X","315","X","","","","","25.2","X","21.9","X"
"USW00013739","1978","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","676.8","","676.8","0","126","0","75","0","41","","13","0","0","0","93","0","37","0","150","0","25","0","-13.3","0,0305,","356",",0,0207,","315",",0,0206,","93.0",",0,0703,","37.2","0,0723,","-1.7","0,1126","-3.9","0,1127","-5.6","0,1210","-7.8","0,1211","","","-1.1","0,0409","-3.9","0,0318","-4.4","0,0308","-8.3","0,0307","-12.2","0,0306","3123.4","","3123.4","0","1167.3",",0","55.5","X","1449",",0","11.91","0","16.84","0","6.98","0","147828",",X","","","","","180","X","180","X","","","","","25.2","X","20.6","X"
"USW00013739","1979","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","592.4","","592.4","0","143","0","92","0","23","","10","0","3","0","83","0","29","0","160","0","14","0","-18.9","0,0211,","508",",0,0220,","353",",0,0219,","48.0",",0,0716,","34.4","0,0713,","0.0","0,1116","-2.8","0,1130","-5.0","0,1203","-7.8","0,1217","","","-1.1","0,0408","-2.2","0,0328","-8.3","0,0316","-8.3","0,0316","-17.2","0,0220","2711.5","","2711.5","0","1340.8",",0","51.0","X","1134",",0","12.47","0","17.26","0","7.68","0","136518",",X","","","","","180","X","180","X","","","","","26.2","X","22.4","X"
"USW00013739","1980","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","778.7","","778.7","0","113","0","69","0","9","","5","0","0","0","100","0","33","0","159","0","36","0","-17.2","0,1225,","102",",0,0105,","71",",0,0313,","97.0",",0,1025,","37.2","0,0721,","-0.6","0,1103","-3.9","0,1117","-4.4","0,1204","-7.2","0,1215","-8.9","0,1219","-2.8","0,0417","-2.8","0,0417","-4.4","0,0312","-9.4","0,0303","-9.4","0,0303","2709.3","","2709.3","0","986.3",",0","57.9","X","395",",0","12.47","0","17.32","0","7.62","0","156660",",X","","","","","315","X","225","X","","","","","27.2","X","21.9","X"
"USW00013739","1981","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","594.7","","594.7","0","104","0","63","0","16","","3","0","1","0","98","0","23","0","147","0","15","0","-17.8","0,0113,","76",",0,0306,+","224",",0,0305,","111.8",",0,0808,","35.0","0,0719,","-0.6","0,1020","-2.2","0,1123","-6.1","0,1213","-7.8","0,1219","-10.0","0,1221","0.0","0,0416","-2.8","0,0326","-5.6","0,0320","-8.9","0,0318","-8.9","0,0318","2909.1","","2909.1","0","961.4",",0","47.9","X","424",",0","12.04","0","16.96","0","7.12","0","130962",",X","","","","","180","X","","","","","","","23.1","X","",""
"USW00013739","1982","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","557.7","","557.7","0","122","0","67","0","25","","7","0","2","0","95","0","18","0","163","0","12","0","-21.7","0,0117,","229",",0,0123,+","173",",0,1212,","57.9",",0,0528,","34.4","0,0726,+","0.0","0,1018","-2.2","0,1115","-5.0","0,1128","-7.2","0,1209","-8.9","0,1210","0.0","0,0412","-5.0","0,0408","-5.0","0,0408","-7.2","0,0407","-8.9","0,0207","2955.4","","2955.4","0","1027.7",",0","53.1","X","749",",0","12.31","0","17.25","0","7.37","0","144714",",X","","","","","315","X","","","","","","","21.6","X","",""
"USW00013739","1983","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","","","697.7","","697.7","0","114","0","84","0","13","","4","0","0","0","87","0","14","0","145","0","41","0","-17.2","0,1225,","559",",0,0212,","536",",0,0211,","62.0",",0,0921,","37.2","0,0820,+","0.0","0,1030","-3.9","0,1202","-4.4","0,1209","-6.7","0,1219","-11.1","0,1221","0.0","0,0420","-3.3","0,0330","-5.0","0,0326","-6.7","0,0227","-16.1","0,0213","2582.3","","2582.3","0","1389.0",",0","54.1","X","810",",0","12.60","0","17.60","0","7.59","0","147828",",X","","","","","45","X","45","X","","","","","22.6","X","16.1","X"
"USW00013739","1984","39.87327","-75.22678","3.0","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","3.8","X","550.9","","550.9","0","131","0","77","0","22","","6","0","3","0","94","0","20","0","151","0","7","0","-21.7","0,0122,","229",",0,0119,","109",",0,0308,","56.9",",0,0810,","34.4","0,0610,+","-1.1","0,1108","-2.2","0,1115","-6.1","0,1120","","","","","0.0","0,0402","-3.9","0,0324","-5.0","0,0313","-10.0","0,0312","-10.0","0,0312","3013.2","","3013.2","0","1109.8",",0","","","535",",0","12.07","0","16.97","0","7.17","0","138533",",X","","","","","315","X","","","","","","","29.8","X","",""
