"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00448257","1918","36.533333","-79.533333","190.2","SWANSONVILLE, VA US","599.0","","599.0","6","","","0","6","69","6","8","6","201","6","34","6","-16.7","6,0113,","","","38.3","6,0806,","-1.7","6,1103","-3.3","6,1113","-6.1","6,1227","-7.2","6,1229","","","0.0","6,0413","-2.8","6,0316","-4.4","6,0219","-12.2","6,0205","-12.2","6,0205","","","","","","","14.28","6","20.88","6","7.68","6"
"USC00448257","1919","36.533333","-79.533333","190.2","SWANSONVILLE, VA US","764.1","","764.1","6","0","6","0","6","80","6","2","6","202","6","48","6","-11.1","6,0106,+","0","T,6,0222,","36.7","6,0910,","0.0","6,1110","-3.3","6,1114","-4.4","6,1120","-6.7","6,1121","-8.9","6,1215","0.0","6,0427","-2.2","6,0403","-9.4","6,0227","-9.4","6,0227","-9.4","6,0227","1901.8","","1901.8","6","0","T,6","15.08","6","21.92","6","8.24","6"
