"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00369950","1948","40.11389","-76.71222","94.5","YORK HAVEN, PA US","139","0","82","0","","","","","","","","","","","","","","","","","","","","","48.5",",0,0102,","","","","","","","","","","","","","","","","","","","","","","","1157.8",",0","","","","","","","",""
"USC00369950","1949","40.11389","-76.71222","94.5","YORK HAVEN, PA US","123","0","77","0","","","","","","","","","","","","","","","","","","","","","48.5",",0,0713,","","","","","","","","","","","","","","","","","","","","","","","893.4",",0","","","","","","","",""
"USC00369950","1950","40.11389","-76.71222","94.5","YORK HAVEN, PA US","151","0","84","0","","","4","0","","","","","","","","","","","","","","","51",",0,1211,+","47.0",",0,0706,","","","","","","","","","","","","","","","","","","","","","","","1081.2",",0","176",",0","","","","","",""
"USC00369950","1951","40.11389","-76.71222","94.5","YORK HAVEN, PA US","123","0","73","0","","","","","","","","","","","","","","","","","","","","","54.6",",0,1103,","","","","","","","","","","","","","","","","","","","","","","","1083.1",",0","","","","","","","",""
"USC00369950","1952","40.11389","-76.71222","94.5","YORK HAVEN, PA US","131","0","84","0","16","","5","0","","","","","","","","","","","","","127",",0,0301,","127",",0,0301,","63.0",",0,1122,","","","","","","","","","","","","","","","","","","","","","","","1239.6",",0","366",",0","","","","","",""
"USC00369950","1953","40.11389","-76.71222","94.5","YORK HAVEN, PA US","115","0","78","0","18","","","","","","","","","","","","","","","","356",",0,1107,","","","66.3",",0,0526,","","","","","","","","","","","","","","","","","","","","","","","1095.9",",0","","","","","","","",""
"USC00369950","1954","40.11389","-76.71222","94.5","YORK HAVEN, PA US","133","0","66","0","13","","1","0","","","","","","","","","","","","","229",",0,0115,","51",",0,0115,","54.1",",0,0504,","","","","","","","","","","","","","","","","","","","","","","","860.8",",0","92",",0","","","","","",""
"USC00369950","1955","40.11389","-76.71222","94.5","YORK HAVEN, PA US","112","0","60","0","23","","9","0","","","","","","","","","","","","","102",",0,0202,","89",",0,0202,","80.0",",0,0813,","","","","","","","","","","","","","","","","","","","","","","","855.8",",0","450",",0","","","","","",""
"USC00369950","1956","40.11389","-76.71222","94.5","YORK HAVEN, PA US","145","0","81","0","17","","7","0","","","","","","","","","","","","","152",",0,0319,","152",",0,0319,","47.5",",0,1023,","","","","","","","","","","","","","","","","","","","","","","","944.1",",0","482",",0","","","","","",""
"USC00369950","1957","40.11389","-76.71222","94.5","YORK HAVEN, PA US","115","0","72","0","","","","","","","","","","","","","","","","","","","","","38.4",",0,0724,","","","","","","","","","","","","","","","","","","","","","","","773.0",",0","","","","","","","",""
"USC00369950","1958","40.11389","-76.71222","94.5","YORK HAVEN, PA US","123","0","72","0","23","","7","0","","","","","","","","","","","","","330",",0,0217,+","330",",0,0216,","62.2",",0,0928,","","","","","","","","","","","","","","","","","","","","","","","1110.9",",0","1031",",0","","","","","",""
"USC00369950","1959","40.11389","-76.71222","94.5","YORK HAVEN, PA US","120","0","67","0","18","","9","0","","","","","","","","","","","","","305",",0,1207,","305",",0,1207,","54.6",",0,0603,","","","","","","","","","","","","","","","","","","","","","","","854.7",",0","757",",0","","","","","",""
"USC00369950","1960","40.11389","-76.71222","94.5","YORK HAVEN, PA US","115","0","71","0","42","","11","0","","","","","","","","","","","","","254",",0,1221,+","216",",0,1212,","69.3",",0,0509,","","","","","","","","","","","","","","","","","","","","","","","1039.4",",0","1030",",0","","","","","",""
"USC00369950","1961","40.11389","-76.71222","94.5","YORK HAVEN, PA US","137","0","76","0","62","","15","0","","","","","","","","","","","","","610",",0,0204,","457",",0,0120,","36.1",",0,0720,","","","","","","","","","","","","","","","","","","","","","","","880.5",",0","1588",",0","","","","","",""
"USC00369950","1962","40.11389","-76.71222","94.5","YORK HAVEN, PA US","123","0","74","0","47","","12","0","","","","","","","","","","","","","152",",0,1230,+","127",",0,0210,","73.2",",0,1005,","","","","","","","","","","","","","","","","","","","","","","","895.8",",0","935",",0","","","","","",""
"USC00369950","1963","40.11389","-76.71222","94.5","YORK HAVEN, PA US","95","0","59","0","69","","11","0","","","","","","","","","","","","","254",",0,1224,","241",",0,1224,","41.9",",0,1107,","","","","","","","","","","","","","","","","","","","","","","","661.8",",0","837",",0","","","","","",""
"USC00369950","1964","40.11389","-76.71222","94.5","YORK HAVEN, PA US","106","0","65","0","40","","11","0","","","","","","","","","","","","","406",",0,0219,+","406",",0,0219,","45.2",",0,0322,","","","","","","","","","","","","","","","","","","","","","","","763.1",",0","1374",",0","","","","","",""
"USC00369950","1965","40.11389","-76.71222","94.5","YORK HAVEN, PA US","111","0","62","0","29","","8","0","","","","","","","","","","","","","203",",0,0111,","178",",0,0111,","54.6",",0,0208,","","","","","","","","","","","","","","","","","","","","","","","705.0",",0","612",",0","","","","","",""
"USC00369950","1966","40.11389","-76.71222","94.5","YORK HAVEN, PA US","97","0","61","0","44","","12","0","","","","","","","","","","","","","432",",0,0131,+","254",",0,0225,+","58.9",",0,0915,","","","","","","","","","","","","","","","","","","","","","","","737.5",",0","1502",",0","","","","","",""
"USC00369950","1967","40.11389","-76.71222","94.5","YORK HAVEN, PA US","113","0","71","0","34","","8","0","","","","","","","","","","","","","279",",0,0209,+","165",",0,0207,","52.1",",0,0804,","","","","","","","","","","","","","","","","","","","","","","","975.3",",0","692",",0","","","","","",""
"USC00369950","1968","40.11389","-76.71222","94.5","YORK HAVEN, PA US","104","0","64","0","24","","7","0","","","","","","","","","","","","","229",",0,0101,","203",",0,0101,","96.5",",0,0911,","","","","","","","","","","","","","","","","","","","","","","","869.8",",0","400",",0","","","","","",""
"USC00369950","1969","40.11389","-76.71222","94.5","YORK HAVEN, PA US","110","0","73","0","","","","","","","","","","","","","","","","","","","","","151.1",",0,0723,","","","","","","","","","","","","","","","","","","","","","","","1012.8",",0","","","","","","","",""
"USC00369950","1970","40.11389","-76.71222","94.5","YORK HAVEN, PA US","118","0","78","0","44","","8","0","","","","","","","","","","","","","279",",0,0112,+","127",",0,0330,","72.1",",0,0710,","","","","","","","","","","","","","","","","","","","","","","","1026.1",",0","532",",0","","","","","",""
"USC00369950","1971","40.11389","-76.71222","94.5","YORK HAVEN, PA US","115","0","78","0","20","","5","0","","","","","","","","","","","","","229",",0,0103,+","203",",0,0101,","63.0",",0,0214,","","","","","","","","","","","","","","","","","","","","","","","1034.4",",0","419",",0","","","","","",""
"USC00369950","1972","40.11389","-76.71222","94.5","YORK HAVEN, PA US","","","","","20","","7","0","","","","","","","","","","","","","229",",0,0222,+","142",",0,0220,","","","","","","","","","","","","","","","","","","","","","","","","","1268.1",",0","421",",0","","","","","",""
"USC00369950","1973","40.11389","-76.71222","94.5","YORK HAVEN, PA US","127","0","80","0","10","","","","","","","","","","","","","","","","203",",0,1219,+","","","100.1",",0,0915,","","","","","","","","","","","","","","","","","","","","","","","958.3",",0","","","","","","","",""
"USC00369950","1974","40.11389","-76.71222","94.5","YORK HAVEN, PA US","119","0","74","0","13","","3","0","","","","","","","","","","","","","127",",0,0209,+","127",",0,0209,+","40.6",",0,0902,","","","","","","","","","","","","","","","","","","","","","","","862.3",",0","292",",0","","","","","",""
"USC00369950","1975","40.11389","-76.71222","94.5","YORK HAVEN, PA US","134","0","86","0","25","","","","","","","","","","","","","","","","102",",0,0120,+","","","130.8",",0,0926,","","","","","","","","","","","","","","","","","","","","","","","1255.1",",0","","","","","","","",""
"USC00369950","1976","40.11389","-76.71222","94.5","YORK HAVEN, PA US","103","0","73","0","19","","","","","","","","","","","","","","","","178",",0,0310,","","","48.5",",0,1009,","","","","","","","","","","","","","","","","","","","","","","","990.2",",0","","","","","","","",""
"USC00369950","1977","40.11389","-76.71222","94.5","YORK HAVEN, PA US","106","0","74","0","42","","7","0","","","","","","","","","","","","","152",",0,0129,","102",",0,0107,","36.8",",0,0405,","","","","","","","","","","","","","","","","","","","","","","","938.2",",0","435",",0","","","","","",""
"USC00369950","1978","40.11389","-76.71222","94.5","YORK HAVEN, PA US","108","0","70","0","70","","12","0","","","","","","","","","","","","","457",",0,0207,","305",",0,0207,","64.3",",0,0828,","","","","","","","","","","","","","","","","","","","","","","","1073.5",",0","1304",",0","","","","","",""
"USC00369950","1979","40.11389","-76.71222","94.5","YORK HAVEN, PA US","129","0","87","0","38","","8","0","","","","","","","","","","","","","432",",0,0219,","122",",0,0208,","96.5",",0,0906,","","","","","","","","","","","","","","","","","","","","","","","1142.9",",0","767",",0","","","","","",""
"USC00369950","1980","40.11389","-76.71222","94.5","YORK HAVEN, PA US","103","0","71","0","","","6","0","","","","","","","","","","","","","","","147",",0,0314,","44.7",",0,1026,","","","","","","","","","","","","","","","","","","","","","","","884.1",",0","376",",0","","","","","",""
"USC00369950","1981","40.11389","-76.71222","94.5","YORK HAVEN, PA US","105","0","67","0","29","","","","","","","","","","","","","","","","152",",0,0306,","","","40.1",",0,0705,","","","","","","","","","","","","","","","","","","","","","","","765.7",",0","","","","","","","",""
"USC00369950","1982","40.11389","-76.71222","94.5","YORK HAVEN, PA US","104","0","72","0","","","","","","","","","","","","","","","","","","","","","90.9",",0,0602,","","","","","","","","","","","","","","","","","","","","","","","1006.3",",0","","","","","","","",""
"USC00369950","1983","40.11389","-76.71222","94.5","YORK HAVEN, PA US","104","0","76","0","","","","","","","","","","","","","","","","","","","","","98.0",",0,0618,","","","","","","","","","","","","","","","","","","","","","","","1081.8",",0","","","","","","","",""
"USC00369950","1984","40.11389","-76.71222","94.5","YORK HAVEN, PA US","146","0","88","0","","","","","","","","","","","","","","","","","","","","","62.2",",0,0618,","","","","","","","","","","","","","","","","","","","","","","","975.1",",0","","","","","","","",""
"USC00369950","1985","40.11389","-76.71222","94.5","YORK HAVEN, PA US","117","0","75","0","","","9","0","","","","","","","","","","","","","","","102",",0,0206,","52.3",",0,0727,","","","","","","","","","","","","","","","","","","","","","","","877.3",",0","545",",0","","","","","",""
"USC00369950","1987","40.11389","-76.71222","94.5","YORK HAVEN, PA US","111","0","72","0","","","10","0","","","","","","","","","","","","","","","330",",0,0223,+","61.5",",0,0425,","","","","","","","","","","","","","","","","","","","","","","","950.4",",0","1284",",0","","","","","",""
"USC00369950","1988","40.11389","-76.71222","94.5","YORK HAVEN, PA US","100","0","66","0","17","","2","0","","","","","","","","","","","","","229",",0,0128,+","229",",0,0126,","48.3",",0,0724,","","","","","","","","","","","","","","","","","","","","","","","888.3",",0","280",",0","","","","","",""
"USC00369950","1990","40.11389","-76.71222","94.5","YORK HAVEN, PA US","115","0","83","0","","","3","0","","","","","","","","","","","","","","","102",",0,0109,","53.8",",0,0530,","","","","","","","","","","","","","","","","","","","","","","","1171.5",",0","178",",0","","","","","",""
"USC00369950","1991","40.11389","-76.71222","94.5","YORK HAVEN, PA US","98","0","73","0","","","2","0","","","","","","","","","","","","","","","25",",0,0112,+","40.9",",0,0821,","","","","","","","","","","","","","","","","","","","","","","","785.3",",0","91",",0","","","","","",""
"USC00369950","1992","40.11389","-76.71222","94.5","YORK HAVEN, PA US","115","0","68","0","1","","4","0","","","","","","","","","","","","","51",",0,0319,","51",",0,0323,+","49.5",",0,0531,","","","","","","","","","","","","","","","","","","","","","","","924.1",",0","165",",0","","","","","",""
"USC00369950","1993","40.11389","-76.71222","94.5","YORK HAVEN, PA US","122","0","82","0","","","","","","","","","","","","","","","","","","","","","75.9",",0,1128,","","","","","","","","","","","","","","","","","","","","","","","1175.6",",0","","","","","","","",""
"USC00369950","1995","40.11389","-76.71222","94.5","YORK HAVEN, PA US","104","0","69","0","","","9","0","","","","","","","","","","","","","","","229",",0,1220,","49.0",",0,1021,+","","","","","","","","","","","","","","","","","","","","","","","990.1",",0","602",",0","","","","","",""
"USC00369950","1996","40.11389","-76.71222","94.5","YORK HAVEN, PA US","141","0","93","0","","","","","","","","","","","","","","","","","","","","","66.3",",0,1019,","","","","","","","","","","","","","","","","","","","","","","","1344.0",",0","","","","","","","",""
"USC00369950","1997","40.11389","-76.71222","94.5","YORK HAVEN, PA US","107","0","69","0","","","4","0","","","","","","","","","","","","","","","127",",0,0208,","55.9",",0,0724,+","","","","","","","","","","","","","","","","","","","","","","","898.2",",0","344",",0","","","","","",""
"USC00369950","1998","40.11389","-76.71222","94.5","YORK HAVEN, PA US","105","0","79","0","","","0","0","","","","","","","","","","","","","","","3",",0,0322,","38.1",",0,0309,","","","","","","","","","","","","","","","","","","","","","","","1118.3",",0","3",",0","","","","","",""
"USC00369950","1999","40.11389","-76.71222","94.5","YORK HAVEN, PA US","109","0","76","0","","","3","0","","","","","","","","","","","","","","","254",",0,0315,","63.5",",0,0917,","","","","","","","","","","","","","","","","","","","","","","","1045.8",",0","343",",0","","","","","",""
"USC00369950","2000","40.11389","-76.71222","94.5","YORK HAVEN, PA US","121","0","75","0","","","","","","","","","","","","","","","","","","","","","68.8",",0,0322,","","","","","","","","","","","","","","","","","","","","","","","1078.9",",0","","","","","","","",""
"USC00369950","2001","40.11389","-76.71222","94.5","YORK HAVEN, PA US","96","0","62","0","","","2","0","","","","","","","","","","","","","","","127",",0,0121,","81.8",",0,0925,","","","","","","","","","","","","","","","","","","","","","","","742.7",",0","173",",0","","","","","",""
"USC00369950","2002","40.11389","-76.71222","94.5","YORK HAVEN, PA US","118","0","81","0","16","","6","0","","","","","","","","","","","","","229",",0,1206,","178",",0,1206,","43.7",",0,0927,","","","","","","","","","","","","","","","","","","","","","","","1084.3",",0","636",",0","","","","","",""
"USC00369950","2003","40.11389","-76.71222","94.5","YORK HAVEN, PA US","154","0","106","0","44","","9","0","","","","","","","","","","","","","635",",0,0218,","483",",0,0217,","55.4",",0,0923,","","","","","","","","","","","","","","","","","","","","","","","1427.6",",0","1037",",0","","","","","",""
"USC00369950","2004","40.11389","-76.71222","94.5","YORK HAVEN, PA US","127","0","89","0","","","","","","","","","","","","","","","","","","","","","164.6",",0,0918,","","","","","","","","","","","","","","","","","","","","","","","1436.2",",0","","","","","","","",""
"USC00369950","2006","40.11389","-76.71222","94.5","YORK HAVEN, PA US","117","0","75","0","5","","1","0","","","","","","","","","","","","","305",",0,0212,","305",",0,0212,","79.8",",0,0626,","","","","","","","","","","","","","","","","","","","","","","","1157.5",",0","318",",0","","","","","",""
"USC00369950","2007","40.11389","-76.71222","94.5","YORK HAVEN, PA US","113","0","76","0","19","","8","0","","","","","","","","","","","","","178",",0,0317,","165",",0,0317,","64.0",",0,0706,","","","","","","","","","","","","","","","","","","","","","","","1031.6",",0","485",",0","","","","","",""
"USC00369950","2008","40.11389","-76.71222","94.5","YORK HAVEN, PA US","128","0","76","0","3","","4","0","","","","","","","","","","","","","76",",0,0222,","76",",0,0222,","79.0",",0,0907,","","","","","","","","","","","","","","","","","","","","","","","1208.6",",0","223",",0","","","","","",""
"USC00369950","2009","40.11389","-76.71222","94.5","YORK HAVEN, PA US","139","0","84","0","15","","5","0","","","","","","","","","","","","","356",",0,1220,","356",",0,1220,","51.3",",0,0530,","","","","","","","","","","","","","","","","","","","","","","","1161.7",",0","575",",0","","","","","",""
"USC00369950","2010","40.11389","-76.71222","94.5","YORK HAVEN, PA US","97","0","67","0","","","2","0","","","","","","","","","","","","","","","508",",0,0210,","127.0",",0,0205,","","","","","","","","","","","","","","","","","","","","","","","1171.0",",0","580",",0","","","","","",""
"USC00369950","2011","40.11389","-76.71222","94.5","YORK HAVEN, PA US","140","K","98","K","","","","","","","","","","","","","","","","","","","","","73.7",",K,0907,","","","","","","","","","","","","","","","","","","","","","","","1563.2",",K","","","","","","","",""
"USC00369950","2012","40.11389","-76.71222","94.5","YORK HAVEN, PA US","124","7","81","7","","","","","","","","","","","","","","","","","","","","","78.0",",7,0919,","","","","","","","","","","","","","","","","","","","","","","","1133.2",",7","","","","","","","",""
"USC00369950","2013","40.11389","-76.71222","94.5","YORK HAVEN, PA US","130","7","78","7","","","","","","","","","","","","","","","","","","","","","134.6",",7,1011,","","","","","","","","","","","","","","","","","","","","","","","1119.0",",7","","","","","","","",""
"USC00369950","2014","40.11389","-76.71222","94.5","YORK HAVEN, PA US","126","7","83","7","","","","","","","","","","","","","","","","","","","","","56.4",",7,0331,","","","","","","","","","","","","","","","","","","","","","","","1053.3",",7","","","","","","","",""
"USC00369950","2015","40.11389","-76.71222","94.5","YORK HAVEN, PA US","125","7","77","7","","","","","","","","","","","","","","","","","","","","","96.3",",7,1029,","","","","","","","","","","","","","","","","","","","","","","","1142.6",",7","","","","","","","",""
"USC00369950","2016","40.11389","-76.71222","94.5","YORK HAVEN, PA US","124","7","82","7","22","","5","7","","","","","","","","","","","","","635",",7,0124,","406",",7,0124,","60.5",",7,0629,","","","","","","","","","","","","","","","","","","","","","","","1049.1",",7","1018",",7","","","","","",""
"USC00369950","2017","40.11389","-76.71222","94.5","YORK HAVEN, PA US","129","7","77","7","15","","6","7","","","","","","","","","","","","","356",",7,0315,","208",",7,0314,","66.5",",7,0624,","","","","","","","","","","","","","","","","","","","","","","","1045.9",",7","636",",7","","","","","",""
