"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COEP0055","2005","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","116","N","46","N","94","","30","N","356",",N,0411,","343",",N,0411,","31.2",",N,1010,","467.5",",N","3129",",N"
"US1COEP0055","2006","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","122","N","61","N","79","","27","N","559",",N,1230,","432",",N,1221,","42.9",",N,0921,","628.1",",N","3049",",N"
"US1COEP0055","2007","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","123","N","59","N","","","37","N","","","335",",N,0425,","54.6",",N,0425,","608.2",",N","3166",",N"
"US1COEP0055","2008","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","113","N","45","N","","","37","N","","","284",",N,1201,","35.3",",N,0817,","410.5",",N","2977",",N"
"US1COEP0055","2009","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","126","N","64","N","","","","","","","","","34.3",",N,0418,","683.7",",N","",""
"US1COEP0055","2010","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","109","N","43","N","","","","","","","","","39.9",",N,0705,","498.7",",N","",""
"US1COEP0055","2011","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","108","N","55","N","","","","","","","","","37.6",",N,0915,","459.4",",N","",""
"US1COEP0055","2012","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","79","N","32","N","","","","","","","","","24.1",",N,0913,+","327.8",",N","",""
"US1COEP0055","2013","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","119","N","48","N","","","","","","","","","65.0",",N,0823,","530.7",",N","",""
"US1COEP0055","2014","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","135","N","51","N","","","","","","","","","37.3",",N,1010,","514.0",",N","",""
"US1COEP0055","2015","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","146","N","76","N","","","","","","","","","39.4",",N,0510,","733.3",",N","",""
"US1COEP0055","2016","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","111","N","55","N","","","29","N","","","554",",N,0417,","56.6",",N,0417,","510.9",",N","3263",",N"
"US1COEP0055","2017","39.1125","-104.859","2214.1","MONUMENT 2.9 N, CO US","115","N","57","N","","","22","N","","","287",",N,0429,","35.3",",N,0324,","520.9",",N","2178",",N"
