"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00126864","1899","40.7646","-86.074","201.2","PERU, IN US","618.7","","618.7","6","83","6","64","6","","","","","11","6","117","6","33","6","177","6","36","6","-27.2","6,0209,","","","","","36.8",",6,1017,","37.8","6,0905,","-0.6","6,0930","-3.9","6,1106","-11.7","6,1205","-11.7","6,1205","-11.7","6,1205","-2.2","6,0409","-2.2","6,0409","-4.4","6,0403","-8.3","6,0402","-11.7","6,0308","693.6",",6","","","11.42","6","17.47","6","5.38","6"
"USC00126864","1945","40.7646","-86.074","201.2","PERU, IN US","","","","","127","6","82","6","","","6","6","","","","","","","","","","","","","","","127",",6,1219,","71.6",",6,0801,","","","","","","","","","","","","","","","","","","","","","","","1182.7",",6","512",",6","","","","","",""
"USC00126864","1946","40.7646","-86.074","201.2","PERU, IN US","","","","","108","6","62","6","","","","","","","","","","","","","","","","","","","","","62.2",",6,1018,","","","","","","","","","","","","","","","","","","","","","","","818.0",",6","","","","","","","",""
"USC00126864","1947","40.7646","-86.074","201.2","PERU, IN US","","","","","115","6","74","6","","","8","6","","","","","","","","","","","","","","","114",",6,0302,","53.1",",6,1018,","","","","","","","","","","","","","","","","","","","","","","","993.1",",6","538",",6","","","","","",""
"USC00126864","1948","40.7646","-86.074","201.2","PERU, IN US","","","","","109","0","84","0","","","","","","","","","","","","","","","","","","","","","87.6",",0,0606,","","","","","","","","","","","","","","","","","","","","","","","1045.9",",0","","","","","","","",""
"USC00126864","1992","40.7646","-86.074","201.2","PERU, IN US","","","","","107","0","67","0","","","5","0","","","","","","","","","","","","","","","127",",0,0116,","62.2",",0,0715,","","","","","","","","","","","","","","","","","","","","","","","857.0",",0","407",",0","","","","","",""
"USC00126864","1993","40.7646","-86.074","201.2","PERU, IN US","","","","","117","0","92","0","","","","","","","","","","","","","","","","","","","","","94.0",",0,0216,","","","","","","","","","","","","","","","","","","","","","","","1248.2",",0","","","","","","","",""
"USC00126864","1995","40.7646","-86.074","201.2","PERU, IN US","","","","","113","0","80","0","","","9","0","","","","","","","","","","","","","","","140",",0,1218,","70.6",",0,0626,","","","","","","","","","","","","","","","","","","","","","","","1023.2",",0","707",",0","","","","","",""
"USC00126864","1996","40.7646","-86.074","201.2","PERU, IN US","","","","","109","0","79","0","","","9","0","","","","","","","","","","","","","","","229",",0,0103,","62.2",",0,0718,","","","","","","","","","","","","","","","","","","","","","","","994.5",",0","841",",0","","","","","",""
"USC00126864","1998","40.7646","-86.074","201.2","PERU, IN US","","","","","121","0","83","0","5","","3","0","","","","","","","","","","","","","51",",0,0309,","46",",0,0309,","137.9",",0,0720,","","","","","","","","","","","","","","","","","","","","","","","1478.1",",0","109",",0","","","","","",""
