"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024157","1890","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","176.0","","176.0","0","117","0","49","0","","","","","8","0","130","0","36","0","119","0","14","0","-30.6","0,0105,","","","","","22.1",",0,0509,","38.9","0,0724,","-1.7","0,1008","-3.9","0,1106","-5.0","0,1115","","","","","-3.3","0,0415","-3.3","0,0415","-5.6","0,0414","-6.7","0,0311","-11.1","0,0301","","","","","422.2",",0","","","","","8.59","0","14.48","0","2.69","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1891","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","253.7","","253.7","0","123","0","51","0","","","","","4","0","114","0","26","0","123","0","19","0","-23.3","0,0303,","","","","","28.7",",0,0613,","36.1","0,0724,","-1.7","0,1002","-2.2","0,1110","-4.4","0,1111","-7.8","0,1113","-10.0","0,1116","0.0","0,0509","-2.8","0,0401","-10.0","0,0313","-10.0","0,0313","-10.0","0,0313","3340.5","","3340.5","0","424.4",",0","","","","","9.49","0","15.01","0","3.97","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1892","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","154.0","","154.0","0","118","0","50","0","","","","","2","0","117","0","26","0","118","0","10","0","-20.6","0,0110,","","","","","29.2",",0,0923,","35.6","0,0731,+","-0.6","0,1016","-2.2","0,1019","-5.0","0,1207","-8.3","0,1210","-10.6","0,1213","0.0","0,0503","-2.8","0,0412","-6.1","0,0218","-9.4","0,0206","-9.4","0,0206","3310.9","","3310.9","0","449.8",",0","","","","","9.10","0","14.68","0","3.52","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1893","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","","","144","0","72","0","99","","23","0","4","0","128","0","41","0","97","0","13","0","-28.3","0,0202,+","356",",0,0206,+","142",",0,0203,","19.8",",0,0406,","37.2","0,0731,","-0.6","0,1013","-3.3","0,1023","-5.0","0,1102","-6.7","0,1118","-12.8","0,1122","-0.6","0,0418","-5.0","0,0320","-5.0","0,0320","-7.2","0,0310","-9.4","0,0306","","","","","559.2",",0","","","1704",",0","7.62","0","12.73","0","2.51","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1894","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","254.9","","254.9","0","136","0","55","0","65","","13","0","3","0","116","0","30","0","107","0","22","0","-18.9","0,0221,","152",",0,0127,+","99",",0,1211,","22.6",",0,0114,","36.7","0,0823,","-0.6","0,1007","-3.9","0,1116","-5.6","0,1202","-8.9","0,1227","-8.9","0,1227","-0.6","0,0502","-2.2","0,0416","-4.4","0,0306","-7.2","0,0304","-15.6","0,0223","3641.7","","3641.7","0","429.2",",0","","","1043",",0","9.01","0","14.19","0","3.83","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1895","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","","","98","0","44","0","53","","15","0","0","0","121","0","28","0","112","0","11","0","-13.3","0,0214,","279",",0,1221,","226",",0,1219,","23.6",",0,0912,","35.0","0,0802,","0.0","0,0910","-2.2","0,1022","-5.6","0,1027","-6.7","0,1105","-10.0","0,1122","0.0","0,0420","-2.8","0,0406","-12.2","0,0314","-12.2","0,0314","-12.2","0,0314","3239.2","","3239.2","0","342.5",",0","","","1306",",0","8.92","0","14.60","0","3.24","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1896","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","","","118","0","61","0","37","","14","0","3","0","103","0","28","0","109","0","25","0","-25.0","0,1128,","254",",0,1201,","130",",0,1121,","21.6",",0,1230,","37.8","0,0715,+","0.0","0,1005","-2.2","0,1107","-11.1","0,1118","-11.1","0,1118","-11.1","0,1118","0.0","0,0420","-2.2","0,0417","-6.7","0,0331","-6.7","0,0331","-11.7","0,0303","","","","","516.6",",0","","","1077",",0","9.22","0","14.54","0","3.89","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1897","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","230.8","","230.8","0","134","0","69","0","49","","26","0","0","0","129","0","38","0","121","0","18","0","-16.1","0,0313,+","229",",0,1130,","165",",0,1119,","42.2",",0,0617,","37.8","0,0820,","0.0","0,1014","-2.8","0,1015","-5.6","0,1120","-13.9","0,1128","-13.9","0,1128","0.0","0,0407","-3.9","0,0331","-6.1","0,0322","-8.9","0,0321","-8.9","0,0321","3537.3","","3537.3","0","604.3",",0","","","1926",",0","9.00","0","14.34","0","3.67","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1898","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","275.8","","275.8","0","101","0","45","0","63","","13","0","1","0","129","0","36","0","115","0","23","0","-18.9","0,1213,","127",",0,1207,+","117",",0,1204,","21.6",",0,0630,","40.0","0,0808,","0.0","0,1004","-2.2","0,1006","-5.6","0,1108","-6.7","0,1109","-13.9","0,1205","-1.7","0,0419","-2.8","0,0331","-5.0","0,0326","-11.7","0,0322","-11.7","0,0322","3558.5","","3558.5","0","332.3",",0","","","937",",0","9.05","0","14.66","0","3.45","0","","","","","","","","","","","","","","","","","",""
"USW00024157","1899","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","143.5","","143.5","0","134","0","56","0","51","","14","0","10","0","108","0","28","0","96","0","10","0","-29.4","0,0104,","533",",0,0108,","203",",0,0101,","35.8",",0,1019,","36.7","0,0716,","0.0","0,1012","-6.1","0,1014","-6.1","0,1014","-7.8","0,1215","-10.6","0,1216","0.0","0,0514","-2.2","0,0413","-7.8","0,0322","-7.8","0,0322","-8.9","0,0222","3986.1","","3986.1","0","511.0",",0","","","1253",",0","8.47","0","13.68","0","3.26","0","","","","","","","","","","","","","","","","","",""
