"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"USC00369380","1949","39.81667","-78.08333","278.0","BIG COVE TANNERY, PA US","772.6",",0"
