"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1KSTH0018","2008","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","72","N","37","N","8","N","117",",N,0411,","60.7",",N,0524,","578.2",",N","631",",N"
"US1KSTH0018","2009","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","103","N","58","N","","","","","52.3",",N,0527,","706.8",",N","",""
"US1KSTH0018","2010","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","81","N","36","N","","","","","41.7",",N,0804,","474.2",",N","",""
"US1KSTH0018","2011","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","75","N","46","N","","","","","46.5",",N,1008,","539.7",",N","",""
"US1KSTH0018","2012","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","58","N","28","N","","","","","32.0",",N,0708,","308.6",",N","",""
"US1KSTH0018","2013","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","64","N","35","N","","","","","63.0",",N,0913,","408.3",",N","",""
"US1KSTH0018","2014","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","79","N","41","N","","","","","34.8",",N,0609,","461.9",",N","",""
"US1KSTH0018","2015","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","71","N","42","N","","","","","53.8",",N,0716,","571.8",",N","",""
"US1KSTH0018","2016","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","68","N","37","N","","","","","48.5",",N,0417,","408.3",",N","",""
"US1KSTH0018","2017","39.3947","-101.0509","967.1","COLBY 0.6 NNW, KS US","67","N","50","N","","","","","54.9",",N,0713,","663.4",",N","",""
