"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004201","1999","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","","","","","","","180","W","106","W","","","","","","","","","","","","","","","","","49.8",",W,0227,","","","","","","","","","","","","","","","","","","","","","","","","","","","1253.0",",W","","","","","","","","","","","","","",""
"USW00004201","2000","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","1.9","W","","","","","173","W","102","W","","","","","","","","","","","","","","","","","29.5",",W,1222,","","","","","","","","","","","","","","","","","","","","","","","2648.5","","2648.5","W","842.8",",W","","","","","","","210","W","360","W","13.0","W","65.7","W"
"USW00004201","2001","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","2.0","W","106.5","","106.5","W","166","W","86","W","","","0","W","61","W","0","W","115","W","5","W","-5.0","W,0116,","","","39.9",",W,1216,","37.2","W,0809,","-2.2","W,1107","-2.2","W,1107","","","","","","","-0.6","W,0415","-2.8","W,0228","-4.4","W,0210","","","","","","","","","801.7",",W","10.99","W","16.64","W","5.35","W","250","W","360","W","10.7","W","65.7","W"
"USW00004201","2002","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","2.1","W","151.1","","151.1","W","149","W","86","W","","","0","W","69","W","0","W","125","W","13","W","-7.2","W,1101,+","","","38.9",",W,0107,","38.3","W,0813,","-1.1","W,1012","-5.6","W,1030","-5.6","W,1030","-7.2","W,1031","","","0.0","W,0508","-2.2","W,0318","","","","","","","2725.3","","2725.3","W","916.2",",W","11.36","W","17.20","W","5.52","W","210","W","190","W","11.2","W","16.1","W"
"USW00004201","2003","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","2.0","W","216.8","","216.8","W","192","W","101","W","","","0","W","41","W","0","W","124","W","22","W","-5.6","W,1101,","","","41.4",",W,0131,","37.8","W,0729,","-2.8","W,1031","-2.8","W,1031","-5.6","W,1101","","","","","-0.6","W,0405","-3.3","W,0226","-5.0","W,0225","","","","","2514.8","","2514.8","W","1045.2",",W","12.13","W","17.90","W","6.37","W","210","W","360","W","12.5","W","65.7","W"
"USW00004201","2004","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","1.8","W","197.8","","197.8","W","175","W","92","W","","","0","W","44","W","3","W","132","W","14","W","-7.2","W,0106,","","","31.2",",W,1008,","39.4","W,0723,","-1.1","W,1104","-2.8","W,1121","","","","","","","0.0","W,0401","-2.2","W,0211","-5.0","W,0107","-7.2","W,0106","","","2427.3","","2427.3","W","859.3",",W","12.09","W","17.55","W","6.63","W","210","W","360","W","10.7","W","65.7","W"
"USW00004201","2005","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","1.9","B","146.6","","146.6","B","164","B","96","B","","","0","B","78","B","1","B","111","B","14","B","-8.3","B,1216,","","","44.2",",B,0327,","35.6","B,0814,+","0.0","B,1107","-2.2","B,1115","-4.4","B,1208","-7.2","B,1215","","","-1.7","W,0414","-2.8","W,0223","-4.4","W,0216","-6.7","W,0105","","","2522.3","","2522.3","B","1090.6",",B","11.34","B","17.07","B","5.62","B","210","B","360","B","11.2","B","65.7","B"
"USW00004201","2006","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","1.9","W","167.7","","167.7","W","156","W","103","W","","","0","W","54","W","0","W","126","W","17","W","-8.8","W,0218,","","","59.4",",W,1106,","41.1","W,0721,","-1.0","W,1029","-3.8","W,1031","-4.9","W,1218","","","","","0.0","W,0509","-2.7","W,0319","-6.6","W,0220","-8.2","W,0219","","","2707.4","","2707.4","W","1298.6",",W","11.39","W","17.29","W","5.49","W","220","W","210","W","16.1","W","23.3","W"
"USW00004201","2007","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","","","","","","","164","W","100","W","","","","","","","2","W","110","W","9","W","","","","","80.5",",W,1202,","37.2","W,0710,","","","","","","","","","","","","","","","","","","","","","","","","","987.7",",W","","","16.68","W","","","210","W","180","W","13.0","W","17.9","W"
"USW00004201","2008","45.77278","-122.86111","16.8","SCAPPOOSE INDUSTRIAL AIRPORT, OR US","","","","","","","164","W","83","W","","","","","","","","","","","","","","","","","24.6",",W,1226,","","","","","","","","","","","","","","","","","","","","","","","2875.5","","2875.5","W","765.9",",W","","","","","","","240","W","330","W","16.5","W","38.0","W"
