"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00413340","1959","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","121","0","72","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","223.8",",0,0724,","","","","","","","","","","","","","","","","","","","","","","","","","","","1851.7",",0","0",",0","","","","","",""
"USC00413340","1960","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","116","0","73","0","0","","0","0","0","0","10","0","","","","","","","-2.8","0,0226,","0","T,0,0212,","0","T,0,1212,+","200.9",",0,0625,","","","-1.1","0,1221","","","","","","","","","-2.8","0,0226","-2.8","0,0226","","","","","","","","","","","1565.6",",0","0","T,0","","","","","15.61","0"
"USC00413340","1961","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","103","0","65","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","178.1",",0,0712,","","","","","","","","","","","","","","","","","","","","","","","784.1","","784.1","0","1960.1",",0","0",",0","","","","","",""
"USC00413340","1962","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","76","0","51","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","71.1",",0,0829,","","","","","","","","","","","","","","","","","","","","","","","","","","","1046.2",",0","0",",0","","","","","",""
"USC00413340","1963","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","74","0","56","0","0","","0","0","","","","","1","0","274","0","82","0","","","0","T,0,0121,+","0","T,0,0120,+","83.8",",0,0917,","36.1","0,0815,","","","","","","","","","","","","","","","","","","","","","","","","","869.6",",0","0","T,0","","","25.59","0","",""
"USC00413340","1964","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","87","0","69","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,1120,","99.8",",0,1210,","","","","","","","","","","","","","","","","","","","","","","","","","","","1413.2",",0","0","T,0","","","","","",""
"USC00413340","1965","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1647.7","","1647.7","0","78","0","53","0","0","","0","0","0","0","8","0","0","0","287","0","78","0","-3.9","0,0118,+","0",",0,1231,+","0",",0,1231,+","90.9",",0,1104,","36.1","0,0729,","","","","","","","","","","","-1.1","0,0321","-2.8","0,0225","","","","","","","","","","","1275.0",",0","0",",0","21.10","0","25.79","0","16.42","0"
"USC00413340","1966","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","110","0","79","0","0","","0","0","0","0","18","0","","","","","","","-6.1","0,0131,","0",",0,1231,+","0",",0,1231,+","87.9",",0,0821,","","","-0.6","0,1211","-2.2","0,1224","","","","","","","-0.6","0,0204","-6.1","0,0131","-6.1","0,0131","","","","","","","","","1550.6",",0","0",",0","","","","","15.81","0"
"USC00413340","1967","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1618.5","","1618.5","0","82","0","48","0","0","","0","0","0","0","7","0","0","0","291","0","51","0","-1.7","0,0208,+","0",",0,1231,+","0",",0,1231,+","77.0",",0,1210,","35.0","0,0811,+","0.0","0,1223","","","","","","","","","0.0","0,0210","","","","","","","","","","","","","1112.3",",0","0",",0","21.06","0","25.73","0","16.39","0"
"USC00413340","1968","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1589.9","","1589.9","0","118","0","79","0","0","","0","0","0","0","9","0","0","0","273","0","50","0","-1.7","0,0225,+","0",",0,1231,+","0","T,0,0322,+","146.1",",0,0409,","35.6","0,0822,","","","","","","","","","","","0.0","0,0302","","","","","","","","","798.4","","798.4","0","1929.7",",0","0","T,0","20.29","0","24.87","0","15.72","0"
"USC00413340","1969","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1582.6","","1582.6","0","94","0","56","0","0","","0","0","0","0","5","0","0","0","282","0","85","0","-2.8","0,0106,","0",",0,1231,+","0",",0,1231,+","111.5",",0,1206,","36.1","0,0813,+","0.0","0,1231","","","","","","","","","-2.8","0,0106","-2.8","0,0106","","","","","","","781.4","","781.4","0","1274.6",",0","0",",0","20.78","0","25.69","0","15.88","0"
"USC00413340","1970","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1620.6","","1620.6","0","100","0","72","0","0","","0","0","0","0","11","0","0","0","278","0","79","0","-5.6","0,0108,","0",",0,1231,+","0","T,0,0110,","98.3",",0,1012,","36.7","0,0812,","-2.2","0,1117","-2.2","0,1117","","","","","","","-1.7","0,0204","-2.8","0,0109","-5.6","0,0108","","","","","775.9","","775.9","0","1388.0",",0","0","T,0","20.63","0","25.30","0","15.96","0"
"USC00413340","1971","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1790.8","","1790.8","0","74","0","51","0","0","","0","0","0","0","8","0","0","0","309","0","83","0","-2.8","0,0209,","0","T,0,0107,","0","T,0,0107,","132.1",",0,0910,","36.7","0,0907,","","","","","","","","","","","0.0","0,0211","-2.8","0,0209","","","","","","","576.3","","576.3","0","1156.4",",0","0","T,0","21.75","0","26.59","0","16.91","0"
"USC00413340","1972","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1722.2","","1722.2","0","105","0","76","0","0","","0","0","0","0","13","0","0","0","297","0","98","0","-4.4","0,1217,","0",",0,1231,+","0",",0,1231,+","63.5",",0,0713,","36.1","0,0807,+","0.0","0,1202","-3.3","0,1216","-4.4","0,1217","","","","","-2.2","0,0205","-2.2","0,0205","","","","","","","448.3","","448.3","0","1131.0",",0","0",",0","21.09","0","26.46","0","15.72","0"
"USC00413340","1973","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1800.6","","1800.6","0","106","0","74","0","0","","0","0","0","0","15","0","0","0","289","0","72","0","-5.0","0,0113,+","0",",0,1231,+","0","T,0,0209,","236.2",",0,1013,","35.6","0,0727,+","-2.2","0,1219","-2.2","0,1219","","","","","","","-1.1","0,0212","-3.3","0,0211","-5.0","0,0113","","","","","905.9","","905.9","0","1926.5",",0","0","T,0","21.46","0","25.98","0","16.94","0"
"USC00413340","1974","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1661.7","","1661.7","0","110","0","76","0","0","","0","0","0","0","4","0","0","0","302","0","83","0","-5.0","0,1201,","0",",0,1231,+","0",",0,1231,+","103.9",",0,0913,","36.1","0,0820,","-5.0","0,1201","-5.0","0,1201","-5.0","0,1201","","","","","0.0","0,0226","","","","","","","","","448.1","","448.1","0","1568.5",",0","0",",0","21.51","0","26.56","0","16.46","0"
"USC00413340","1975","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1709.1","","1709.1","0","99","0","53","0","0","","0","0","0","0","5","0","0","0","294","0","70","0","-2.8","0,0114,+","0",",0,1231,+","0",",0,1231,+","83.3",",0,0624,","35.6","0,0723,","","","","","","","","","","","-1.1","0,0225","-2.8","0,0114","","","","","","","565.7","","565.7","0","867.6",",0","0",",0","21.38","0","26.23","0","16.52","0"
"USC00413340","1976","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1354.1","","1354.1","0","106","0","68","0","0","","0","0","0","0","11","0","0","0","282","0","68","0","-7.2","0,0109,","0",",0,1231,+","18",",0,1129,","87.6",",0,0920,","37.2","0,0808,","-2.2","0,1129","-2.2","0,1129","","","","","","","0.0","0,0128","-2.8","0,0110","-7.2","0,0109","-7.2","0,0109","","","609.7","","609.7","0","1156.1",",0","18",",0","19.83","0","25.31","0","14.36","0"
"USC00413340","1977","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1811.6","","1811.6","0","91","0","51","0","0","","0","0","0","0","7","0","0","0","288","0","103","0","-5.6","0,0111,+","0",",0,1231,+","0",",0,1231,+","73.7",",0,0103,","37.8","0,0906,+","","","","","","","","","","","-3.3","0,0120","-3.3","0,0120","-5.6","0,0111","","","","","959.2","","959.2","0","957.5",",0","0",",0","21.36","0","26.14","0","16.57","0"
"USC00413340","1978","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1852.1","","1852.1","0","103","0","67","0","0","","0","0","0","0","18","0","1","0","273","0","106","0","-3.9","0,0121,","0",",0,1231,+","0",",0,1231,+","69.1",",0,0908,","36.7","0,0709,+","-1.1","0,1209","-3.3","0,1210","","","","","","","-0.6","0,0223","-3.9","0,0121","","","","","","","918.8","","918.8","0","1053.4",",0","0",",0","20.76","0","25.46","0","16.07","0"
"USC00413340","1979","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1598.2","","1598.2","0","110","0","79","0","0","","0","0","0","0","17","0","0","0","278","0","77","0","-7.2","0,0103,","0",",0,1231,+","0",",0,1231,+","424.7",",0,0726,","35.6","0,0831,+","0.0","0,1218","","","","","","","","","-1.7","0,0210","-5.6","0,0115","-5.6","0,0115","-7.2","0,0103","","","724.1","","724.1","0","2703.5",",0","0",",0","20.50","0","25.32","0","15.69","0"
"USC00413340","1980","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","86","0","54","0","0","","0","0","","","","","0","0","278","0","111","0","","","0","T,0,0202,","0","T,0,0202,","182.9",",0,0927,","37.8","0,0824,+","","","","","","","","","","","","","","","","","","","","","708.1","","708.1","","1021.2",",0","0","T,0","","","26.14","0","",""
"USC00413340","1981","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1774.5","","1774.5","0","91","0","64","0","0","","0","0","0","0","6","0","0","0","285","0","94","0","-3.3","0,0212,+","0",",0,1231,+","0",",0,1231,+","118.4",",0,1130,","37.8","0,0724,","-0.6","0,1206","","","","","","","","","-1.7","0,0213","-3.3","0,0212","","","","","","","","","","","1537.7",",0","0",",0","21.59","0","26.42","0","16.76","0"
"USC00413340","1982","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1766.2","","1766.2","0","94","0","62","0","","","0","0","0","0","7","0","0","0","288","0","111","0","-9.4","0,0112,","","","0",",0,1231,+","91.2",",0,0514,","36.1","0,0816,+","","","","","","","","","","","-1.1","0,0206","-3.9","0,0118","-6.7","0,0116","-6.7","0,0116","-9.4","0,0112","586.9","","586.9","0","1031.9",",0","0",",0","21.58","0","26.36","0","16.80","0"
"USC00413340","1983","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","118","0","77","0","0","","0","0","0","0","9","0","2","0","277","0","67","0","-10.6","0,1226,","0",",0,1231,+","0",",0,1231,+","157.5",",0,0818,","35.6","0,0901,+","-1.7","0,1222","-3.3","0,1223","-6.1","0,1224","-10.0","0,1225","-10.0","0,1225","","","","","","","","","","","","","","","1582.8",",0","0",",0","20.44","0","25.21","0","15.66","0"
"USC00413340","1984","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1764.2","","1764.2","0","96","0","63","0","","","0","0","0","0","7","0","0","0","297","0","76","0","-6.1","0,0101,","","","0",",0,1231,+","207.0",",0,1022,","37.2","0,0626,","","","","","","","","","","","-0.6","0,0229","-3.3","0,0122","-5.6","0,0120","","","","","739.5","","739.5","0","1593.6",",0","0",",0","21.46","0","25.92","0","17.01","0"
"USC00413340","1985","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1870.2","","1870.2","0","103","0","64","0","","","","","0","0","15","0","1","0","274","0","88","0","-6.7","0,0122,","","","","","80.8",",0,0315,","37.2","0,0802,","-2.8","0,1213","-2.8","0,1213","","","","","","","-1.1","0,0204","-5.6","0,0202","-5.6","0,0202","-6.7","0,0122","","","617.9","","617.9","0","1340.3",",0","","","21.35","0","25.88","0","16.82","0"
"USC00413340","1986","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1872.7","","1872.7","0","119","0","75","0","0","","0","0","0","0","2","0","0","0","291","0","106","0","-0.6","0,0212,+","0",",0,1231,+","0",",0,1231,+","155.7",",0,1022,","37.2","0,0818,","","","","","","","","","","","-0.6","0,0212","","","","","","","","","518.1","","518.1","0","1412.8",",0","0",",0","21.92","0","26.36","0","17.48","0"
"USC00413340","1987","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1866.4","","1866.4","0","100","0","60","0","0","","0","0","0","0","1","0","0","0","284","0","113","0","0.0","0,0329,","0",",0,1231,+","0",",0,1231,+","71.1",",0,0928,","38.3","0,0818,+","","","","","","","","","","","0.0","0,0329","","","","","","","","","708.4","","708.4","0","847.8",",0","0",",0","21.72","0","27.06","0","16.37","0"
"USC00413340","1988","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1679.1","","1679.1","0","94","0","61","0","0","","0","0","0","0","7","0","0","0","289","0","59","0","-2.8","0,0110,","0",",0,1231,+","0",",0,1231,+","114.3",",0,0429,","36.1","0,0809,+","","","","","","","","","","","-2.2","0,0212","-2.2","0,0212","","","","","","","652.0","","652.0","0","1007.0",",0","0",",0","21.11","0","25.64","0","16.57","0"
"USC00413340","1989","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","624.8","","624.8","0","","","","","","","","","",""
"USC00413340","1990","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1778.2","","1778.2","0","92","0","61","0","0","","0","0","0","0","6","0","0","0","301","0","92","0","-5.6","0,1224,+","0",",0,1231,+","0",",0,1231,+","73.2",",0,0716,","36.1","0,0827,+","-5.0","0,1222","-5.0","0,1222","-5.0","0,1222","","","","","","","","","","","","","","","","","","","1032.6",",0","0",",0","21.74","0","26.01","0","17.46","0"
"USC00413340","1991","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1739.9","","1739.9","0","127","0","79","0","0","","0","0","0","0","0","0","0","0","270","0","66","0","0.6","0,1109,","0",",0,1231,+","0",",0,1231,+","76.2",",0,0405,+","35.0","0,0731,","","","","","","","","","","","","","","","","","","","","","649.9","","649.9","0","1784.8",",0","0",",0","21.21","0","25.24","0","17.18","0"
"USC00413340","1992","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1595.9","","1595.9","0","","","","","0","","0","0","0","0","2","0","0","0","282","0","65","0","-1.1","0,0116,","0",",0,1231,+","0",",0,1231,+","","","35.6","0,0826,","","","","","","","","","","","-1.1","0,0116","","","","","","","","","634.8","","634.8","0","","","0",",0","21.14","0","25.51","0","16.77","0"
"USC00413340","1993","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1548.0","","1548.0","0","93","0","69","0","0","","0","0","0","0","2","0","0","0","277","0","70","0","-1.1","0,1127,","0",",0,1231,+","0",",0,1231,+","73.7",",0,0315,","34.4","0,0817,+","0.0","0,1126","","","","","","","","","","","","","","","","","","","593.8","","593.8","0","1281.9",",0","0",",0","20.86","0","25.25","0","16.48","0"
"USC00413340","1994","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1667.4","","1667.4","0","106","0","68","0","0","","0","0","0","0","4","0","0","0","286","0","57","0","-1.1","0,0108,","0",",0,1231,+","0",",0,1231,+","66.0",",0,0603,","34.4","0,0815,+","","","","","","","","","","","-0.6","0,0210","","","","","","","","","743.7","","743.7","0","1098.1",",0","0",",0","21.21","0","25.54","0","16.88","0"
"USC00413340","1995","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1679.4","","1679.4","0","98","0","67","0","0","","0","0","0","0","1","0","0","0","291","0","74","0","-1.1","0,1210,","0",",0,1231,+","0",",0,1231,+","85.1",",0,1119,","36.1","0,0902,","-1.1","0,1210","","","","","","","","","","","","","","","","","","","459.4","","459.4","0","1322.1",",0","0",",0","21.47","0","26.06","0","16.89","0"
"USC00413340","1996","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1730.5","","1730.5","0","68","0","39","0","0","","0","0","0","0","13","0","0","0","295","0","67","0","-4.4","0,0108,+","0",",0,1231,+","0",",0,1231,+","63.5",",0,1024,","35.0","0,0707,","-3.3","0,1218","-3.3","0,1218","","","","","","","-0.6","0,0310","-3.3","0,0205","-4.4","0,0108","","","","","712.6","","712.6","0","743.4",",0","0",",0","21.28","0","25.66","0","16.89","0"
"USC00413340","1997","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1598.0","","1598.0","0","120","0","79","0","0","","0","0","0","0","4","0","0","0","271","0","81","0","-0.6","0,0113,+","0",",0,1231,+","0",",0,1231,+","94.5",",0,0312,","35.0","0,0820,","","","","","","","","","","","0.0","0,0114","","","","","","","","","553.5","","553.5","0","1560.9",",0","0",",0","20.85","0","25.20","0","16.51","0"
"USC00413340","1998","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","571.8","","571.8","0","","","","","","","","","",""
"USC00413340","1999","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1811.4","","1811.4","0","67","0","50","0","0","","0","0","0","0","1","0","0","0","319","0","78","0","0.0","0,0104,","0",",0,1231,+","0",",0,1231,+","32.3",",0,1123,","37.2","0,0821,+","","","","","","","","","","","0.0","0,0104","","","","","","","","","","","","","689.9",",0","0",",0","22.33","0","26.94","0","17.71","0"
"USC00413340","2000","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1897.8","","1897.8","0","78","0","49","0","0","","0","0","0","0","0","0","0","0","287","0","85","0","0.6","0,1230,","0",",0,1231,+","0",",0,1231,+","186.2",",0,0913,","40.6","0,0904,","","","","","","","","","","","","","","","","","","","","","413.3","","413.3","0","1275.5",",0","0",",0","22.00","0","26.32","0","17.69","0"
"USC00413340","2001","28.9845","-95.3809","2.4","FREEPORT 2 NW, TX US","","","1743.1","","1743.1","0","87","0","62","0","0","","0","0","0","0","2","0","0","0","285","0","74","0","-1.1","0,0103,+","0",",0,1231,+","0",",0,1231,+","142.2",",0,0608,","35.0","0,0723,","","","","","","","","","","","-1.1","0,0103","","","","","","","","","784.0","","784.0","0","1408.7",",0","0",",0","21.40","0","25.60","0","17.20","0"
