"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"USC00151763","1950","37.66667","-86.23333","244.1","CONSTANTINE, KY US","1689.7",",0"
