"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00411148","2013","27.4392","-98.8358","235.0","BRUNI, TX US","2057.0","","2057.0","7","45","7","35","7","0","7","6","7","0","7","308","7","145","7","-1.1","7,0116,","58.4",",7,0511,","41.1","7,0806,+","-0.6","7,1127","0.0","7,0117","","","","","492.2",",7","22.40","7","28.71","7","16.08","7"
"USC00411148","2014","27.4392","-98.8358","235.0","BRUNI, TX US","","","","","36","7","28","7","","","","","","","","","","","","","88.1",",7,0920,","","","","","","","689.7","","689.7","7","482.7",",7","","","","","",""
"USC00411148","2015","27.4392","-98.8358","235.0","BRUNI, TX US","","","","","44","7","41","7","","","","","","","","","","","","","135.9",",7,0511,","","","","","","","","","","","756.9",",7","","","","","",""
"USC00411148","2016","27.4392","-98.8358","235.0","BRUNI, TX US","2206.8","","2206.8","7","32","7","30","7","0","7","5","7","0","7","311","7","151","7","-1.7","7,0206,","82.6",",7,0820,+","41.1","7,0814,+","-0.6","7,1218","-1.7","7,0206","","","","","689.0",",7","23.37","7","29.51","7","17.24","7"
"USC00411148","2017","27.4392","-98.8358","235.0","BRUNI, TX US","","","","","32","7","29","7","","","","","","","","","","","","","103.1",",7,0529,","","","","","","","","","","","700.0",",7","","","","","",""
