"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1VAAG0008","2017","38.1309","-79.0559","492.9","STAUNTON 2.0 S, VA US","4","N","51",",N,1210,+","197",",N"
