"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00465455","1946","38.866667","-78.866667","609.6","LOST RIVER STATE PARK, WV US","14","6","162","6","1","6","32.8","6,0719,","17.70","6"
