"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00228768","1894","33.08333","-90.33333",,"THORNTON, MS US","","","","","","","","","","","1","6","","","","","","","","","","","","","","","38",",6,0225,","","","","","","","","","","","","","","","","","","","","","","","","","38",",6","","","","","",""
"USC00228768","1895","33.08333","-90.33333",,"THORNTON, MS US","","","","","77","6","72","6","","","3","6","","","","","","","","","","","","","","","51",",6,0109,","52.1",",6,1219,","","","","","","","","","","","","","","","","","","","","","1128.6",",6","114",",6","","","","","",""
"USC00228768","1896","33.08333","-90.33333",,"THORNTON, MS US","1502.9","","1502.9","6","60","6","57","6","","","1","6","0","6","23","6","0","6","246","6","104","6","-7.8","6,0105,","","","102",",6,0312,","99.1",",6,0201,","37.8","6,0801,","-1.1","6,1109","-3.3","6,1130","","","","","","","0.0","6,0320","-2.8","6,0221","-7.8","6,0105","-7.8","6,0105","943.7",",6","102",",6","19.50","6","25.15","6","13.85","6"
"USC00228768","1898","33.08333","-90.33333",,"THORNTON, MS US","","","","","108","6","104","6","","","2","6","","","","","","","","","","","","","","","38",",6,1209,","53.3",",6,0920,","","","","","","","","","","","","","","","","","","","","","1344.3",",6","89",",6","","","","","",""
"USC00228768","1901","33.08333","-90.33333",,"THORNTON, MS US","","","","","83","6","83","6","0","","0","6","0","6","32","6","2","6","236","6","88","6","-10.0","6,1221,","0",",6,1231,+","0","T,6,1214,","101.6",",6,0110,","38.3","6,0719,","-3.3","6,1116","-3.3","6,1116","-8.9","6,1216","-8.9","6,1216","-8.9","6,1216","-1.1","6,0308","-2.2","6,0307","","","","","1535.0",",6","0","T,6","17.91","6","24.24","6","11.59","6"
"USC00228768","1902","33.08333","-90.33333",,"THORNTON, MS US","","","","","72","6","68","6","3","","3","6","","","","","0","6","249","6","96","6","","","127",",6,0105,","127",",6,0105,","61.0",",6,0328,","38.9","6,0818,","","","","","","","","","","","","","","","","","","","1115.2",",6","177",",6","","","24.80","6","",""
"USC00228768","1903","33.08333","-90.33333",,"THORNTON, MS US","","","","","64","6","61","6","0","","0","6","","","","","0","6","241","6","87","6","","","0",",6,1231,+","0","T,6,1201,","61.0",",6,0206,","35.6","6,0910,+","","","","","","","","","","","","","","","","","","","1066.6",",6","0","T,6","","","23.76","6","",""
