"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00366037","1926","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","374.0","","374.0","6","157","6","92","6","10","6","2","6","143","6","39","6","150","6","6","6","-22.2","6,0129,","140",",6,0210,","53.6",",6,1116,","36.1","6,0721,","0.0","6,1025","-2.2","6,1026","-6.7","6,1111","-6.7","6,1111","-10.6","6,1207","-1.1","6,0504","-3.3","6,0427","-6.7","6,0420","-6.7","6,0420","-11.1","6,0317","","","","","1041.6",",6","878",",6","9.80","6","15.06","6","4.54","6"
"USC00366037","1927","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","279.6","","279.6","6","138","6","107","6","7","6","1","6","107","6","34","6","138","6","3","6","-18.3","6,0116,","152",",6,0220,+","43.2",",6,0604,","32.2","6,0915,+","-1.7","6,1015","-2.8","6,1106","-6.1","6,1119","-7.2","6,1120","-10.0","6,1208","-1.1","6,0428","-2.8","6,0424","-4.4","6,0329","-9.4","6,0304","-9.4","6,0304","3216.6","","3216.6","6","1271.9",",6","610",",6","10.63","6","15.75","6","5.51","6"
"USC00366037","1928","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","312.0","","312.0","6","","","","","8","6","3","6","127","6","23","6","132","6","0","6","-18.3","6,0104,","178",",6,0428,","","","31.7","6,0617,","0.0","6,0926","-2.8","6,1030","-6.7","6,1125","-6.7","6,1125","-9.4","6,1126","0.0","6,0513","-2.2","6,0426","-7.2","6,0416","-7.2","6,0416","-11.7","6,0306","3225.9","","3225.9","6","","","677",",6","10.19","6","15.40","6","4.99","6"
"USC00366037","1929","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","322.5","","322.5","6","125","6","93","6","12","6","4","6","114","6","35","6","139","6","1","6","-22.2","6,0114,","152",",6,1223,","76.2",",6,1002,","32.2","6,0731,","-1.1","6,1015","-3.3","6,1109","-5.0","6,1121","-7.8","6,1122","-13.3","6,1129","0.0","6,0517","-3.9","6,0329","-6.1","6,0317","-13.3","6,0310","-13.3","6,0310","3152.5","","3152.5","6","1108.7",",6","737",",6","10.24","6","15.63","6","4.85","6"
"USC00366037","1930","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","447.3","","447.3","6","121","6","66","6","5","6","4","6","121","6","39","6","153","6","17","6","-19.4","6,0119,","178",",6,0302,","55.4",",6,0610,","37.8","6,0804,","-5.6","6,1020","-5.6","6,1020","-5.6","6,1020","-8.9","6,1107","-8.9","6,1107","0.0","6,0530","-6.1","6,0424","-6.1","6,0424","-8.9","6,0323","-8.9","6,0323","3116.7","","3116.7","6","621.8",",6","438",",6","11.04","6","16.75","6","5.32","6"
"USC00366037","1931","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","479.5","","479.5","6","136","6","81","6","","","0","6","111","6","15","6","153","6","11","6","-13.9","6,0122,","","","57.2",",6,0721,+","33.9","6,0702,+","0.0","6,1019","-2.8","6,1107","-5.6","6,1126","-10.0","6,1208","-10.0","6,1208","0.0","6,0524","-2.2","6,0430","-6.7","6,0313","-6.7","6,0313","-9.4","6,0311","3237.4","","3237.4","6","942.2",",6","","","11.87","6","17.10","6","6.64","6"
"USC00366037","1932","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","","","","","124","6","77","6","6","6","1","6","110","6","22","6","154","6","9","6","-22.8","6,1216,","127",",6,0328,","33.5",",6,0818,","35.0","6,0721,","-0.6","6,1031","-3.3","6,1112","-6.7","6,1126","-6.7","6,1126","-13.3","6,1127","-1.1","6,0503","-2.2","6,0419","-4.4","6,0413","-11.7","6,0316","-11.7","6,0316","","","","","817.6",",6","445",",6","11.58","6","17.30","6","5.86","6"
"USC00366037","1933","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","487.4","","487.4","6","","","","","12","6","2","6","111","6","23","6","149","6","28","6","-21.7","6,0209,","114",",6,1226,","","","37.2","6,0723,+","-1.7","6,1014","-2.8","6,1025","-5.6","6,1026","-7.8","6,1111","-12.8","6,1115","-1.7","6,0427","-2.8","6,0423","-5.0","6,0329","-7.2","6,0316","-13.3","6,0311","2959.0","","2959.0","6","","","750",",6","11.21","6","16.78","6","5.64","6"
"USC00366037","1934","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","575.6","","575.6","6","113","6","71","6","","","11","6","134","6","37","6","163","6","30","6","-26.1","6,0209,","","","48.3",",6,0929,","38.3","6,0725,","-2.2","6,1013","-2.2","6,1013","-4.4","6,1014","-6.7","6,1115","-9.4","6,1207","-5.0","6,0428","-5.0","6,0428","-5.0","6,0428","-7.2","6,0325","-9.4","6,0323","3412.1","","3412.1","6","896.5",",6","","","10.71","6","16.67","6","4.74","6"
"USC00366037","1935","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","424.2","","424.2","6","","","","","","","5","6","113","6","44","6","140","6","8","6","-20.0","6,1226,","","","","","34.4","6,0720,+","-0.6","6,0930","-3.3","6,1007","-4.4","6,1122","-7.2","6,1123","-10.0","6,1204","0.0","6,0422","-7.2","6,0416","-7.2","6,0416","-7.2","6,0416","-12.2","6,0228","3128.1","","3128.1","6","","","","","10.40","6","15.86","6","4.95","6"
"USC00366037","1936","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","552.5","","552.5","6","","","","","14","6","12","6","129","6","39","6","164","6","32","6","-26.1","6,0123,","229",",6,0119,","","","40.0","6,0714,","0.0","6,1026","-3.9","6,1027","-5.6","6,1028","-7.8","6,1118","-8.9","6,1119","-4.4","6,0423","-4.4","6,0423","-4.4","6,0423","-6.7","6,0404","-9.4","6,0306","3532.3","","3532.3","6","","","1189",",6","10.43","6","16.31","6","4.56","6"
"USC00366037","1939","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","501.8","","501.8","6","128","6","77","6","","","0","6","117","6","23","6","159","6","8","6","-16.1","6,0223,","","","64.3",",6,0628,","36.7","6,0908,","0.0","6,1014","-4.4","6,1015","-4.4","6,1015","-8.9","6,1223","-8.9","6,1223","-0.6","6,0502","-3.9","6,0413","-4.4","6,0412","-8.9","6,0321","-8.9","6,0321","","","","","820.0",",6","","","11.49","6","17.14","6","5.84","6"
"USC00366037","1940","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","","","","","143","6","95","6","","","","","","","","","","","","","","","","","55.9",",6,0827,","","","","","","","","","","","","","","","","","","","","","","","3479.1","","3479.1","","1225.4",",6","","","","","","","",""
"USC00366037","1941","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","516.3","","516.3","6","110","6","72","6","","","0","6","118","6","39","6","166","6","22","6","-15.0","6,0318,+","","","61.0",",6,0604,","36.7","6,0727,","-0.6","6,1026","-2.2","6,1117","-5.0","6,1124","-7.8","6,1210","-10.0","6,1211","-1.7","6,0512","-11.1","6,0330","-11.1","6,0330","-11.1","6,0330","-11.1","6,0330","","","","","1000.5",",6","","","11.15","6","16.86","6","5.43","6"
"USC00366037","1942","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","442.5","","442.5","6","147","6","105","6","16","6","7","6","120","6","37","6","155","6","3","6","-25.0","6,0108,","406",",6,0303,","54.9",",6,0409,","32.8","6,0501,","-0.6","6,0928","-2.8","6,0929","-7.8","6,1114","-7.8","6,1114","-13.9","6,1202","-0.6","6,0421","-3.3","6,0413","-4.4","6,0324","-8.3","6,0225","-10.0","6,0224","2900.3","","2900.3","6","1090.8",",6","1207",",6","10.78","6","16.22","6","5.33","6"
"USC00366037","1943","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","477.2","","477.2","6","","","","","","","7","6","125","6","33","6","152","6","10","6","-22.2","6,0215,","","","","","33.9","6,0627,+","-1.1","6,1005","-2.2","6,1111","-6.1","6,1114","-7.2","6,1130","-12.8","6,1213","0.0","6,0501","-2.8","6,0416","-6.7","6,0415","-6.7","6,0415","-10.0","6,0309","3182.0","","3182.0","6","","","","","10.43","6","15.94","6","4.92","6"
"USC00366037","1944","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","546.5","","546.5","6","","","","","","","1","6","125","6","30","6","161","6","20","6","-20.0","6,1222,","","","","","35.6","6,0812,","-2.8","6,1016","-2.8","6,1016","-5.6","6,1125","-6.7","6,1130","-12.2","6,1204","-0.6","6,0418","-3.9","6,0413","-8.3","6,0405","-8.3","6,0405","-9.4","6,0319","3240.5","","3240.5","6","","","","","11.08","6","16.51","6","5.66","6"
"USC00366037","1945","40.383333","-80.05","365.8","MOUNT LEBANON, PA US","449.1","","449.1","6","","","","","","","4","6","118","6","40","6","157","6","14","6","-20.0","6,1216,","","","","","34.4","6,0830,","-0.6","6,1010","-5.0","6,1104","-5.0","6,1104","-7.2","6,1123","-11.7","6,1212","-0.6","6,0502","-4.4","6,0406","-4.4","6,0406","-7.2","6,0308","-10.0","6,0219","3168.6","","3168.6","6","","","","","10.83","6","16.26","6","5.40","6"
