"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00321255","1897","47.6","-97.1","283.5","BUXTON, ND US","58","6","37","6","73","6","178","6","105","6","124","6","6","6","-34.4","6,0228,+","52.1",",6,0720,","33.9","6,0903,","-0.6","6,0917","-12.8","6,1009","-12.8","6,1009","-12.8","6,1009","-12.8","6,1009","-2.2","6,0607","-2.2","6,0607","-5.6","6,0420","-10.0","6,0419","-10.0","6,0419","411.8",",6","2.71","6","8.90","6","-3.49","6"
"USC00321255","1898","47.6","-97.1","283.5","BUXTON, ND US","54","6","37","6","53","6","192","6","91","6","90","6","0","6","-30.6","6,1231,+","53.6",",6,0622,","31.7","6,0820,","0.0","6,0908","-2.2","6,0910","-5.0","6,1006","-7.2","6,1014","-18.9","6,1109","-2.2","6,0516","-2.2","6,0516","-4.4","6,0424","-9.4","6,0406","-9.4","6,0406","444.5",",6","3.45","6","9.69","6","-2.80","6"
"USC00321255","1899","47.6","-97.1","283.5","BUXTON, ND US","57","6","39","6","77","6","173","6","91","6","98","6","1","6","-38.9","6,0208,","37.1",",6,0706,","32.2","6,0722,","-0.6","6,0913","-4.4","6,0922","-4.4","6,0922","-7.2","6,0929","-10.6","6,1102","0.0","6,0522","-2.8","6,0514","-7.8","6,0407","-7.8","6,0407","-14.4","6,0406","438.9",",6","2.29","6","8.33","6","-3.75","6"
"USC00321255","1900","47.6","-97.1","283.5","BUXTON, ND US","71","6","43","6","64","6","167","6","","","","","","","-33.9","6,0209,","52.6",",6,0902,","","","0.0","6,0916","-4.4","6,1016","-4.4","6,1016","-6.7","6,1107","-11.1","6,1108","-0.6","6,0518","-3.3","6,0509","-5.0","6,0504","-6.7","6,0418","-15.0","6,0323","545.7",",6","","","","","-2.07","6"
"USC00321255","1902","47.6","-97.1","283.5","BUXTON, ND US","72","6","49","6","","","","","","","","","","","","","39.4",",6,0501,","","","","","","","","","","","","","","","","","","","","","","","536.0",",6","","","","","",""
