"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00303965","1904","42.9","-73.35","131.1","HOOSICK FALLS, NY US","118","6","82","6","86.1",",6,0609,","944.8",",6"
"USC00303965","1905","42.9","-73.35","131.1","HOOSICK FALLS, NY US","143","6","91","6","76.5",",6,0812,","1061.4",",6"
"USC00303965","1906","42.9","-73.35","131.1","HOOSICK FALLS, NY US","128","6","85","6","84.8",",6,0624,","1017.8",",6"
"USC00303965","1907","42.9","-73.35","131.1","HOOSICK FALLS, NY US","142","6","82","6","72.1",",6,0721,","1102.2",",6"
"USC00303965","1908","42.9","-73.35","131.1","HOOSICK FALLS, NY US","121","6","69","6","56.9",",6,0806,","770.1",",6"
"USC00303965","1909","42.9","-73.35","131.1","HOOSICK FALLS, NY US","135","6","83","6","35.6",",6,0928,","932.4",",6"
"USC00303965","1910","42.9","-73.35","131.1","HOOSICK FALLS, NY US","137","6","89","6","45.5",",6,1103,","931.2",",6"
"USC00303965","1911","42.9","-73.35","131.1","HOOSICK FALLS, NY US","140","6","94","6","45.7",",6,1019,","991.7",",6"
"USC00303965","1912","42.9","-73.35","131.1","HOOSICK FALLS, NY US","145","6","90","6","63.5",",6,1024,","940.8",",6"
"USC00303965","1913","42.9","-73.35","131.1","HOOSICK FALLS, NY US","116","6","85","6","38.1",",6,1027,","848.8",",6"
"USC00303965","1914","42.9","-73.35","131.1","HOOSICK FALLS, NY US","120","6","71","6","36.1",",6,0302,","766.1",",6"
"USC00303965","1915","42.9","-73.35","131.1","HOOSICK FALLS, NY US","116","6","83","6","81.3",",6,0709,","989.3",",6"
"USC00303965","1916","42.9","-73.35","131.1","HOOSICK FALLS, NY US","132","6","87","6","36.6",",6,0316,","934.4",",6"
"USC00303965","1919","42.9","-73.35","131.1","HOOSICK FALLS, NY US","148","6","92","6","50.8",",6,0711,","973.7",",6"
"USC00303965","1920","42.9","-73.35","131.1","HOOSICK FALLS, NY US","130","6","96","6","66.0",",6,0216,","1023.3",",6"
"USC00303965","1921","42.9","-73.35","131.1","HOOSICK FALLS, NY US","107","6","79","6","88.9",",6,0630,","880.4",",6"
