"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00410436","1935","28.389","-96.8388","7.0","AUSTWELL, TX US","73","0","54","0","0","","0","0","0",",0,1231,+","0","T,0,0121,","113.0",",0,0426,","","","","","892.6",",0","0","T,0"
"USC00410436","1936","28.389","-96.8388","7.0","AUSTWELL, TX US","84","0","70","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","63.5",",0,0701,","","","","","1081.4",",0","0",",0"
"USC00410436","1937","28.389","-96.8388","7.0","AUSTWELL, TX US","65","0","45","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","61.0",",0,1216,","","","","","781.6",",0","0",",0"
"USC00410436","1938","28.389","-96.8388","7.0","AUSTWELL, TX US","56","0","45","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","71.1",",0,0829,","","","","","736.8",",0","0",",0"
"USC00410436","1939","28.389","-96.8388","7.0","AUSTWELL, TX US","45","0","31","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","50.8",",0,0712,","","","","","463.7",",0","0",",0"
"USC00410436","1940","28.389","-96.8388","7.0","AUSTWELL, TX US","59","0","47","0","0","","1","0","0",",0,1231,+","81",",0,0122,","177.8",",0,1031,","","","","","874.2",",0","81",",0"
"USC00410436","1941","28.389","-96.8388","7.0","AUSTWELL, TX US","78","0","65","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","85.1",",0,1016,","","","","","1142.1",",0","0",",0"
"USC00410436","1942","28.389","-96.8388","7.0","AUSTWELL, TX US","65","0","51","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","108.0",",0,0706,","","","","","937.3",",0","0",",0"
"USC00410436","1943","28.389","-96.8388","7.0","AUSTWELL, TX US","59","0","54","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","53.3",",0,1203,","","","","","787.0",",0","0",",0"
"USC00410436","1944","28.389","-96.8388","7.0","AUSTWELL, TX US","79","0","45","0","0","","0","0","0",",0,1231,+","0","T,0,0114,","79.5",",0,0927,","","","","","861.8",",0","0","T,0"
"USC00410436","1945","28.389","-96.8388","7.0","AUSTWELL, TX US","58","0","43","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","139.4",",0,0827,","","","","","883.8",",0","0",",0"
"USC00410436","1946","28.389","-96.8388","7.0","AUSTWELL, TX US","98","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","82.8",",0,0829,","","","","","1307.1",",0","0",",0"
"USC00410436","1948","28.389","-96.8388","7.0","AUSTWELL, TX US","67","0","36","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","65.3",",0,0909,","","","","","668.9",",0","0",",0"
"USC00410436","1950","28.389","-96.8388","7.0","AUSTWELL, TX US","40","0","29","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","41.1",",0,0917,+","","","","","398.8",",0","0",",0"
"USC00410436","1951","28.389","-96.8388","7.0","AUSTWELL, TX US","49","0","39","0","0","","0","0","0",",0,1231,+","0","T,0,0504,","103.6",",0,0910,","","","","","787.9",",0","0","T,0"
"USC00410436","1952","28.389","-96.8388","7.0","AUSTWELL, TX US","46","0","38","0","0","","0","0","0",",0,1231,+","0","T,0,0214,","121.9",",0,0528,","","","","","878.4",",0","0","T,0"
"USC00410436","1953","28.389","-96.8388","7.0","AUSTWELL, TX US","53","0","45","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","172.0",",0,0830,","","","","","825.8",",0","0",",0"
"USC00410436","1954","28.389","-96.8388","7.0","AUSTWELL, TX US","44","0","39","0","0","","0","0","0",",0,1231,+","0","T,0,1022,","114.8",",0,1022,","","","","","449.7",",0","0","T,0"
"USC00410436","1955","28.389","-96.8388","7.0","AUSTWELL, TX US","52","0","39","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","81.5",",0,0906,+","","","","","693.3",",0","0",",0"
"USC00410436","1956","28.389","-96.8388","7.0","AUSTWELL, TX US","36","0","29","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","61.0",",0,1218,","","","","","482.5",",0","0",",0"
"USC00410436","1957","28.389","-96.8388","7.0","AUSTWELL, TX US","65","0","49","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","158.2",",0,0416,","","","","","1025.2",",0","0",",0"
"USC00410436","1958","28.389","-96.8388","7.0","AUSTWELL, TX US","81","0","64","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","81.0",",0,0210,","","","","","1252.9",",0","0",",0"
"USC00410436","1959","28.389","-96.8388","7.0","AUSTWELL, TX US","87","0","67","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","131.6",",0,1004,","","","","","1112.6",",0","0",",0"
"USC00410436","2012","28.389","-96.8388","7.0","AUSTWELL, TX US","72","N","50","N","","","","","","","","","81.0",",N,0712,","","","","","842.6",",N","",""
"USC00410436","2013","28.389","-96.8388","7.0","AUSTWELL, TX US","88","7","50","7","","","","","","","","","61.2",",7,0909,","","","","","687.2",",7","",""
"USC00410436","2014","28.389","-96.8388","7.0","AUSTWELL, TX US","92","7","52","7","","","","","","","","","91.4",",7,0913,","854.8","","854.8","","833.2",",7","",""
"USC00410436","2015","28.389","-96.8388","7.0","AUSTWELL, TX US","97","7","66","7","","","","","","","","","125.2",",7,0618,","","","","","1289.1",",7","",""
"USC00410436","2016","28.389","-96.8388","7.0","AUSTWELL, TX US","100","7","57","7","","","","","","","","","82.3",",7,0520,","","","","","1069.8",",7","",""
"USC00410436","2017","28.389","-96.8388","7.0","AUSTWELL, TX US","89","7","54","7","","","","","","","","","405.4",",7,0826,","","","","","1425.2",",7","",""
