"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040693","1893","37.8744","-122.2605","94.5","BERKELEY, CA US","6.4","","6.4","6","","","","","","","","","0","6","1","6","0","6","74","6","1","6","0.0","6,0201,","","","","","","","32.8","6,0603,","","","","","","","0.0","6,0201","","","","","","","","","","","12.90","6","17.02","6","8.78","6"
"USC00040693","1894","37.8744","-122.2605","94.5","BERKELEY, CA US","61.3","","61.3","6","","","","","","","","","0","6","1","6","0","6","77","6","2","6","-0.6","6,0106,","","","","","","","33.3","6,0922,","","","","","","","-0.6","6,0106","","","2012.7","","2012.7","6","","","","","13.13","6","17.19","6","9.07","6"
"USC00040693","1895","37.8744","-122.2605","94.5","BERKELEY, CA US","72.0","","72.0","6","","","","","","","","","0","6","0","6","0","6","88","6","1","6","1.1","6,1222,+","","","","","","","32.2","6,0618,","","","","","","","","","","","1763.5","","1763.5","6","","","","","13.54","6","17.55","6","9.52","6"
"USC00040693","1896","37.8744","-122.2605","94.5","BERKELEY, CA US","48.6","","48.6","6","","","","","","","","","0","6","0","6","0","6","95","6","1","6","1.1","6,1127,+","","","","","","","33.9","6,0526,","","","","","","","","","","","1792.7","","1792.7","6","","","","","13.77","6","17.76","6","9.78","6"
"USC00040693","1897","37.8744","-122.2605","94.5","BERKELEY, CA US","60.9","","60.9","6","","","","","","","","","0","6","0","6","0","6","88","6","1","6","1.7","6,1223,+","","","","","","","32.8","6,0519,","","","","","","","","","","","1791.7","","1791.7","6","","","","","13.23","6","17.11","6","9.35","6"
"USC00040693","1898","37.8744","-122.2605","94.5","BERKELEY, CA US","51.0","","51.0","6","","","","","","","","","0","6","0","6","0","6","74","6","3","6","0.6","6,0124,+","","","","","","","34.4","6,0701,","","","","","","","","","","","1972.5","","1972.5","6","","","","","13.22","6","17.26","6","9.18","6"
"USC00040693","1899","37.8744","-122.2605","94.5","BERKELEY, CA US","29.5","","29.5","6","","","","","","","","","0","6","2","6","0","6","72","6","1","6","-1.1","6,0204,","","","","","","","34.4","6,1008,","","","","","","","-0.6","6,0205","","","1812.7","","1812.7","6","","","","","13.29","6","17.22","6","9.36","6"
"USC00040693","1900","37.8744","-122.2605","94.5","BERKELEY, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752.1","","1752.1","6","","","","","","","","","",""
"USC00040693","1906","37.8744","-122.2605","94.5","BERKELEY, CA US","51.8","","51.8","6","","","","","","","","","0","6","0","6","0","6","88","6","0","6","0.6","6,0121,+","","","","","","","31.1","6,0619,","","","","","","","","","","","1840.8","","1840.8","6","","","","","13.96","6","18.05","6","9.86","6"
"USC00040693","1907","37.8744","-122.2605","94.5","BERKELEY, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1712.3","","1712.3","","","","","","","","","","",""
