"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA006127520","1960","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","281.6","","281.6","C","","","","","","","4","C","133","C","69","C","123","C","4","C","-21.7","C,1224,","","","","","33.9","C,0722,","-0.6","C,1022","-2.2","C,1107","-5.0","C,1130","-7.8","C,1208","-11.7","C,1209","-1.7","C,0419","-3.9","C,0410","-7.8","C,0326","-7.8","C,0326","-14.4","C,0325","","","","","","","","","8.72","C","13.10","C","4.35","C"
"CA006127520","1961","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","","","","","108","C","79","C","8","C","","","","","43","C","125","C","4","C","","","102",",C,0124,","28.4",",C,0827,","33.3","C,0629,","","","","","","","","","","","","","","","","","","","","","","","","","854.6",",C","419",",C","","","13.66","C","",""
"CA006127520","1962","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","317.9","","317.9","C","104","C","67","C","13","C","5","C","137","C","61","C","126","C","8","C","-21.7","C,0202,","185",",C,1206,","86.4",",C,0611,","34.4","C,0517,","-0.6","C,1024","-2.2","C,1025","-6.1","C,1209","-7.8","C,1210","-13.9","C,1211","-3.9","C,0417","-3.9","C,0417","-4.4","C,0402","-10.0","C,0305","-10.0","C,0305","3677.6","","3677.6","C","710.6",",C","848",",C","8.59","C","12.93","C","4.24","C"
"CA006127520","1963","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","301.0","","301.0","C","84","C","53","C","14","C","15","C","126","C","69","C","127","C","13","C","-25.0","C,0124,","76",",C,1218,+","46.2",",C,0509,","35.0","C,0701,","0.0","C,1102","-3.3","C,1124","-8.3","C,1201","-8.3","C,1201","-15.6","C,1214","0.0","C,0523","-2.8","C,0410","-7.8","C,0322","-7.8","C,0322","-8.9","C,0314","3993.5","","3993.5","C","466.4",",C","683",",C","8.45","C","13.16","C","3.73","C"
"CA006127520","1964","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","349.3","","349.3","C","113","C","73","C","15","C","0","C","126","C","49","C","121","C","18","C","-15.6","C,0112,","122",",C,1201,","46.7",",C,0811,","35.0","C,0728,+","-0.6","C,1007","-4.4","C,1120","-4.4","C,1120","-7.8","C,1122","-12.2","C,1201","0.0","C,0411","-3.3","C,0409","-5.0","C,0405","-7.8","C,0404","-10.6","C,0318","3510.5","","3510.5","C","757.6",",C","998",",C","9.51","C","14.16","C","4.86","C"
"CA006127520","1965","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","292.0","","292.0","C","119","C","75","C","14","C","5","C","128","C","47","C","112","C","5","C","-18.9","C,0203,+","267",",C,0224,","45.7",",C,1224,","36.1","C,0724,","-0.6","C,1005","-3.3","C,1029","-4.4","C,1128","-6.7","C,1207","-8.9","C,1227","-1.7","C,0419","-2.8","C,0418","-10.6","C,0404","-10.6","C,0404","-10.6","C,0404","3876.7","","3876.7","C","856.7",",C","1346",",C","8.70","C","12.96","C","4.43","C"
"CA006127520","1966","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","380.6","","380.6","C","102","C","70","C","10","C","4","C","125","C","56","C","119","C","13","C","-20.6","C,0129,+","127",",C,1128,+","53.6",",C,0609,","36.1","C,0703,","-2.8","C,1030","-2.8","C,1030","-9.4","C,1201","-9.4","C,1201","-9.4","C,1201","-2.2","C,0510","-2.2","C,0510","-6.7","C,0329","-6.7","C,0329","-8.9","C,0307","3703.4","","3703.4","C","891.4",",C","756",",C","8.91","C","13.23","C","4.60","C"
"CA006127520","1967","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","270.5","","270.5","C","110","C","78","C","9","C","4","C","128","C","56","C","111","C","4","C","-19.4","C,0212,","152",",C,0127,","40.1",",C,0127,","33.3","C,0616,+","0.0","C,1020","-2.8","C,1106","-6.7","C,1115","-6.7","C,1115","-10.6","C,1226","0.0","C,0427","-2.2","C,0425","-4.4","C,0404","-7.8","C,0320","-10.0","C,0319","3770.0","","3770.0","C","935.8",",C","781",",C","8.46","C","12.58","C","4.34","C"
"CA006127520","1968","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","349.2","","349.2","C","118","C","78","C","15","C","6","C","127","C","60","C","114","C","11","C","-20.0","C,0101,","152",",C,0114,","62.7",",C,0625,","35.0","C,0823,","0.0","C,1029","-2.2","C,1110","-6.7","C,1206","-6.7","C,1206","-9.4","C,1209","0.0","C,0506","-2.8","C,0425","-10.6","C,0314","-10.6","C,0314","-10.6","C,0314","3874.4","","3874.4","C","944.4",",C","1285",",C","8.95","C","13.26","C","4.64","C"
"CA006127520","1969","42.95","-82.4333","189.0","SARNIA POLYSAR, ON CA","355.2","","355.2","C","110","C","68","C","10","C","1","C","133","C","53","C","116","C","6","C","-18.3","C,0101,","71",",C,0106,","39.6",",C,1118,","32.8","C,0716,+","-5.6","C,1023","-5.6","C,1023","-5.6","C,1023","-6.7","C,1115","-12.2","C,1121","0.0","C,0420","-4.4","C,0403","-4.4","C,0403","-8.9","C,0331","-8.9","C,0331","3756.5","","3756.5","C","766.3",",C","563",",C","8.72","C","12.95","C","4.49","C"
