"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00210768","1897","43.91667","-95.05","433.7","BINGHAM LAKE, MN US","41","6","170","6","-36.1","6,0126,","-1.1","6,0917","-7.8","6,1008","-7.8","6,1008","-7.8","6,1008","-9.4","6,1115","0.0","6,0607","-6.7","6,0421","-6.7","6,0421","-6.7","6,0421","-9.4","6,0327","1.59","6"
