"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00363310","1949","41.55","-78.6","470.0","GLEN HAZEL 1 NE DAM, PA US","27","","12","0","127",",0,1209,","69",",0,0406,+","874.0",",0","546",",0"
"USC00363310","1950","41.55","-78.6","470.0","GLEN HAZEL 1 NE DAM, PA US","","","14","0","","","140",",0,1226,","1461.7",",0","1034",",0"
"USC00363310","1952","41.55","-78.6","470.0","GLEN HAZEL 1 NE DAM, PA US","72","","22","0","152",",0,0319,+","142",",0,0319,","1146.5",",0","1430",",0"
