"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014971","1888","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","507.6","","507.6","F","64","F","43","F","","","","","26","F","146","F","51","F","146","F","28","F","-32.8","F,0115,","","","","","80.5",",F,0626,","37.5","F,0802,+","0.0","F,1006","-3.3","F,1019","-4.4","F,1111","-9.4","F,1116","-9.4","F,1116","-2.8","F,0420","-2.8","F,0420","-7.8","F,0328","-7.8","F,0328","-8.9","F,0327","","","","","655.5",",F","","","","","9.15","F","15.36","F","2.93","F","","","","","",""
"USW00014971","1889","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3267.7","","3267.7","F","","","","","","","","","","","","","","","","","",""
"USW00014971","1891","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","440.0","","440.0","F","81","F","59","F","","","","","9","F","141","F","38","F","156","F","14","F","-24.4","F,0203,","","","","","76.2",",F,0625,","35.0","F,0808,","-1.7","F,1007","-10.6","F,1111","-10.6","F,1111","-10.6","F,1111","-10.6","F,1111","-1.1","F,0407","-3.9","F,0405","-6.7","F,0404","-6.7","F,0404","-13.9","F,0314","3264.9","","3264.9","F","1016.3",",F","","","","","9.73","F","15.48","F","3.98","F","","","","","",""
"USW00014971","1892","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","546.8","","546.8","F","77","F","50","F","","","","","13","F","136","F","51","F","142","F","30","F","-33.7","F,0119,","","","","","50.8",",F,0517,","38.7","F,0721,","-1.1","F,1009","-2.8","F,1024","-9.3","F,1107","-9.3","F,1107","-9.3","F,1107","-0.9","F,0415","-4.2","F,0409","-6.1","F,0323","-11.1","F,0322","-11.1","F,0322","3524.4","","3524.4","F","723.4",",F","","","","","9.64","F","15.29","F","3.99","F","","","","","",""
"USW00014971","1956","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","871.0","","871.0","0","87","0","40","0","41","","8","0","5","0","128","0","35","0","177","0","60","0","-19.4","0,0116,","203",",0,0203,+","117",",0,1120,","77.7",",0,0905,","40.6","0,0727,","0.0","0,1107","-4.4","0,1108","-4.4","0,1108","-7.2","0,1116","-11.7","0,1122","-0.6","0,0429","-2.8","0,0417","-6.7","0,0330","-6.7","0,0330","-15.6","0,0312","","","","","605.8",",0","","","615",",0","11.98","0","18.09","0","5.88","0","","","","","",""
"USW00014971","1957","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","688.8","","688.8","0","93","0","54","0","32","","13","0","5","0","131","0","26","0","155","0","37","0","-20.6","0,0110,","229",",0,1120,+","213",",0,0324,","123.4",",0,0701,","40.0","0,0712,","-2.2","0,1025","-2.2","0,1025","-5.6","0,1027","-7.8","0,1119","-9.4","0,1121","-0.6","0,0414","-3.9","0,0413","-6.7","0,0412","-6.7","0,0412","-11.1","0,0223","3097.6","","3097.6","0","879.7",",0","","","1139",",0","11.24","0","16.55","0","5.93","0","","","","","",""
"USW00014971","1958","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","620.1","","620.1","0","98","0","56","0","42","","6","0","4","0","116","0","42","0","167","0","26","0","-20.6","0,0216,","127",",0,0308,+","130",",0,0307,","61.0",",0,0710,","36.7","0,0814,+","-1.1","0,1026","-3.3","0,1117","-6.1","0,1125","-9.4","0,1126","-9.4","0,1126","-1.1","0,0429","-3.3","0,0321","-4.4","0,0318","-10.0","0,0302","-10.0","0,0302","3274.8","","3274.8","0","861.8",",0","","","559",",0","11.13","0","16.64","0","5.61","0","","","","","",""
"USW00014971","1959","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","759.1","","759.1","0","102","0","58","0","47","","10","0","7","0","134","0","42","0","147","0","48","0","-23.3","0,0104,","203",",0,0306,","157",",0,0304,","62.7",",0,0504,","37.2","0,0821,+","-0.6","0,1017","-9.4","0,1105","-9.4","0,1105","-9.4","0,1105","-9.4","0,1105","-2.8","0,0413","-2.8","0,0413","-6.7","0,0321","-6.7","0,0321","-8.9","0,0307","3225.9","","3225.9","0","830.2",",0","","","898",",0","11.05","0","16.52","0","5.58","0","","","","","",""
"USW00014971","1960","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","636.6","","636.6","0","94","0","54","0","84","","15","0","11","0","139","0","63","0","165","0","42","0","-23.3","0,0304,","508",",0,0316,","145",",0,0209,","46.7",",0,0824,","39.4","0,0711,","-3.3","0,1019","-3.3","0,1019","-4.4","0,1020","-6.7","0,1109","-8.9","0,1129","0.0","0,0430","-2.8","0,0326","-8.3","0,0325","-8.3","0,0325","-8.9","0,0322","3758.8","","3758.8","0","800.9",",0","","","1253",",0","10.13","0","15.71","0","4.54","0","","","","","",""
"USW00014971","1961","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","629.0","","629.0","0","95","0","53","0","47","","10","0","14","0","133","0","45","0","142","0","38","0","-24.4","0,0127,","203",",0,1217,+","193",",0,1211,","48.8",",0,0912,","40.6","0,0630,","0.0","0,1020","-3.9","0,1102","-6.7","0,1103","-6.7","0,1103","-13.9","0,1209","-0.6","0,0502","-3.3","0,0416","-4.4","0,0316","-10.0","0,0225","-10.0","0,0225","3194.8","","3194.8","0","803.3",",0","","","801",",0","10.50","0","16.20","0","4.80","0","","","","","",""
