"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00363435","1932","40.23333","-75.45","46.0","GRATERFORD, PA US","109","6","78","6","","","","","","","","","","","","","","","58.9",",6,1006,","","","1152.7",",6","","","",""
"USC00363435","1933","40.23333","-75.45","46.0","GRATERFORD, PA US","","","","","","","5","6","","","","","","","","","254",",6,0211,","","","","","","","610",",6","",""
"USC00363435","1934","40.23333","-75.45","46.0","GRATERFORD, PA US","","","","","","","10","6","","","","","","","","","127",",6,0226,+","","","","","","","819",",6","",""
"USC00363435","1935","40.23333","-75.45","46.0","GRATERFORD, PA US","120","6","73","6","","","","","","","","","","","","","","","144.0",",6,0709,","","","1143.8",",6","","","",""
"USC00363435","1936","40.23333","-75.45","46.0","GRATERFORD, PA US","115","6","80","6","","","","","","","","","","","","","","","40.1",",6,0109,","","","1050.3",",6","","","",""
"USC00363435","1937","40.23333","-75.45","46.0","GRATERFORD, PA US","108","6","80","6","","","","","","","","","","","","","","","41.1",",6,1020,","","","940.7",",6","","","",""
"USC00363435","1938","40.23333","-75.45","46.0","GRATERFORD, PA US","108","6","82","6","","","","","","","","","","","","","","","64.3",",6,0921,","","","974.9",",6","","","",""
"USC00363435","1939","40.23333","-75.45","46.0","GRATERFORD, PA US","110","6","80","6","","","","","","","","","","","","","","","62.5",",6,0819,","","","1141.3",",6","","","",""
"USC00363435","1940","40.23333","-75.45","46.0","GRATERFORD, PA US","102","6","71","6","","","","","","","","","","","","","","","56.1",",6,0521,","","","1127.8",",6","","","",""
"USC00363435","1941","40.23333","-75.45","46.0","GRATERFORD, PA US","84","6","62","6","","","","","","","","","","","","","","","71.4",",6,0704,","","","886.3",",6","","","",""
"USC00363435","1949","40.23333","-75.45","46.0","GRATERFORD, PA US","117","0","79","0","","","7","0","","","","","","","","","114",",0,0211,","67.1",",0,0713,","","","958.5",",0","453",",0","",""
"USC00363435","1950","40.23333","-75.45","46.0","GRATERFORD, PA US","121","0","90","0","1","","3","0","","","","","","","25",",0,0302,","38",",0,1227,+","79.2",",0,1126,","","","1126.5",",0","140",",0","",""
"USC00363435","1951","40.23333","-75.45","46.0","GRATERFORD, PA US","93","0","78","0","","","","","","","","","","","","","","","46.7",",0,1101,","","","1245.7",",0","","","",""
"USC00363435","1952","40.23333","-75.45","46.0","GRATERFORD, PA US","104","0","86","0","","","","","","","","","","","","","","","96.8",",0,0710,","","","1397.5",",0","","","",""
"USC00363435","1953","40.23333","-75.45","46.0","GRATERFORD, PA US","99","0","84","0","","","","","","","","","","","","","","","55.1",",0,0906,","","","1267.9",",0","","","",""
"USC00363435","1954","40.23333","-75.45","46.0","GRATERFORD, PA US","103","0","72","0","13","","4","0","","","","","","","254",",0,0111,","178",",0,0110,","48.5",",0,0831,+","","","1034.0",",0","407",",0","",""
"USC00363435","1955","40.23333","-75.45","46.0","GRATERFORD, PA US","","","","","9","","8","0","","","","","","","127",",0,0203,","102",",0,0203,","","","","","","","533",",0","",""
"USC00363435","1957","40.23333","-75.45","46.0","GRATERFORD, PA US","102","0","72","0","","","","","8","0","169","0","52","0","","","","","65.3",",0,0729,","38.9","0,0722,+","880.4",",0","","","18.72","0"
"USC00363435","1958","40.23333","-75.45","46.0","GRATERFORD, PA US","108","0","86","0","18","","6","0","","","","","","","305",",0,0217,+","356",",0,0216,","78.2",",0,0706,","","","1234.8",",0","1182",",0","",""
"USC00363435","1959","40.23333","-75.45","46.0","GRATERFORD, PA US","110","0","86","0","","","5","0","","","","","","","","","89",",0,1208,","102.4",",0,0720,","","","1141.5",",0","317",",0","",""
"USC00363435","1962","40.23333","-75.45","46.0","GRATERFORD, PA US","100","0","64","0","","","","","","","","","","","","","","","35.3",",0,0612,","","","865.7",",0","","","",""
"USC00363435","1963","40.23333","-75.45","46.0","GRATERFORD, PA US","81","0","54","0","","","","","","","","","","","","","","","88.9",",0,0802,","","","817.6",",0","","","",""
"USC00363435","1964","40.23333","-75.45","46.0","GRATERFORD, PA US","92","0","72","0","","","","","","","","","","","","","","","44.5",",0,0708,","","","708.2",",0","","","",""
"USC00363435","1965","40.23333","-75.45","46.0","GRATERFORD, PA US","103","0","70","0","15","","","","","","","","","","102",",0,0320,+","","","52.1",",0,0804,","","","830.0",",0","","","",""
"USC00363435","1966","40.23333","-75.45","46.0","GRATERFORD, PA US","","","","","","","10","0","","","","","","","","","330",",0,0130,","","","","","","","1411",",0","",""
"USC00363435","1967","40.23333","-75.45","46.0","GRATERFORD, PA US","134","0","91","0","","","","","","","","","","","","","","","61.0",",0,0306,","","","1296.6",",0","","","",""
"USC00363435","1968","40.23333","-75.45","46.0","GRATERFORD, PA US","104","0","76","0","","","","","","","","","","","","","","","61.0",",0,0529,","","","994.3",",0","","","",""
"USC00363435","1969","40.23333","-75.45","46.0","GRATERFORD, PA US","111","0","78","0","29","","12","0","","","","","","","254",",0,0303,","203",",0,1226,","81.3",",0,0729,","","","1084.7",",0","1051",",0","",""
