"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00415701","1942","26.1916","-98.2511","30.5","MCALLEN, TX US","2155.6","","2155.6","0","57","0","32","0","0","","0","0","0","0","6","0","0","0","331","0","164","0","-1.7","0,1229,","0",",0,1231,+","0",",0,1231,+","120.7",",0,0623,","40.0","0,0611,","-1.7","0,1229","","","0.0","0,0306","","","","","","","407.3","","407.3","0","391.4",",0","0",",0","23.19","0","29.70","0","16.68","0"
"USC00415701","1943","26.1916","-98.2511","30.5","MCALLEN, TX US","2083.7","","2083.7","0","64","0","28","0","0","","0","0","0","0","7","0","0","0","328","0","153","0","-2.8","0,0120,","0",",0,1231,+","0",",0,1231,+","65.3",",0,0926,","40.0","0,0728,+","-1.1","0,1216","","","0.0","0,0128","-2.8","0,0120","","","","","298.4","","298.4","0","487.2",",0","0",",0","22.96","0","29.46","0","16.45","0"
"USC00415701","1944","26.1916","-98.2511","30.5","MCALLEN, TX US","2085.2","","2085.2","0","72","0","30","0","0","","0","0","0","0","8","0","0","0","334","0","156","0","-2.8","0,0115,","0",",0,1231,+","0",",0,1231,+","57.7",",0,0831,","39.4","0,0729,+","-0.6","0,1211","","","0.0","0,0120","-2.8","0,0115","","","","","358.6","","358.6","0","468.6",",0","0",",0","23.14","0","29.59","0","16.69","0"
"USC00415701","1945","26.1916","-98.2511","30.5","MCALLEN, TX US","2388.6","","2388.6","0","50","0","35","0","0","","0","0","0","0","0","0","0","0","332","0","169","0","1.7","0,1215,","0",",0,1231,+","0",",0,1231,+","42.2",",0,0522,","39.4","0,0819,","","","","","","","","","","","","","259.3","","259.3","0","422.0",",0","0",",0","24.40","0","30.37","0","18.42","0"
"USC00415701","1946","26.1916","-98.2511","30.5","MCALLEN, TX US","2148.0","","2148.0","0","63","0","30","0","0","","0","0","0","0","2","0","0","0","334","0","185","0","-1.1","0,1231,","0",",0,1231,+","0",",0,1231,+","67.3",",0,0923,","40.6","0,0731,+","-1.1","0,1231","","","-0.6","0,0123","","","","","","","326.5","","326.5","0","422.6",",0","0",",0","23.32","0","30.22","0","16.43","0"
"USC00415701","1947","26.1916","-98.2511","30.5","MCALLEN, TX US","2201.9","","2201.9","0","56","0","29","0","0","","0","0","0","0","3","0","0","0","309","0","186","0","-1.1","0,0105,+","0",",0,1231,+","0","T,0,1215,","53.8",",0,0801,","38.9","0,0921,+","","","","","-1.1","0,0105","","","","","","","516.7","","516.7","0","427.3",",0","0","T,0","22.86","0","29.20","0","16.53","0"
"USC00415701","1948","26.1916","-98.2511","30.5","MCALLEN, TX US","2216.4","","2216.4","0","51","0","29","0","0","","0","0","0","0","6","0","1","0","321","0","167","0","-2.2","0,0129,+","0",",0,1231,+","0","T,0,0128,","72.9",",0,0910,","41.1","0,0502,","-0.6","0,1130","","","-1.7","0,0131","-2.2","0,0129","","","","","484.1","","484.1","0","623.3",",0","0","T,0","23.15","0","29.40","0","16.89","0"
"USC00415701","1949","26.1916","-98.2511","30.5","MCALLEN, TX US","2310.6","","2310.6","0","69","0","34","0","0","","0","0","0","0","2","0","0","0","319","0","171","0","-5.6","0,0131,","0",",0,1231,+","0","T,0,0129,","27.2",",0,0418,","40.0","0,0815,","","","","","-5.6","0,0131","-5.6","0,0131","-5.6","0,0131","","","385.5","","385.5","0","412.7",",0","0","T,0","23.70","0","29.30","0","18.09","0"
"USC00415701","1950","26.1916","-98.2511","30.5","MCALLEN, TX US","2539.2","","2539.2","0","33","0","17","0","0","","0","0","0","0","2","0","0","0","341","0","188","0","-3.3","0,1207,","0",",0,1231,+","0",",0,1231,+","44.2",",0,0415,","38.3","0,0805,+","-2.2","0,1206","-2.2","0,1206","","","","","","","","","169.3","","169.3","0","244.7",",0","0",",0","24.62","0","30.85","0","18.39","0"
"USC00415701","1951","26.1916","-98.2511","30.5","MCALLEN, TX US","2309.0","","2309.0","0","48","0","24","0","0","","0","0","0","0","10","0","2","0","335","0","168","0","-7.2","0,0203,","0",",0,1231,+","0",",0,1231,+","108.7",",0,0625,","37.8","0,0901,+","0.0","0,1103","","","-0.6","0,0313","-7.2","0,0203","-7.2","0,0203","-7.2","0,0203","390.6","","390.6","0","464.0",",0","0",",0","23.60","0","29.71","0","17.50","0"
