"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1PABR0008","2008","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","140","N","81","N","71.1",",N,0907,","1187.2",",N"
"US1PABR0008","2009","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","153","N","98","N","39.4",",N,1203,","1225.6",",N"
"US1PABR0008","2010","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","119","N","73","N","140.2",",N,1001,","1188.4",",N"
"US1PABR0008","2011","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","158","N","98","N","93.2",",N,0828,","1660.5",",N"
"US1PABR0008","2012","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","137","N","70","N","82.6",",N,1030,","1068.1",",N"
"US1PABR0008","2013","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","138","N","76","N","63.2",",N,0131,","1223.0",",N"
"US1PABR0008","2014","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","138","N","89","N","84.6",",N,1016,","1277.2",",N"
"US1PABR0008","2015","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","123","N","69","N","62.0",",N,0913,","1104.2",",N"
"US1PABR0008","2016","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","133","N","74","N","52.1",",N,0930,","1016.6",",N"
"US1PABR0008","2017","40.3277","-75.9432","64.0","READING 1.2 SW, PA US","147","N","83","N","68.1",",N,0624,","1314.0",",N"
