"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00414980","1996","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","","","","","78","0","49","0","0","","0","0","","","","","9","0","264","0","88","0","","","0",",0,1231,+","0",",0,1231,+","93.0",",0,0511,","40.6","0,0708,","","","","","","","","","","","","","","","","","","","","","","","","","","","994.2",",0","0",",0","","","24.49","0","","","",""
"USC00414980","1997","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","","","","","98","0","59","0","0","","0","0","","","","","3","0","226","0","94","0","","","0",",0,1231,+","0",",0,1231,+","68.6",",0,0221,","38.9","0,0806,","","","","","","","","","","","","","","","","","","","","","","","","","","","1218.7",",0","0",",0","","","23.46","0","","","",""
"USC00414980","1998","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","","","","","91","0","57","0","","","0","0","0","0","38","0","3","0","235","0","124","0","-7.8","0,0310,","","","0",",0,1231,+","124.5",",0,1003,","42.8","0,0804,","","","-6.7","0,1222","-6.7","0,1222","-6.7","0,1222","-6.7","0,1222","","","0.0","0,0322","-5.0","0,0313","-5.0","0,0313","-6.7","0,0312","","","","","","","1224.0",",0","0",",0","18.81","0","25.40","0","12.20","0","",""
"USC00414980","1999","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","","","","","75","0","45","0","0","","0","0","","","","","0","0","264","0","104","0","","","0",",0,1231,+","0",",0,1231,+","94.0",",0,0129,","41.1","0,0827,+","","","","","","","","","","","","","","","","","","","","","","","","","","","924.6",",0","0",",0","","","25.88","0","","","",""
"USC00414980","2000","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","1430.9","","1430.9","0","84","0","57","0","0","","0","0","0","0","41","0","4","0","240","0","107","0","-8.3","0,1212,","0",",0,1231,+","0",",0,1231,+","111.3",",0,1106,","44.4","0,0905,","","","0.0","0,1110","-2.2","0,1207","-8.3","0,1212","-8.3","0,1212","","","-0.6","0,0312","-3.3","0,0206","-7.2","0,0130","-7.2","0,0130","","","","","","","1172.2",",0","0",",0","18.59","0","24.84","0","12.33","0","",""
"USC00414980","2001","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","","","","","106","0","74","0","0","","0","0","","","","","3","0","245","0","84","0","","","0",",0,1231,+","0",",0,1231,+","108.2",",0,0216,","39.4","0,0813,+","","","","","","","","","","","","","","","","","","","","","","","","","","","1401.1",",0","0",",0","","","24.01","0","","","",""
"USC00414980","2002","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","1335.9","","1335.9","0","94","0","60","0","1","","0","0","0","0","53","0","1","0","227","0","102","0","-10.0","0,0103,","25",",0,0206,","0",",0,1231,+","138.7",",0,1019,","38.9","0,0803,","","","-1.7","0,1127","-3.3","0,1128","-4.4","0,1225","","","","","-1.7","0,0322","-6.1","0,0305","-6.1","0,0305","-8.9","0,0304","-8.9","0,0304","1325.9","","1325.9","0","1215.8",",0","0",",0","17.82","0","23.76","0","11.88","0","",""
"USC00414980","2003","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","1324.2","","1324.2","0","81","0","49","0","0","","0","0","0","0","51","0","4","0","247","0","93","0","-7.2","0,0124,+","0",",0,1231,+","0",",0,1231,+","59.7",",0,0525,","39.4","0,0808,","","","-2.2","0,1124","-2.2","0,1124","","","","","","","0.0","0,0409","-3.3","0,0307","-6.1","0,0226","-6.7","0,0125","","","1436.6","","1436.6","0","662.5",",0","0",",0","18.21","0","24.35","0","12.07","0","",""
"USC00414980","2004","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","1130.6","","1130.6","0","100","0","66","0","0","","0","0","0","0","36","0","2","0","236","0","37","0","-8.9","0,1224,+","0",",0,1231,+","0",",0,1231,+","67.6",",0,0501,","35.6","0,0804,+","","","0.0","0,1125","-2.2","0,1202","-5.6","0,1215","-8.9","0,1223","-8.9","0,1223","-1.1","0,0216","-2.2","0,0214","-5.0","0,0128","","","","","1176.4","","1176.4","0","1078.7",",0","0",",0","18.10","0","23.16","0","13.05","0","",""
"USC00414980","2005","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","1410.6","","1410.6","0","68","0","38","0","0","","0","0","0","0","40","0","1","0","248","0","120","0","-10.0","0,1210,+","0",",0,1231,+","0",",0,1231,+","45.2",",0,0411,","40.6","0,0824,","","","0.0","0,1116","-2.8","0,1117","-4.4","0,1206","-7.2","0,1208","-10.0","0,1209","-0.6","0,0318","-3.3","0,0125","-6.1","0,0124","","","","","1221.1","","1221.1","0","451.9",",0","0",",0","18.52","0","24.95","0","12.09","0","",""
"USC00414980","2006","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","1487.5","","1487.5","0","67","0","41","0","0","","0","0","0","0","28","0","1","0","261","0","113","0","-8.3","0,1209,+","0",",0,1231,+","0",",0,1231,+","94.0",",0,0320,","41.1","0,0818,+","","","-1.1","0,1120","-3.3","0,1201","-7.2","0,1204","-7.2","0,1204","","","0.0","0,0325","-2.2","0,0221","","","","","","","1182.9","","1182.9","0","824.1",",0","0",",0","19.22","0","25.91","0","12.53","0","",""
"USC00414980","2007","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","1261.8","","1261.8","0","","","","","0","","0","0","0","0","52","0","4","0","247","0","62","0","-9.4","0,0217,+","0",",0,1231,+","0",",0,1231,+","","","41.1","0,0815,","","","-1.1","0,1123","-3.3","0,1216","-5.6","0,1217","","","","","-4.4","0,0305","-4.4","0,0305","-4.4","0,0305","-9.4","0,0217","-9.4","0,0217","1456.7","","1456.7","0","","","0",",0","17.79","0","23.46","0","12.12","0","",""
"USC00414980","2008","32.8522","-95.8863","136.6","LAKE TAWAKONI, TX US","","","","","72","0","55","0","0","","0","0","","","","","1","0","240","0","78","0","","","0",",0,1231,+","0",",0,1231,+","81.3",",0,1111,","40.0","0,0804,+","","","","","","","","","","","","","","","","","","","","","","","","","","","1023.7",",0","0",",0","","","23.73","0","","","47854","0"
