"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093721","1940","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","657.8","","657.8","X","127","X","77","X","18","","0","Z","0","X","101","X","19","X","149","X","26","X","-15.0","X,0130,","102",",Z,0126,+","13",",Z,1205,","55.6",",X,0408,","38.3","X,0727,+","0.0","X,1019","-2.2","X,1119","-6.7","X,1203","-6.7","X,1203","-10.0","X,1204","-1.7","X,0414","-2.2","X,0413","-4.4","X,0326","-6.7","X,0325","-15.0","X,0130","2882.1","","2882.1","X","1067.0",",X","","","13",",Z","12.17","X","16.94","X","7.41","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1941","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","839.2","","839.2","X","91","X","61","X","12","","6","Z","0","X","96","X","6","X","175","X","53","X","-8.9","X,0318,","152",",Z,0308,","213",",Z,0308,","92.7",",X,0623,","40.0","X,0728,","-1.1","X,1112","-2.2","X,1113","-5.6","X,1221","","","","","0.0","X,0331","-3.9","X,0330","-4.4","X,0319","-8.9","X,0318","-8.9","X,0318","2619.6","","2619.6","X","803.3",",X","","","551",",Z","13.85","X","19.24","X","8.46","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1942","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","802.1","","802.1","X","116","X","69","X","4","","4","Z","0","X","73","X","14","X","175","X","36","X","-16.7","X,1221,","279",",Z,0329,","356",",Z,0329,","118.6",",X,0808,","37.8","X,0719,","-2.2","X,1114","-2.2","X,1114","-5.0","X,1202","-15.6","X,1220","-15.6","X,1220","0.0","X,0329","-3.3","X,0225","-4.4","X,0224","-7.2","X,0221","-8.9","X,0220","2307.1","","2307.1","X","1104.5",",X","","","559",",Z","13.63","X","18.42","X","8.83","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","840.1","","840.1","X","115","X","65","X","8","","5","Z","0","X","89","X","15","X","154","X","53","X","-15.0","X,0215,","76",",Z,0130,+","51",",Z,0226,","67.3",",X,1026,","37.2","X,0814,+","-1.1","X,1117","-2.8","X,1129","-5.0","X,1211","-10.0","X,1215","-10.0","X,1215","-0.6","X,0416","-2.2","X,0329","-7.2","X,0309","-7.2","X,0309","-11.1","X,0304","2612.9","","2612.9","X","887.7",",X","","","233",",Z","13.27","X","18.17","X","8.38","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","815.6","","815.6","X","107","X","76","X","13","","7","Z","0","X","91","X","12","X","160","X","39","X","-10.6","X,1222,","51",",X,0319,+","64",",Z,0319,","86.6",",X,0913,","37.2","X,0629,","-2.2","X,1126","-2.2","X,1126","-4.4","X,1202","-10.6","X,1222","-10.6","X,1222","-1.1","X,0405","-3.9","X,0320","-5.6","X,0319","-6.7","X,0305","-9.4","X,0109","2604.0","","2604.0","X","1017.2",",X","","","355",",Z","13.44","X","18.14","X","8.74","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","753.7","","753.7","X","125","X","81","X","","","7","X","0","X","76","X","21","X","175","X","26","X","-12.2","X,0125,","","","160",",X,1219,","63.2",",X,1205,","37.8","X,0630,","0.0","X,1105","-3.3","X,1124","-5.6","X,1212","-7.8","X,1216","-10.6","X,1223","0.0","X,0308","-2.2","X,0228","-7.2","X,0220","-7.2","X,0220","-10.0","X,0131","2478.8","","2478.8","X","1073.3",",X","","","481",",X","13.66","X","18.29","X","9.03","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1946","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","642.4","","642.4","X","114","X","72","X","","","5","X","0","X","57","X","7","X","177","X","19","X","-10.0","X,0123,","","","147",",X,0210,","71.4",",X,0722,","35.0","X,0720,","-1.7","X,1124","-6.7","X,1202","-6.7","X,1202","-6.7","X,1202","","","-1.1","X,0312","-3.3","X,0225","-6.7","X,0216","-6.7","X,0216","-10.0","X,0123","2367.2","","2367.2","X","882.1",",X","","","293",",X","14.21","X","19.10","X","9.31","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1947","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","756.2","","756.2","X","107","X","76","X","","","6","X","0","X","91","X","7","X","169","X","18","X","-13.3","X,0205,","","","264",",X,0220,","75.4",",X,1103,","36.1","X,0815,+","0.0","X,1115","-2.2","X,1127","-4.4","X,1201","","","","","-1.1","X,0331","-2.2","X,0318","-5.6","X,0301","-8.9","X,0224","-8.9","X,0224","2387.3","","2387.3","X","1088.6",",X","","","594",",X","13.22","X","17.84","X","8.61","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1948","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","706.8","","706.8","0","138","0","94","0","23","","6","0","0","0","75","0","19","0","158","0","26","0","-15.0","0,0131,","152",",0,1219,+","173",",0,1219,","69.9",",0,0811,","38.3","0,0828,+","-0.6","0,1209","-2.2","0,1219","-8.3","0,1225","-8.3","0,1225","-10.0","0,1226","-1.1","X,0329","-3.3","X,0314","-4.4","X,0313","-6.7","X,0312","-8.9","X,0305","2613.2","","2613.2","0","1559.4",",0","","","661",",0","13.39","0","18.03","0","8.75","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1949","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","822.9","","822.9","0","130","0","81","0","4","","4","0","0","0","52","0","1","0","171","0","31","0","-6.7","0,0130,","102",",0,0210,","150",",0,0131,","56.1",",0,0522,","37.2","0,0811,+","-2.2","0,1122","-2.2","0,1122","-6.1","0,1216","","","","","-2.8","0,0320","-2.8","0,0320","-4.4","0,0319","-6.7","0,0130","","","2155.7","","2155.7","0","922.6",",0","","","397",",0","14.68","0","19.32","0","10.03","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1950","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","579.1","","579.1","0","131","0","72","0","2","","1","0","0","0","92","0","11","0","157","0","18","0","-12.2","0,1228,","25",",0,1211,+","61",",0,1210,","59.2",",0,0910,","35.0","0,0624,","0.0","0,1027","-2.2","0,1112","-7.8","0,1125","-7.8","0,1125","-9.4","0,1126","-0.6","0,0415","-4.4","0,0414","-4.4","0,0414","-7.2","0,0304","-9.4","0,0303","2305.5","","2305.5","0","978.2",",0","","","95",",0","12.90","0","17.79","0","8.01","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1951","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","644.9","","644.9","0","111","0","77","0","5","","4","0","0","0","91","0","13","0","167","0","30","0","-15.0","0,1217,","102",",0,1214,","107",",0,1214,","59.2",",0,0610,","35.6","0,0816,+","-3.9","0,1103","-3.9","0,1103","-5.6","0,1104","-8.9","0,1121","-8.9","0,1121","0.0","0,0418","-4.4","0,0327","-4.4","0,0327","-7.2","0,0210","-11.7","0,0209","2599.5","","2599.5","0","1164.0",",0","","","218",",0","13.05","0","18.65","0","7.46","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1952","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","690.0","","690.0","0","125","0","79","0","6","","6","0","0","0","90","0","1","0","159","0","41","0","-12.2","0,0130,","102",",0,0303,","152",",0,0301,","148.6",",0,0708,","37.8","0,0722,","-0.6","0,1020","-3.3","0,1021","-6.7","0,1129","-6.7","0,1129","-8.9","0,1229","-0.6","0,0408","-2.8","0,0316","-4.4","0,0315","-6.7","0,0215","-11.7","0,0131","2501.9","","2501.9","0","1437.6",",0","","","367",",0","13.31","0","18.75","0","7.87","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1953","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","711.8","","711.8","0","108","0","79","0","4","","3","0","0","0","81","0","2","0","171","0","47","0","-9.4","0,1218,","152",",0,1107,","140",",0,1106,","86.6",",0,0808,","38.9","0,0831,","-2.8","0,1106","-2.8","0,1106","-4.4","0,1216","-7.8","0,1217","-9.4","0,1218","0.0","0,0420","-2.2","0,0311","-7.2","0,0309","-7.2","0,0309","","","2393.9","","2393.9","0","1226.0",",0","","","303",",0","13.88","0","19.65","0","8.11","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1954","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","651.7","","651.7","0","117","0","61","0","13","","6","0","0","0","107","0","14","0","170","0","28","0","-14.4","0,0118,","152",",0,0112,+","145",",0,0122,","32.5",",0,1015,","38.9","0,0731,","-0.6","0,1031","-3.9","0,1107","-5.6","0,1203","-6.7","0,1204","-8.9","0,1207","-0.6","0,0410","-2.2","0,0404","-4.4","0,0322","-12.8","0,0213","-12.8","0,0213","2494.0","","2494.0","0","708.9",",0","","","422",",0","12.95","0","18.66","0","7.23","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1955","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","714.7","","714.7","0","109","0","59","0","10","","6","0","0","0","110","0","16","0","179","0","32","0","-14.4","0,0203,+","25",",0,1120,+","64",",0,0211,","124.7",",0,0812,","37.8","0,0802,","-1.7","0,1106","-2.8","0,1125","-7.8","0,1128","-7.8","0,1128","-10.6","0,1129","0.0","0,0408","-4.4","0,0329","-4.4","0,0329","-7.8","0,0308","-13.9","0,0214","2644.5","","2644.5","0","1122.1",",0","","","311",",0","12.83","0","18.19","0","7.46","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1956","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","132","0","80","0","16","","5","0","0","0","89","0","","","","","","","-10.0","0,0125,","152",",0,0319,","137",",0,0318,","108.2",",0,0720,","","","0.0","0,1011","-2.2","0,1119","-6.7","0,1123","-6.7","0,1123","","","-1.1","0,0425","-3.9","0,0401","-5.6","0,0325","-7.2","0,0320","-8.9","0,0301","2837.9","","2837.9","0","1004.5",",0","","","402",",0","","","","","7.36","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1957","39.1733","-76.684","47.5","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","693.5","","693.5","0","111","0","70","0","13","","8","0","2","0","86","0","10","0","154","0","36","0","-20.0","0,0118,","178",",0,1205,","198",",0,1204,","60.2",",0,0910,","38.9","0,0721,","0.0","0,1013","-3.9","0,1111","-7.8","0,1112","-7.8","0,1112","-8.9","0,1206","-0.6","0,0415","-2.2","0,0311","-4.4","0,0304","-8.3","0,0124","-13.3","0,0120","","","","","862.8",",0","","","627",",0","13.10","0","18.36","0","7.85","0","","","","","","","","","","","","","","","","","","","","","",""
