"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00405966","2004","35.1152","-89.9924","76.2","MEMPHIS ZOO, TN US","1001.1","","1001.1","0","0","0","50","0","6","0","206","0","25","0","-10.0","0,1227,+","36.1","0,0715,","-1.7","0,1202","-3.3","0,1214","-5.6","0,1215","-7.2","0,1220","-8.9","0,1224","-0.6","0,0312","-2.8","0,0216","-6.7","0,0209","-6.7","0,0209","16.43","0","21.36","0","11.49","0"
