"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00465051","1998","38.56972","-82.28778","175.3","LESAGE 5 N, WV US","166","0","86","0","10","","4","0","","","","","","","","","","","","","152",",0,0206,","64",",0,0205,","56.4",",0,0629,","","","","","","","","","","","","","","","","","","","","","","","1161.2",",0","199",",0","","","",""
"USC00465051","1999","38.56972","-82.28778","175.3","LESAGE 5 N, WV US","128","0","69","0","15","","5","0","0","0","110","0","","","","","","","-15.0","0,0106,","76",",0,1229,","38",",0,1229,+","83.8",",0,0825,","","","-0.6","0,1025","-5.0","0,1117","-5.0","0,1117","-7.8","0,1201","-9.4","0,1216","-2.2","0,0418","-2.2","0,0418","-5.0","0,0317","-7.8","0,0313","-9.4","0,0223","939.9",",0","264",",0","","","5.73","0"
"USC00465051","2000","38.56972","-82.28778","175.3","LESAGE 5 N, WV US","154","0","84","0","12","","2","0","","","","","23","0","189","0","11","0","","","51",",0,0126,+","46",",0,0120,","78.7",",0,0711,","33.9","0,0614,+","","","","","","","","","","","","","","","","","","","","","1253.2",",0","211",",0","19.17","0","",""
