"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00028641","1958","33.4204","-112.86","396.2","TONOPAH, AZ US","2034.8","","2034.8","0","27","0","13","0","0","","0","0","0","0","36","0","0","0","306","0","174","0","-5.6","0,1231,","0",",0,1231,+","0",",0,1231,+","32.3",",0,0815,","48.3","0,0711,","-2.8","0,1117","-2.8","0,1117","-5.6","0,1231","-1.1","0,0302","-3.3","0,0124","","","","","","","","","118.2",",0","0",",0","21.72","0","31.26","0","12.17","0"
"USC00028641","1962","33.4204","-112.86","396.2","TONOPAH, AZ US","1683.3","","1683.3","0","33","0","20","0","0","","0","0","0","0","26","0","0","0","297","0","164","0","-7.8","0,0112,","0",",0,1231,+","0",",0,1231,+","77.5",",0,0905,","44.4","0,0814,+","-1.1","0,1226","","","","","0.0","0,0317","-2.8","0,0315","-4.4","0,0228","-7.8","0,0112","","","","","255.1",",0","0",",0","20.53","0","29.76","0","11.29","0"
"USC00028641","1963","33.4204","-112.86","396.2","TONOPAH, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","823.7","","823.7","0","","","","","","","","","",""
"USC00028641","1982","33.4204","-112.86","396.2","TONOPAH, AZ US","1710.9","","1710.9","0","43","0","30","0","","","0","0","0","0","18","0","0","0","265","0","160","0","-2.2","0,0103,","","","0",",0,1231,+","22.9",",0,1108,","45.0","0,0902,","0.0","0,1201","","","","","-1.7","0,0204","-2.2","0,0103","","","","","","","","","270.6",",0","0",",0","20.64","0","29.13","0","12.16","0"
"USC00028641","1983","33.4204","-112.86","396.2","TONOPAH, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","983.6","","983.6","0","","","","","","","","","",""
"USC00028641","1985","33.4204","-112.86","396.2","TONOPAH, AZ US","1691.4","","1691.4","0","19","0","15","0","","","","","0","0","28","0","0","0","267","0","156","0","-3.3","0,1209,","","","","","20.3",",0,1211,+","48.3","0,0702,","-1.1","0,1119","-3.3","0,1209","","","0.0","0,0307","-2.2","0,0304","","","","","","","","","142.8",",0","","","20.55","0","29.78","0","11.33","0"
"USC00028641","1986","33.4204","-112.86","396.2","TONOPAH, AZ US","1904.1","","1904.1","0","","","","","","","","","0","0","9","0","0","0","300","0","154","0","-3.3","0,0206,","","","","","","","45.6","0,0731,","-2.2","0,1210","-2.2","0,1210","","","-1.7","0,0211","-3.3","0,0206","","","","","700.2","","700.2","0","","","","","21.71","0","30.12","0","13.31","0"
"USC00028641","1988","33.4204","-112.86","396.2","TONOPAH, AZ US","1970.3","","1970.3","0","","","","","","","","","0","0","18","0","0","0","279","0","172","0","-5.0","0,1226,","","","","","","","45.0","0,0622,","0.0","0,1120","-2.2","0,1223","-5.0","0,1226","0.0","0,0125","-2.2","0,0121","","","","","926.9","","926.9","0","","","","","21.61","0","30.04","0","13.18","0"
"USC00028641","1989","33.4204","-112.86","396.2","TONOPAH, AZ US","2113.5","","2113.5","0","9","0","8","0","0","","0","0","0","0","23","0","0","0","295","0","177","0","-4.4","0,1211,","0",",0,1231,+","0",",0,1231,+","48.3",",0,0103,","46.7","0,0704,","0.0","0,1130","-4.4","0,1211","-4.4","0,1211","-2.2","0,0206","-2.2","0,0206","","","","","809.4","","809.4","0","122.3",",0","0",",0","21.99","0","30.60","0","13.38","0"
"USC00028641","1990","33.4204","-112.86","396.2","TONOPAH, AZ US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,1221,","","","","","","","","","","","","","","","","","","","872.4","","872.4","0","","","0","T,0","","","","","",""
"USC00028641","1991","33.4204","-112.86","396.2","TONOPAH, AZ US","1897.7","","1897.7","0","22","0","22","0","0","","0","0","0","0","11","0","0","0","288","0","165","0","-2.8","0,1201,","0",",0,1231,+","0",",0,1231,+","26.7",",0,0809,","44.4","0,0630,","-1.7","0,1126","-2.2","0,1130","","","-1.1","0,0131","-2.2","0,0130","","","","","","","","","204.1",",0","0",",0","21.52","0","30.02","0","13.02","0"
"USC00028641","1992","33.4204","-112.86","396.2","TONOPAH, AZ US","1980.1","","1980.1","0","","","","","0","","0","0","0","0","17","0","0","0","269","0","173","0","-2.8","0,1217,","0",",0,1231,+","0",",0,1231,+","","","45.0","0,0816,+","-0.6","0,1125","-2.2","0,1202","","","0.0","0,0122","","","","","","","706.4","","706.4","0","","","0",",0","21.71","0","29.92","0","13.51","0"
"USC00028641","2006","33.4204","-112.86","396.2","TONOPAH, AZ US","","","","","17","0","10","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","19.3",",0,0909,","","","","","","","","","","","","","","","","","","","","","108.2",",0","0",",0","","","","","",""
"USC00028641","2008","33.4204","-112.86","396.2","TONOPAH, AZ US","","","","","24","0","13","0","0","","0","0","0","0","14","0","","","","","","","-3.3","0,0120,+","0",",0,1231,+","0",",0,1231,+","30.5",",0,0127,","","","-0.6","0,1227","","","","","0.0","0,0304","-2.2","0,0121","","","","","","","","","158.1",",0","0",",0","","","","","13.23","0"
