"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00043113","1966","38.7","-121.16667","106.7","FOLSOM DAM, CA US","778.5","","778.5","0","51","0","33","0","0","","0","0","0","0","21","0","0","0","215","0","81","0","-3.3","0,1227,","0",",0,1231,+","0",",0,1231,+","49.0",",0,1120,","41.7","0,0615,","1755.2","0","0.0","0,1124","-3.3","0,1227","","","","","","","-1.1","0,0303","-2.2","0,0120","","","","","1436.6","","1436.6","0","449.6",",0","0",",0","16.63","0","23.68","0","9.57","0","30414","0"
"USC00043113","1967","38.7","-121.16667","106.7","FOLSOM DAM, CA US","930.0","","930.0","0","65","0","40","0","0","","0","0","0","0","16","0","0","0","185","0","97","0","-3.9","0,1218,","0",",0,1231,+","0",",0,1231,+","67.1",",0,0122,","42.8","0,0815,","1573.8","0","0.0","0,1206","-3.3","0,1217","","","","","","","0.0","0,0123","-3.3","0,0107","","","","","1687.5","","1687.5","0","620.1",",0","0",",0","16.35","0","23.13","0","9.57","0","17644","0"
"USC00043113","1968","38.7","-121.16667","106.7","FOLSOM DAM, CA US","726.4","","726.4","0","69","0","45","0","0","","0","0","0","0","12","0","0","0","214","0","78","0","-3.9","0,1221,","0",",0,1231,+","0",",0,1231,+","45.7",",0,1103,","40.6","0,0706,+","","","-1.7","0,1220","-3.9","0,1221","","","","","","","-0.6","0,0109","-2.2","0,0108","","","","","1322.2","","1322.2","0","531.6",",0","0",",0","16.37","0","23.25","0","9.49","0","",""
"USC00043113","1969","38.7","-121.16667","106.7","FOLSOM DAM, CA US","792.4","","792.4","0","69","0","52","0","0","","0","0","0","0","9","0","0","0","205","0","85","0","-2.8","0,0201,+","0",",0,1231,+","0",",0,1231,+","49.5",",0,1221,","42.2","0,0804,","1657.0","0","-0.6","0,1229","","","","","","","","","0.0","0,0307","-2.8","0,0201","","","","","1631.6","","1631.6","0","897.1",",0","0",",0","16.36","0","23.24","0","9.48","0","12696","0"
"USC00043113","1970","38.7","-121.16667","106.7","FOLSOM DAM, CA US","760.5","","760.5","0","71","0","53","0","0","","0","0","0","0","8","0","0","0","204","0","94","0","-3.9","0,1226,","0",",0,1231,+","0",",0,1231,+","45.2",",0,1129,","41.1","0,0720,+","1685.7","0","-0.6","0,1219","-2.2","0,1225","","","","","","","-0.6","0,0106","","","","","","","1298.7","","1298.7","0","723.9",",0","0",",0","16.48","0","23.62","0","9.34","0","10328","0"
"USC00043113","1971","38.7","-121.16667","106.7","FOLSOM DAM, CA US","757.3","","757.3","0","67","0","41","0","0","","0","0","0","0","26","0","0","0","175","0","86","0","-3.3","0,0302,+","0",",0,1231,+","0",",0,1231,+","40.9",",0,0326,","42.2","0,0811,","1559.7","0","0.0","0,1030","","","","","","","","","0.0","0,0421","-3.3","0,0302","","","","","1751.2","","1751.2","0","388.8",",0","0",",0","15.25","0","22.36","0","8.15","0","24418","0"
"USC00043113","1972","38.7","-121.16667","106.7","FOLSOM DAM, CA US","726.9","","726.9","0","65","0","41","0","0","","0","0","0","0","28","0","1","0","202","0","76","0","-8.9","0,1209,","0",",0,1231,+","0",",0,1231,+","36.6",",0,1104,","46.1","0,0715,","","","-4.4","0,1205","-4.4","0,1205","-4.4","0,1205","-8.9","0,1209","-8.9","0,1209","-0.6","0,0203","-2.8","0,0202","-4.4","0,0201","","","1631.0","","1631.0","0","472.9",",0","0",",0","15.70","0","22.47","0","8.93","0","18354","0"
"USC00043113","1973","38.7","-121.16667","106.7","FOLSOM DAM, CA US","751.5","","751.5","0","87","0","60","0","0","","0","0","0","0","12","0","0","0","198","0","72","0","-6.1","0,0107,","0",",0,1231,+","0",",0,1231,+","47.8",",0,1023,","41.7","0,0628,+","1591.1","0","0.0","0,1119","","","","","","","","","0.0","0,0127","-6.1","0,0107","-6.1","0,0107","","","1678.7","","1678.7","0","917.9",",0","0",",0","16.20","0","22.99","0","9.40","0","27389","0"
"USC00043113","1974","38.7","-121.16667","106.7","FOLSOM DAM, CA US","784.8","","784.8","0","56","0","43","0","0","","0","0","0","0","10","0","0","0","197","0","93","0","-2.8","0,0102,","0",",0,1231,+","0",",0,1231,+","41.1",",0,0709,","40.6","0,0725,","1551.5","0","0.0","0,1223","-2.2","0,1224","","","","","","","0.0","0,0304","-2.8","0,0102","","","","","1535.9","","1535.9","0","576.4",",0","0",",0","16.33","0","23.25","0","9.41","0","21311","0"
"USC00043113","1975","38.7","-121.16667","106.7","FOLSOM DAM, CA US","662.6","","662.6","0","70","0","44","0","0","","0","0","0","0","25","0","0","0","174","0","64","0","-3.9","0,0130,+","0",",0,1231,+","0",",0,1231,+","37.1",",0,0213,","42.8","0,0727,+","1569.5","0","-1.1","0,1118","-3.3","0,1129","","","","","","","-0.6","0,0328","-3.3","0,0131","","","","","1695.3","","1695.3","0","546.9",",0","0",",0","15.17","0","22.19","0","8.16","0","27682","0"
"USC00043113","1976","38.7","-121.16667","106.7","FOLSOM DAM, CA US","696.3","","696.3","0","35","0","18","0","0","","0","0","0","0","8","0","0","0","214","0","66","0","-2.8","0,0102,","0",",0,1231,+","0",",0,1231,+","36.8",",0,0911,","41.1","0,0901,+","1773.5","0","0.0","0,1227","","","","","","","","","-1.1","0,0207","-2.2","0,0104","","","","","1592.1","","1592.1","0","211.1",",0","0",",0","16.54","0","23.73","0","9.35","0","24327","0"
"USC00043113","1978","38.7","-121.16667","106.7","FOLSOM DAM, CA US","805.1","","805.1","0","66","0","49","0","0","","0","0","0","0","8","0","0","0","210","0","74","0","-2.2","0,1231,+","0",",0,1231,+","0",",0,1231,+","62.7",",0,0106,","45.6","0,0810,","","","-0.6","0,1114","-2.2","0,1208","","","","","","","","","","","","","","","1170.4","","1170.4","0","853.3",",0","0",",0","16.84","0","23.20","0","10.47","0","",""
"USC00043113","1979","38.7","-121.16667","106.7","FOLSOM DAM, CA US","807.6","","807.6","0","64","0","47","0","0","","0","0","0","0","9","0","0","0","195","0","81","0","-1.7","0,0203,+","0",",0,1231,+","0",",0,1231,+","43.4",",0,1026,","40.6","0,0913,","1613.1","0","0.0","0,1228","","","","","","","","","-1.1","0,0204","","","","","","","1514.8","","1514.8","0","645.6",",0","0",",0","16.67","0","23.25","0","10.09","0","20151","0"
"USC00043113","1980","38.7","-121.16667","106.7","FOLSOM DAM, CA US","668.5","","668.5","0","60","0","40","0","0","","0","0","0","0","4","0","0","0","205","0","69","0","-0.6","0,1211,+","0",",0,1231,+","0",",0,1231,+","38.6",",0,0306,","42.8","0,0728,","1557.8","0","-0.6","0,1207","","","","","","","","","0.0","0,0130","","","","","","","1330.3","","1330.3","0","610.6",",0","0",",0","16.61","0","23.31","0","9.91","0","20266","0"
"USC00043113","1981","38.7","-121.16667","106.7","FOLSOM DAM, CA US","857.9","","857.9","0","68","0","48","0","0","","0","0","0","0","0","0","0","0","202","0","90","0","1.1","0,0126,","0",",0,1231,+","0",",0,1231,+","63.5",",0,1114,","41.7","0,0809,","1613.1","0","","","","","","","","","","","","","","","","","","","1262.9","","1262.9","0","810.0",",0","0",",0","17.18","0","23.83","0","10.53","0","19098","0"
"USC00043113","1982","38.7","-121.16667","106.7","FOLSOM DAM, CA US","661.6","","661.6","0","80","0","65","0","0","","0","0","0","0","6","0","0","0","198","0","64","0","-0.6","0,1231,+","0",",0,1231,+","0",",0,1231,+","78.7",",0,0105,","40.0","0,0822,","","","0.0","0,1225","","","","","","","","","-0.6","0,0206","","","","","","","1399.6","","1399.6","0","1054.6",",0","0",",0","15.81","0","22.32","0","9.30","0","18505","0"
"USC00043113","1983","38.7","-121.16667","106.7","FOLSOM DAM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1554.7","","1554.7","0","","","","","","","","","","","",""
"USC00043113","1984","38.7","-121.16667","106.7","FOLSOM DAM, CA US","957.8","","957.8","0","50","0","32","0","","","","","0","0","1","0","0","0","202","0","102","0","0.0","0,1224,","","","","","32.3",",0,1113,","42.2","0,0810,+","1735.1","0","0.0","0,1224","","","","","","","","","","","","","","","","","","","","","401.2",",0","","","17.03","0","23.88","0","10.17","0","",""
"USC00043113","1985","38.7","-121.16667","106.7","FOLSOM DAM, CA US","765.0","","765.0","0","48","0","30","0","0","","0","0","0","0","34","0","0","0","220","0","83","0","-3.9","0,1213,+","0",",0,1231,+","0",",0,1231,+","68.6",",0,1125,","41.7","0,0612,","1590.4","0","0.0","0,1111","-3.9","0,1212","","","","","","","-1.1","0,0205","","","","","","","1541.3","","1541.3","0","487.9",",0","0",",0","15.97","0","22.88","0","9.07","0","",""
"USC00043113","1988","38.7","-121.16667","106.7","FOLSOM DAM, CA US","905.1","","905.1","0","57","0","39","0","","","0","0","0","0","10","0","0","0","216","0","94","0","-3.3","0,1227,+","","","0",",0,1231,+","66.3",",0,0420,","43.9","0,0719,","1852.1","0","-3.3","0,1226","-3.3","0,1226","","","","","","","-0.6","0,0119","-2.8","0,0101","","","","","","","","","413.8",",0","0",",0","17.51","0","24.58","0","10.42","0","",""
"USC00043113","1989","38.7","-121.16667","106.7","FOLSOM DAM, CA US","","","","","63","0","39","0","0","","0","0","","","","","0","0","207","0","79","0","","","0",",0,1231,+","0",",0,1231,+","38.1",",0,0917,","43.3","0,0708,","","","","","","","","","","","","","","","","","","","","","","","","","516.9",",0","0",",0","","","23.23","0","","","",""
"USC00043113","1990","38.7","-121.16667","106.7","FOLSOM DAM, CA US","887.0","","887.0","0","45","0","34","0","0","","0","0","0","0","21","0","0","0","235","0","83","0","-6.7","0,1223,+","0",",0,1231,+","0",",0,1231,+","46.2",",0,0528,","42.8","0,0810,+","1800.0","0","0.0","0,1127","-3.9","0,1220","-6.7","0,1221","-6.7","0,1221","","","0.0","0,0219","-2.8","0,0216","","","","","1313.8","","1313.8","0","424.3",",0","0",",0","16.95","0","24.06","0","9.83","0","",""
"USC00043113","1991","38.7","-121.16667","106.7","FOLSOM DAM, CA US","886.0","","886.0","0","53","0","37","0","0","","0","0","0","0","7","0","0","0","207","0","100","0","-0.6","0,0102,+","0",",0,1231,+","0",",0,1231,+","53.6",",0,0301,","43.9","0,0705,+","","","0.0","0,1217","","","","","","","","","0.0","0,0106","","","","","","","1424.7","","1424.7","0","571.2",",0","0",",0","16.96","0","24.14","0","9.79","0","",""
"USC00043113","1992","38.7","-121.16667","106.7","FOLSOM DAM, CA US","966.5","","966.5","0","59","0","45","0","0","","0","0","0","0","11","0","0","0","230","0","103","0","-0.6","0,1228,+","0",",0,1231,+","0",",0,1231,+","41.9",",0,0215,","41.7","0,0817,+","","","0.0","0,1123","","","","","","","","","0.0","0,0120","","","","","","","1205.8","","1205.8","0","614.6",",0","0",",0","17.49","0","24.59","0","10.39","0","",""
