"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00235572","1893","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","","","2","6","108","6","17","6","172","6","12","6","-20.0","6,0115,","","","35.6","6,0914,","-1.1","6,1016","-2.2","6,1113","-5.6","6,1115","-6.7","6,1119","-10.0","6,1201","-1.1","6,0423","-3.3","6,0329","-5.6","6,0318","-6.7","6,0315","-15.0","6,0305","","","12.82","6","18.67","6","6.97","6"
"USC00235572","1894","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","","","3","6","85","6","13","6","165","6","19","6","-23.9","6,0125,","","","36.1","6,0815,+","0.0","6,1009","-3.9","6,1106","-6.7","6,1111","-6.7","6,1111","-11.7","6,1227","0.0","6,0412","-2.2","6,0406","-5.0","6,0329","-9.4","6,0327","-9.4","6,0327","","","13.16","6","19.14","6","7.18","6"
"USC00235572","1895","37.6167","-90.2833",,"MINE LA MOTTE, MO US","86","6","62","6","10","6","105","6","22","6","173","6","10","6","-24.4","6,0208,","55.9",",6,0904,","33.3","6,0918,","0.0","6,1001","-5.6","6,1020","-5.6","6,1020","-6.7","6,1029","-12.8","6,1203","-1.1","6,0425","-5.0","6,0321","-5.0","6,0321","-8.3","6,0317","-10.6","6,0220","914.4",",6","11.94","6","17.80","6","6.08","6"
"USC00235572","1896","37.6167","-90.2833",,"MINE LA MOTTE, MO US","92","6","68","6","0","6","93","6","8","6","180","6","24","6","-15.0","6,0104,","49.5",",6,0720,","35.6","6,0807,","-3.3","6,1018","-3.3","6,1018","-6.1","6,1109","-8.9","6,1128","-8.9","6,1128","-2.8","6,0403","-2.8","6,0403","-8.3","6,0320","-8.3","6,0320","-11.7","6,0313","1040.0",",6","13.51","6","19.11","6","7.90","6"
