"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00116681","1918","39.46667","-90.63333","137.5","PEARL, IL US","78","6","61","6","38.1",",6,0904,+","772.6",",6"
"USC00116681","1919","39.46667","-90.63333","137.5","PEARL, IL US","99","6","65","6","55.9",",6,1028,","802.8",",6"
"USC00116681","1920","39.46667","-90.63333","137.5","PEARL, IL US","101","6","66","6","50.3",",6,0512,","765.8",",6"
"USC00116681","1921","39.46667","-90.63333","137.5","PEARL, IL US","108","6","69","6","41.4",",6,0422,","960.6",",6"
"USC00116681","1922","39.46667","-90.63333","137.5","PEARL, IL US","92","6","65","6","69.9",",6,0314,","786.0",",6"
"USC00116681","1924","39.46667","-90.63333","137.5","PEARL, IL US","107","6","77","6","45.7",",6,0824,","836.4",",6"
"USC00116681","1925","39.46667","-90.63333","137.5","PEARL, IL US","89","6","62","6","95.0",",6,1004,","850.1",",6"
"USC00116681","1926","39.46667","-90.63333","137.5","PEARL, IL US","111","6","72","6","127.0",",6,0904,","1165.1",",6"
"USC00116681","1929","39.46667","-90.63333","137.5","PEARL, IL US","113","6","82","6","62.0",",6,0709,","1108.9",",6"
"USC00116681","1930","39.46667","-90.63333","137.5","PEARL, IL US","74","6","47","6","55.4",",6,0626,","555.1",",6"
"USC00116681","1932","39.46667","-90.63333","137.5","PEARL, IL US","85","6","65","6","41.1",",6,1025,","804.8",",6"
