"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00191110","1932","42.366667","-71.1","5.8","CAMBRIDGE MIT, MA US","106","6","60","6","","","","","20","6","135","6","6","6","","","68.3",",6,0916,","33.9","6,0516,","","","","","","","","","","","","","","","","","","","","","2867.4","","2867.4","6","939.1",",6","","","15.98","6","",""
"USC00191110","1933","42.366667","-71.1","5.8","CAMBRIDGE MIT, MA US","","","","","2","6","108","6","21","6","134","6","13","6","-25.6","6,1229,","","","37.2","6,0629,","-2.8","6,1026","-2.8","6,1026","-5.0","6,1105","-10.6","6,1116","-10.6","6,1116","-1.7","6,0423","-2.2","6,0325","-5.6","6,0316","-9.4","6,0312","-9.4","6,0312","","","","","","","10.43","6","15.19","6","5.67","6"
