"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00091115","1902","34.366667","-83.083333","281.9","BOWERSVILLE, GA US","79","6","70","6","0","6","66","6","1","6","205","6","62","6","-10.0","6,1226,","88.9",",6,0227,","38.9","6,0705,","-2.2","6,1128","-2.2","6,1128","-6.7","6,1225","-6.7","6,1225","-10.0","6,1226","0.0","6,0409","-4.4","6,0319","-4.4","6,0319","-8.9","6,0217","-8.9","6,0217","1959.9","","1959.9","6","1249.8",",6","15.83","6","22.03","6","9.64","6"
"USC00091115","1903","34.366667","-83.083333","281.9","BOWERSVILLE, GA US","76","6","70","6","","","","","0","6","206","6","59","6","","","76.2",",6,0817,","36.1","6,0909,+","","","","","","","","","","","","","","","","","","","","","","","","","1214.4",",6","","","21.74","6","",""
"USC00091115","1904","34.366667","-83.083333","281.9","BOWERSVILLE, GA US","70","6","66","6","","","","","0","6","208","6","58","6","","","36.3",",6,1205,","38.3","6,0720,","","","","","","","","","","","","","","","","","","","","","","","","","828.3",",6","","","21.90","6","",""
"USC00091115","1905","34.366667","-83.083333","281.9","BOWERSVILLE, GA US","76","6","66","6","","","","","","","","","","","","","76.2",",6,1202,","","","","","","","","","","","","","","","","","","","","","","","","","","","1059.6",",6","","","","","",""
"USC00091115","1906","34.366667","-83.083333","281.9","BOWERSVILLE, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1648.1","","1648.1","6","","","","","","","",""
