"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003104","2002","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","3.1","X","1980.6","","1980.6","X","8","X","1","X","","","","","0","X","36","X","0","X","322","X","165","X","-5.0","X,0131,","","","","","2.8",",X,1130,","46.1","X,0901,","-2.8","X,1219","-2.8","X,1219","","","","","0.0","0,0309","-4.4","0,0304","-4.4","0,0304","","","748.9","","748.9","X","11.0",",X","","","21.76","X","31.49","X","12.03","X","280","X","270","X","16.5","X","22.8","X"
"USW00003104","2003","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","3.0","W","2219.6","","2219.6","W","12","W","6","W","","","","","0","W","18","W","0","W","330","W","180","W","-5.0","W,0206,","","","","","21.8",",W,1112,","47.2","W,0715,+","-1.1","W,1123","-2.8","W,1216","-4.4","W,1228","","","0.0","X,0210","-4.4","X,0207","-4.4","X,0207","","","496.4","","496.4","W","66.0",",W","","","22.74","W","31.79","W","13.69","W","350","W","350","W","19.2","W","21.0","W"
"USW00003104","2004","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","3.0","W","2088.8","","2088.8","W","17","W","10","W","","","","","0","W","20","W","0","W","304","W","193","W","-3.9","W,0213,+","","","","","25.1",",W,1121,","45.6","W,0809,+","-1.7","W,1130","-2.8","W,1201","","","","","-0.6","W,0215","-3.9","W,0213","","","","","735.7","","735.7","W","115.2",",W","","","22.04","W","31.04","W","13.04","W","260","W","270","W","17.0","W","20.6","W"
"USW00003104","2005","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","3.0","B","2068.9","","2068.9","B","23","B","11","B","","","0","H","0","B","6","B","0","B","319","B","175","B","-3.3","B,1216,","","","0",",H,1231,+","43.2",",B,1017,","49.4","B,0717,","0.0","B,1128","-3.3","B,1216","","","","","","","","","","","","","622.4","","622.4","B","159.5",",B","0",",H","22.67","B","31.00","B","14.34","B","50","B","270","B","15.6","B","23.2","B"
"USW00003104","2006","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2154.4","","2154.4","W","","","","","0","","0","H","0","W","20","W","0","W","322","W","172","W","-4.3","W,1220,","0",",H,1231,+","0",",H,1231,+","","","48.9","W,0722,","-1.6","W,1129","-3.8","W,1130","","","","","0.0","W,0122","","","","","","","569.6","","569.6","W","","","0",",H","22.47","W","31.60","W","13.35","W","290","W","310","W","16.5","W","21.5","W"
"USW00003104","2007","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.8","W","2159.6","","2159.6","W","9","W","3","W","0","","","","0","W","26","W","0","W","317","W","195","W","-8.2","W,0117,","0",",H,1231,+","","","20.1",",W,1130,","47.2","W,0901,+","0.0","W,1214","-3.2","W,1226","","","","","-1.0","W,0302","-2.7","W,0120","-8.2","W,0117","-8.2","W,0117","653.2","","653.2","W","36.0",",W","","","22.32","W","31.64","W","13.00","W","290","W","290","W","19.2","W","28.6","W"
"USW00003104","2008","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.9","W","2307.0","","2307.0","W","17","W","6","W","0","","","","0","W","5","W","0","W","318","W","192","W","-2.7","W,0120,","0",",H,1231,+","","","33.8",",W,1217,","47.8","W,0630,+","-1.0","W,1227","","","","","","","0.0","W,0206","-2.7","W,0120","","","","","645.6","","645.6","W","101.1",",W","","","23.07","W","32.08","W","14.07","W","340","W","290","W","17.9","W","23.3","W"
"USW00003104","2009","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.9","W","2164.1","","2164.1","W","7","W","4","W","0","","0","H","0","W","10","W","0","W","322","W","178","W","-2.7","W,1225,+","0",",H,1231,+","0",",H,1231,+","14.2",",W,1207,","47.8","W,0828,","-1.6","W,1204","-2.7","W,1225","","","","","0.0","W,0212","-2.7","W,0105","","","","","523.0","","523.0","W","30.0",",W","0",",H","22.53","W","31.71","W","13.34","W","290","W","330","W","17.9","W","26.8","W"
"USW00003104","2010","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.8","W","1948.3","","1948.3","W","24","W","12","W","0","","","","0","W","9","W","0","W","313","W","161","W","-6.6","W,1126,","0",",H,1231,+","","","29.2",",W,0121,","46.7","W,0903,+","-2.7","W,1125","-2.7","W,1125","-6.6","W,1126","","","-0.5","W,0105","","","","","","","694.7","","694.7","W","113.5",",W","","","21.85","W","30.51","W","13.20","W","270","W","210","W","18.3","W","37.6","W"
"USW00003104","2011","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","3.0","W","2077.8","","2077.8","W","13","W","4","W","0","","","","0","W","29","W","0","W","307","W","170","W","-7.1","W,0203,","0",",W,1231,+","","","18.5",",W,0218,","46.7","W,0824,+","0.0","W,1203","-3.2","W,1206","","","","","0.0","W,0228","-4.3","W,0204","-7.1","W,0203","-7.1","W,0203","689.1","","689.1","W","48.9",",W","","","21.80","W","30.87","W","12.74","W","300","W","210","W","16.5","W","28.2","W"
"USW00003104","2012","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.7","W","2345.2","","2345.2","W","13","W","6","W","0","","0","W","0","W","18","W","0","W","330","W","189","W","-5.5","W,1220,","0",",W,1231,+","0",",W,1231,+","36.1",",W,0911,","47.2","W,0813,+","-1.6","W,1219","-5.5","W,1220","-5.5","W,1220","","","0.0","W,0303","-3.8","W,0113","","","","","701.7","","701.7","W","64.6",",W","0",",W","23.12","W","32.49","W","13.75","W","350","W","340","W","18.3","W","26.8","W"
"USW00003104","2013","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.9","W","2232.1","","2232.1","W","10","W","3","W","0","","0","W","0","W","27","W","0","W","322","W","187","W","-6.6","W,0113,","0",",W,1231,+","0",",W,1231,+","29.7",",W,0825,","50.0","W,0629,","-1.0","W,1205","-3.8","W,1209","-6.0","W,1210","","","-0.5","W,0226","-3.8","W,0116","-6.6","W,0113","","","639.0","","639.0","W","48.7",",W","0",",W","22.59","W","31.82","W","13.36","W","270","W","290","W","16.5","W","22.8","W"
"USW00003104","2014","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.9","W","2332.6","","2332.6","W","9","W","1","W","0","","0","W","0","W","8","W","0","W","340","W","204","W","-4.9","W,1228,","0",",W,1231,+","0",",W,1231,+","7.4",",W,0803,","48.3","W,0723,","-2.7","W,1227","-2.7","W,1227","-4.9","W,1228","","","-1.6","W,0202","","","","","","","472.6","","472.6","W","17.3",",W","0",",W","23.53","W","32.81","W","14.25","W","140","W","290","W","14.8","W","21.9","W"
"USW00003104","2015","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.9","W","2321.8","","2321.8","W","14","W","7","W","0","","0","W","0","W","20","W","0","W","331","W","189","W","-6.6","W,0102,","0",",W,1231,+","0",",W,1231,+","13.5",",W,0718,","48.3","W,0618,","-0.5","W,1128","-4.3","W,1217","-6.0","W,1228","","","0.0","W,0123","-4.3","W,0103","-6.6","W,0102","","","439.6","","439.6","W","51.5",",W","0",",W","23.17","W","32.25","W","14.10","W","320","W","320","W","17.9","W","24.6","W"
"USW00003104","2016","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","2.9","W","2369.1","","2369.1","W","15","W","9","W","0","","","","0","W","11","W","0","W","326","W","206","W","-3.8","W,1218,","0",",W,1231,+","","","19.3",",W,0105,","49.4","W,0620,","0.0","W,1125","-3.8","W,1218","","","","","-0.5","W,0204","-2.7","W,0202","","","","","595.3","","595.3","W","89.6",",W","","","23.43","W","32.48","W","14.38","W","270","W","330","W","17.0","W","25.5","W"
"USW00003104","2017","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","3.0","W","2446.3","","2446.3","W","12","W","7","W","","","","","0","W","4","W","0","W","333","W","202","W","-0.5","W,1226,+","","","","","32.5",",W,0908,","50.6","W,0620,","0.0","W,1219","","","","","","","","","","","","","","","516.0","","516.0","W","85.4",",W","","","23.83","W","32.70","W","14.96","W","150","W","290","W","20.6","W","32.6","W"
