"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1INDV0001","2007","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","109","N","78","N","2","N","91",",N,1216,","61.7",",N,1018,","1066.0",",N","213",",N"
"US1INDV0001","2008","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","129","N","83","N","2","N","81",",N,0308,","74.9",",N,0319,","1370.7",",N","184",",N"
"US1INDV0001","2009","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","126","N","83","N","","","","","91.9",",N,1009,","1310.0",",N","",""
"US1INDV0001","2010","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","112","N","74","N","","","","","51.8",",N,1125,","1004.4",",N","",""
"US1INDV0001","2011","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","134","N","89","N","","","","","88.4",",N,0626,","1525.5",",N","",""
"US1INDV0001","2012","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","105","N","70","N","","","","","51.6",",N,0926,","875.9",",N","",""
"US1INDV0001","2013","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","120","N","80","N","","","","","110.0",",N,1222,","1492.2",",N","",""
"US1INDV0001","2014","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","125","N","81","N","5","N","74",",N,0205,","68.8",",N,1206,","1099.3",",N","350",",N"
"US1INDV0001","2015","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","121","N","76","N","4","N","91",",N,0217,","62.5",",N,0314,","1272.0",",N","335",",N"
"US1INDV0001","2016","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","126","N","86","N","3","N","104",",N,0120,","112.5",",N,0814,","1329.3",",N","267",",N"
"US1INDV0001","2017","38.6754","-87.19","145.1","WASHINGTON 1.5 NW, IN US","104","N","71","N","1","N","30",",N,0106,","70.1",",N,0505,","1002.4",",N","84",",N"
