"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COBN0012","2008","38.0685","-103.2331","1193.9","LAS ANIMAS .57 WNW, CO US","50","N","27","N","3","N","102",",N,0205,","51.8",",N,1012,","297.3",",N","248",",N"
