"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00227220","1949","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","","","","","0","","0","0","0",",0,1231,+","0",",0,1231,+","","","","","","","","","0",",0"
"USC00227220","1950","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","100","0","79","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","110.5",",0,0214,","","","","","1358.0",",0","0",",0"
"USC00227220","1952","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","84","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","67.3",",0,0303,","","","","","1420.2",",0","0",",0"
"USC00227220","1953","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","","","","","","","","","","","","","","","887.2","","887.2","0","","","",""
"USC00227220","1954","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","80","0","61","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","182.9",",0,0416,","","","","","989.8",",0","0",",0"
"USC00227220","1955","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","88","0","70","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","74.7",",0,0802,","","","","","1092.0",",0","0",",0"
"USC00227220","1956","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","95","0","79","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","78.2",",0,0815,","","","","","1419.2",",0","0",",0"
"USC00227220","1957","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","119","0","87","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","90.7",",0,1114,","","","","","1518.7",",0","0",",0"
"USC00227220","1958","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","103","0","89","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","70.1",",0,0519,","","","","","1451.7",",0","0",",0"
"USC00227220","1959","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","135","0","104","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","134.9",",0,0602,","","","","","1922.9",",0","0",",0"
"USC00227220","1960","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","99","0","71","0","","","","","","","","","113.3",",0,0507,","","","","","1343.9",",0","",""
"USC00227220","1961","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","108","0","95","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","226.3",",0,0218,","","","","","2542.9",",0","0",",0"
"USC00227220","1962","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","96","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","76.2",",0,0127,","","","","","1301.3",",0","0",",0"
"USC00227220","1963","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","94","0","58","0","","","0","0","","","0",",0,1231,+","55.4",",0,0713,","","","","","898.1",",0","0",",0"
"USC00227220","1964","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","108","0","82","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","90.7",",0,1211,","","","","","1709.1",",0","0",",0"
"USC00227220","1965","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","89","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","112.0",",0,0123,","","","","","1388.3",",0","0",",0"
"USC00227220","1966","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","112","0","86","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","95.8",",0,0902,","","","","","1671.8",",0","0",",0"
"USC00227220","1967","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","88","0","69","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","104.9",",0,0502,","","","","","1381.0",",0","0",",0"
"USC00227220","1968","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","90","0","77","0","1","","1","0","127",",0,0224,","112",",0,0224,","56.1",",0,1201,","","","","","1222.9",",0","112",",0"
"USC00227220","1969","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","89","0","72","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","99.3",",0,0818,","","","","","1409.0",",0","0",",0"
"USC00227220","1970","31.1775","-89.4155","115.2","PURVIS 2 N, MS US","91","0","76","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","60.7",",0,1007,","","","","","1539.5",",0","0",",0"
