"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00044534","1956","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1281.2","","1281.2","0","28","0","12","0","0","","0","0","0","0","24","0","0","0","223","0","119","0","-6.1","0,1222,","0",",0,1231,+","0",",0,1231,+","22.1",",0,0509,","45.6","0,0724,","","","-1.1","0,1121","-5.6","0,1209","-5.6","0,1209","","","0.0","0,0228","-3.3","0,0217","","","","","","","1289.8","","1289.8","0","","","","","87.2",",0","0",",0","18.11","0","25.67","0","10.56","0","",""
"USC00044534","1957","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1280.7","","1280.7","0","46","0","22","0","0","","0","0","0","0","22","0","0","0","217","0","110","0","-5.0","0,0110,","0",",0,1231,+","0",",0,1231,+","18.5",",0,1103,","44.4","0,0626,+","","","0.0","0,1203","","","","","","","-1.7","0,0204","-3.3","0,0128","-5.0","0,0110","","","","","1246.7","","1246.7","0","","","","","192.6",",0","0",",0","18.26","0","24.98","0","11.55","0","",""
"USC00044534","1958","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1327.5","","1327.5","0","","","","","","","","","","","","","","","",""
"USC00044534","1959","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1359.7","","1359.7","0","20","0","14","0","0","","0","0","0","0","18","0","0","0","261","0","118","0","-3.9","0,0104,","0",",0,1231,+","0",",0,1231,+","22.1",",0,0211,","45.6","0,0712,","2788.2","0","-1.1","0,1211","-2.8","0,1215","","","","","-0.6","0,0224","-3.9","0,0104","","","","","","","","","","","","","","","121.1",",0","0",",0","19.30","0","27.16","0","11.43","0","36384","0"
"USC00044534","1960","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1416.3","","1416.3","0","32","0","16","0","0","","0","0","0","0","22","0","0","0","230","0","127","0","-6.1","0,1230,+","0",",0,1231,+","0",",0,1231,+","33.8",",0,1106,","46.1","0,0721,","","","-3.3","0,1207","-3.3","0,1207","-6.1","0,1229","","","0.0","0,0119","-3.3","0,0118","-5.0","0,0117","","","","","1169.2","","1169.2","0","","","","","146.3",",0","0",",0","18.55","0","26.24","0","10.86","0","42581","0"
"USC00044534","1961","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1394.6","","1394.6","0","26","0","12","0","0","","0","0","0","0","20","0","0","0","229","0","116","0","-7.8","0,0107,","0",",0,1231,+","0",",0,1231,+","26.9",",0,1202,","46.7","0,0617,+","","","-1.1","0,1117","","","","","","","-3.3","0,0121","-3.3","0,0121","-5.6","0,0108","-7.8","0,0107","","","1317.9","","1317.9","0","","","","","120.1",",0","0",",0","18.45","0","25.81","0","11.08","0","38407","0"
"USC00044534","1962","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1309.6","","1309.6","0","32","0","13","0","0","","0","0","0","0","34","0","0","0","227","0","123","0","-8.3","0,1227,","0",",0,1231,+","0",",0,1231,+","30.5",",0,0210,","42.8","0,0816,+","","","-1.7","0,1130","-2.2","0,1225","-6.7","0,1226","-6.7","0,1226","-1.1","0,0301","-2.2","0,0227","","","","","","","1501.4","","1501.4","0","","","","","155.8",",0","0",",0","18.05","0","25.31","0","10.78","0","37243","0"
"USC00044534","1963","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1160.9","","1160.9","0","43","0","26","0","0","","0","0","0","0","34","0","0","0","220","0","102","0","-6.7","0,0113,","0",",0,1231,+","0",",0,1231,+","33.3",",0,0210,","41.1","0,0816,+","2415.8","0","-0.6","0,1211","-3.3","0,1213","-4.4","0,1223","","","0.0","0,0318","-2.8","0,0126","-4.4","0,0115","-6.7","0,0113","","","1276.0","","1276.0","0","","","","","228.4",",0","0",",0","17.51","0","24.27","0","10.74","0","38976","0"
"USC00044534","1964","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","1256.5","","1256.5","0","29","0","12","0","0","","0","0","0","0","28","0","0","0","220","0","113","0","-2.8","0,0109,+","0",",0,1231,+","0",",0,1231,+","26.2",",0,1029,","44.4","0,0626,","","","0.0","0,1117","-2.2","0,1214","","","","","0.0","0,0310","-2.2","0,0116","","","","","","","1507.5","","1507.5","0","","","","","112.2",",0","0",",0","17.92","0","25.21","0","10.62","0","45244","0"
"USC00044534","1965","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","919.2","","919.2","0","41","0","22","0","0","","0","0","0","0","27","0","0","0","219","0","93","0","-5.6","0,1223,","0",",0,1231,+","0",",0,1231,+","15.0",",0,1229,","40.0","0,0807,+","","","0.0","0,1129","-2.2","0,1215","-5.0","0,1218","","","0.0","0,0215","","","","","","","","","1342.9","","1342.9","0","","","","","195.4",",0","0",",0","17.04","0","24.13","0","9.94","0","43078","0"
