"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094143","1985","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","172.0","","172.0","0","56","0","33","0","144","","17","0","86","0","212","0","128","0","124","0","28","0","-37.8","0,0201,","635",",0,0307,+","127",",0,0327,+","16.5",",0,0121,","37.2","0,0709,+","-3.3","0,0920","-3.3","0,0920","-5.6","0,0923","-8.9","0,0929","-8.9","0,0929","-2.8","0,0514","-2.8","0,0514","-8.3","0,0513","-8.3","0,0513","-8.9","0,0331","5503.9","","5503.9","0","243.3",",0","1030",",0","3.08","0","11.33","0","-5.17","0","","","","","","","",""
"USW00094143","1986","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","137.2","","137.2","0","65","0","38","0","","","","","28","0","207","0","47","0","124","0","31","0","-26.7","0,0207,","","","","","20.1",",0,0218,","36.7","0,0818,","-0.6","0,0919","-4.4","0,0921","-4.4","0,0921","-6.7","0,0929","-11.1","0,1012","-2.2","0,0706","-2.2","0,0706","-5.6","0,0523","-6.7","0,0430","-18.9","0,0214","4907.8","","4907.8","0","287.4",",0","","","6.45","0","14.72","0","-1.83","0","","","","","","","",""
"USW00094143","1987","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","109.4","","109.4","0","57","0","23","0","29","","3","0","30","0","194","0","44","0","152","0","25","0","-27.2","0,0117,+","51",",0,1231,+","51",",0,0223,","24.1",",0,0516,","36.1","0,0715,","0.0","0,0817","-2.8","0,0917","-5.0","0,0918","-10.0","0,1011","-10.0","0,1011","-2.2","0,0602","-2.2","0,0602","-5.0","0,0420","-10.0","0,0413","-10.0","0,0413","4335.3","","4335.3","0","202.2",",0","196",",0","7.00","0","16.04","0","-2.04","0","","","","","","","",""
"USW00094143","1988","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","252.1","","252.1","0","","","","","84","","","","35","0","210","0","65","0","144","0","59","0","-33.3","0,1227,","254",",0,1231,+","","","","","37.8","0,0721,+","-1.7","0,0915","-5.0","0,0918","-5.0","0,0918","-7.2","0,1028","-9.4","0,1107","0.0","0,0608","-3.9","0,0520","-5.0","0,0503","-7.2","0,0502","-8.9","0,0411","4496.2","","4496.2","0","","","","","6.46","0","15.58","0","-2.66","0","","","","","","","",""
"USW00094143","1989","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","158.1","","158.1","0","48","0","25","0","112","","7","0","51","0","202","0","67","0","138","0","29","0","-32.8","0,0207,","406",",0,0222,+","76",",0,1126,+","23.6",",0,0927,","37.2","0,0719,+","0.0","0,0910","-3.9","0,0913","-6.7","0,1016","-6.7","0,1016","-8.9","0,1029","-3.3","0,0621","-3.3","0,0621","-4.4","0,0526","-7.2","0,0426","-11.1","0,0410","4907.8","","4907.8","0","176.8",",0","407",",0","5.26","0","13.83","0","-3.32","0","","","","","","","",""
"USW00094143","1990","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","207.3","","207.3","0","38","0","19","0","72","","6","0","38","0","187","0","55","0","138","0","41","0","-38.9","0,1222,","152",",0,0129,+","102",",0,0114,","17.8",",0,0610,","38.3","0,0808,","-1.1","0,1003","-7.2","0,1008","-7.2","0,1008","-7.2","0,1008","-11.1","0,1017","-1.1","0,0613","-2.8","0,0510","-7.2","0,0501","-7.2","0,0501","-8.9","0,0326","4398.2","","4398.2","0","164.9",",0","370",",0","6.46","0","15.11","0","-2.20","0","","","","","","","",""
"USW00094143","1991","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","197.6","","197.6","0","","","","","64","","4","0","30","0","204","0","54","0","136","0","40","0","-28.9","0,0130,","102",",0,0112,+","51",",0,1117,+","","","36.1","0,0704,","-1.1","0,0915","-6.7","0,1004","-6.7","0,1004","-6.7","0,1004","-8.9","0,1024","0.0","0,0615","-3.9","0,0528","-4.4","0,0505","-7.8","0,0414","-11.7","0,0408","4696.1","","4696.1","0","","","236",",0","6.35","0","14.81","0","-2.11","0","","","","","","","",""
"USW00094143","1992","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","186.4","","186.4","0","","","","","42","","8","0","30","0","201","0","51","0","150","0","30","0","-33.3","0,1204,","457",",0,1231,+","203",",0,1230,+","","","38.3","0,0802,","-0.6","0,0824","-3.3","0,0825","-4.4","0,0826","-7.8","0,1007","-10.0","0,1103","-5.6","0,0512","-5.6","0,0512","-5.6","0,0512","-10.6","0,0424","-10.6","0,0424","4023.2","","4023.2","0","","","801",",0","7.28","0","16.27","0","-1.72","0","","","","","","","",""
"USW00094143","1993","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","19.2","","19.2","0","","","","","","","","","50","0","209","0","86","0","115","0","2","0","-32.8","0,0217,","","","","","","","32.8","0,0728,","-1.7","0,0827","-3.3","0,0831","-4.4","0,0921","-8.3","0,0922","-9.4","0,1029","-1.7","0,0718","-3.9","0,0509","-4.4","0,0428","-6.7","0,0420","-9.4","0,0323","5233.5","","5233.5","0","","","","","3.62","0","11.68","0","-4.44","0","","","","","","","",""
"USW00094143","1994","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","181.7","","181.7","0","","","","","88","","","","25","0","198","0","54","0","141","0","45","0","-25.0","0,1210,","152",",0,0223,+","","","","","36.7","0,0804,","-0.6","0,0905","-2.8","0,0922","-5.0","0,1019","-7.8","0,1022","-11.1","0,1029","-2.8","0,0617","-2.8","0,0617","-4.4","0,0430","-7.8","0,0429","-10.0","0,0408","4631.8","","4631.8","0","","","","","6.74","0","15.38","0","-1.91","0","","","","","","","",""
"USW00094143","1995","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","87.1","","87.1","0","","","","","","","","","15","0","206","0","35","0","110","0","13","0","-25.6","0,0104,","","","","","","","35.0","0,0806,+","-0.6","0,0819","-5.0","0,0921","-5.0","0,0921","-8.3","0,0922","-9.4","0,1013","0.0","0,0607","-6.7","0,0424","-6.7","0,0424","-6.7","0,0424","-11.7","0,0416","4584.2","","4584.2","0","","","","","6.35","0","14.15","0","-1.46","0","","","","","","","",""
"USW00094143","1996","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","143.8","","143.8","0","84","0","36","0","72","","17","0","21","0","217","0","49","0","124","0","36","0","-35.0","0,0203,","279",",0,0128,+","102",",0,0127,","20.3",",0,0516,","37.2","0,0811,","-4.4","0,0906","-4.4","0,0906","-4.4","0,0906","-10.0","0,1016","-10.0","0,1016","-1.1","0,0619","-2.2","0,0531","-6.7","0,0428","-6.7","0,0428","-8.9","0,0419","4516.8","","4516.8","0","256.9",",0","1020",",0","6.11","0","14.45","0","-2.23","0","","","","","","","",""
"USW00094143","1997","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","97.2","","97.2","0","","","","","","","","","23","0","209","0","43","0","129","0","13","0","-24.4","0,1211,","","","","","","","35.0","0,0803,","-1.1","0,0917","-3.3","0,0928","-4.4","0,1011","-6.7","0,1012","-12.2","0,1025","-0.6","0,0703","-3.3","0,0519","-5.6","0,0509","-10.6","0,0413","-10.6","0,0413","4488.9","","4488.9","0","","","","","6.08","0","14.22","0","-2.07","0","","","","","","","",""
"USW00094143","1998","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","202.6","","202.6","0","95","0","34","0","","","16","0","19","0","205","0","42","0","116","0","35","0","-33.3","0,1221,","","","127",",0,0214,","17.8",",0,0912,+","38.3","0,0717,","-1.1","0,0923","-2.8","0,1003","-6.1","0,1005","-9.4","0,1011","-9.4","0,1011","-0.6","0,0627","-3.3","0,0605","-6.7","0,0427","-6.7","0,0427","-8.9","0,0418","4672.4","","4672.4","0","279.8",",0","941",",0","6.19","0","13.87","0","-1.49","0","","","","","","","",""
"USW00094143","1999","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","110.6","","110.6","0","64","0","24","0","74","","13","0","23","0","224","0","56","0","131","0","23","0","-26.1","0,0130,","254",",0,0222,+","102",",0,0221,","14.2",",0,0529,","36.1","0,0727,","0.0","0,0901","-2.8","0,0908","-4.4","0,0926","-7.8","0,0928","-9.4","0,0929","-1.1","0,0626","-4.4","0,0609","-4.4","0,0609","-7.8","0,0511","-10.6","0,0416","4706.3","","4706.3","0","182.6",",0","626",",0","5.79","0","14.37","0","-2.78","0","","","","","","","",""
"USW00094143","2000","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","178.4","","178.4","0","63","0","19","0","68","","8","0","26","0","211","0","62","0","131","0","39","0","-25.0","0,0130,","127",",0,0205,+","76",",0,0118,","17.3",",0,0507,","38.9","0,0801,+","-3.3","0,0907","-3.3","0,0907","-5.6","0,0923","-9.4","0,0924","-9.4","0,0924","-1.1","0,0617","-3.3","0,0512","-4.4","0,0501","-7.8","0,0430","-11.1","0,0408","4352.8","","4352.8","0","163.9",",0","535",",0","6.23","0","14.71","0","-2.24","0","","","","","","","",""
"USW00094143","2001","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","202.7","","202.7","0","56","0","19","0","109","","16","0","54","0","211","0","84","0","147","0","37","0","-28.9","0,1226,","279",",0,1215,+","127",",0,0223,","14.0",",0,0223,","37.8","0,0703,","0.0","0,0907","-2.2","0,0910","-5.6","0,1005","-8.3","0,1006","-10.6","0,1010","0.0","0,0614","-2.8","0,0605","-6.7","0,0521","-6.7","0,0521","-11.7","0,0410","4986.3","","4986.3","0","133.2",",0","764",",0","5.71","0","14.60","0","-3.17","0","","","","","","","",""
"USW00094143","2002","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","211.2","","211.2","0","","","","","84","","","","51","0","224","0","80","0","120","0","32","0","-29.4","0,0226,","330",",0,0105,+","","","","","40.6","0,0713,","0.0","0,0909","-5.0","0,0922","-5.0","0,0922","-11.7","0,1012","-11.7","0,1012","-1.7","0,0611","-2.2","0,0517","-4.4","0,0512","-10.0","0,0509","-10.0","0,0509","5101.4","","5101.4","0","","","","","4.73","0","13.19","0","-3.74","0","","","","","","","",""
"USW00094143","2003","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","298.7","","298.7","0","","","","","","","","","13","0","208","0","31","0","141","0","52","0","-23.3","0,1105,","","","","","","","38.9","0,0723,+","-2.2","0,0913","-2.2","0,0913","-5.0","0,0914","-7.2","0,0918","-9.4","0,1011","-7.8","0,0520","-7.8","0,0520","-7.8","0,0520","-7.8","0,0520","-9.4","0,0408","4412.7","","4412.7","0","","","","","7.42","0","15.99","0","-1.16","0","","","","","","","",""
"USW00094143","2004","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","148.3","","148.3","0","","","","","71","","7","0","30","0","194","0","67","0","132","0","20","0","-32.8","0,0105,","254",",0,0217,+","102",",0,1231,+","","","35.0","0,0801,+","-1.1","0,0904","-3.3","0,1011","-4.4","0,1025","-10.0","0,1101","-10.0","0,1101","-1.7","0,0525","-6.7","0,0430","-6.7","0,0430","-6.7","0,0430","-9.4","0,0329","4570.8","","4570.8","0","","","453",",0","6.14","0","13.91","0","-1.62","0","","","","","","","",""
"USW00094143","2005","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","163.1","","163.1","0","71","0","28","0","105","","8","0","35","0","210","0","66","0","110","0","37","0","-34.4","0,1207,","406",",0,0110,+","127",",0,0107,","16.8",",0,0516,","37.8","0,0715,","0.0","0,0901","-3.3","0,0914","-4.4","0,0919","-7.2","0,1005","-9.4","0,1006","0.0","0,0619","-2.2","0,0609","-7.8","0,0416","-7.8","0,0416","-9.4","0,0415","4694.1","","4694.1","0","249.3",",0","698",",0","5.38","0","13.58","0","-2.82","0","","","","","","","",""
"USW00094143","2007","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4375.1","","4375.1","0","","","","","","","","","","","","","","","","","",""
"USW00094143","2008","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","137.9","","137.9","0","59","0","20","0","110","","18","0","47","0","229","0","79","0","124","0","37","0","-34.4","0,0122,","508",",0,0206,+","178",",0,1225,","18.3",",0,1225,","36.7","0,0720,","-1.1","0,0902","-5.0","0,0924","-5.0","0,0924","-7.2","0,1009","-8.9","0,1014","-1.7","0,0613","-2.2","0,0608","-5.6","0,0513","-6.7","0,0502","-10.6","0,0427","","","","","173.8",",0","1289",",0","4.34","0","13.15","0","-4.46","0","","","","","","","",""
"USW00094143","2009","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","110.4","","110.4","0","75","0","37","0","92","","13","0","40","0","213","0","75","0","121","0","28","0","-31.7","0,0104,","406",",0,0127,+","102",",0,0125,","26.4",",0,1004,","36.7","0,0821,+","-3.3","0,0908","-3.3","0,0908","-5.6","0,1002","-10.6","0,1011","-10.6","0,1011","-0.6","0,0623","-5.0","0,0521","-5.0","0,0521","-6.7","0,0509","-9.4","0,0406","4866.2","","4866.2","0","264.7",",0","675",",0","4.83","0","12.97","0","-3.31","0","","","","","","","",""
"USW00094143","2010","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","109.1","","109.1","0","90","0","32","0","120","","20","0","32","0","225","0","74","0","118","0","26","0","-32.2","0,0107,","406",",0,0126,","178",",0,1219,","27.9",",0,0422,","36.7","0,0716,","-0.6","0,0903","-2.8","0,0907","-7.8","0,1012","-7.8","0,1012","-11.7","0,1121","-3.3","0,0618","-3.3","0,0618","-4.4","0,0521","-8.3","0,0507","-9.4","0,0410","5034.4","","5034.4","0","284.9",",0","1350",",0","5.15","0","13.23","0","-2.93","0","","","","","","","",""
"USW00094143","2011","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","117.0","","117.0","7","62","7","22","7","72","","3","7","33","7","223","7","65","7","118","7","26","7","-31.1","7,0102,+","330",",7,0115,+","25",",7,0407,+","29.2",",7,1006,","35.6","7,0826,+","-1.1","7,0902","-3.3","7,1010","-4.4","7,1018","-7.8","7,1025","-11.1","7,1028","-3.9","7,0617","-3.9","7,0617","-9.4","7,0502","-9.4","7,0502","-9.4","7,0502","5069.7","","5069.7","7","180.0",",7","205",",7","4.75","7","13.04","7","-3.53","7","","","","","","","",""
"USW00094143","2012","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","216.4","","216.4","7","59","7","22","7","20","","6","7","16","7","213","7","41","7","145","7","44","7","-24.4","7,1225,","76",",7,1231,+","76",",7,0229,","14.0",",7,0714,","37.2","7,0712,","0.0","7,0903","-4.4","7,0913","-4.4","7,0913","-9.4","7,1004","-9.4","7,1004","0.0","7,0627","-5.6","7,0607","-5.6","7,0607","-6.7","7,0511","-10.0","7,0408","4415.4","","4415.4","7","178.0",",7","305",",7","7.11","7","15.98","7","-1.77","7","","","","","","","",""
"USW00094143","2013","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","273.1","","273.1","7","43","7","13","7","87","","5","7","42","7","213","7","66","7","125","7","53","7","-33.9","7,0113,","229",",7,0129,+","89",",7,0127,","6.1",",7,0110,","37.8","7,0710,+","-3.3","7,0919","-3.3","7,0919","-5.6","7,1001","-8.3","7,1005","-10.6","7,1016","-0.6","7,0615","-6.7","7,0502","-6.7","7,0502","-6.7","7,0502","-14.4","7,0423","4676.7","","4676.7","7","77.6",",7","280",",7","5.51","7","14.14","7","-3.11","7","","","","","","","",""
"USW00094143","2014","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","178.2","","178.2","7","71","7","22","7","28","","8","7","22","7","201","7","38","7","138","7","24","7","-31.1","7,1231,","127",",7,1231,+","140",",7,1224,","17.8",",7,0804,","36.1","7,0706,+","-0.6","7,0905","-3.9","7,0912","-6.7","7,1017","-6.7","7,1017","-8.9","7,1104","-1.1","7,0618","-7.8","7,0513","-7.8","7,0513","-7.8","7,0513","-10.6","7,0414","4541.5","","4541.5","7","239.3",",7","458",",7","7.01","7","15.34","7","-1.31","7","","","","","","","",""
"USW00094143","2015","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","198.0","","198.0","7","72","7","18","7","50","","10","7","23","7","192","7","42","7","142","7","29","7","-31.1","7,1231,","203",",7,1231,+","127",",7,1213,","15.7",",7,0516,","38.3","7,0629,+","-2.2","7,0906","-2.2","7,0906","-4.4","7,0919","-7.2","7,1028","-10.0","7,1107","-0.6","7,0728","-2.2","7,0511","-5.0","7,0428","-6.7","7,0427","-10.0","7,0407","4056.8","","4056.8","7","181.6",",7","391",",7","7.39","7","15.81","7","-1.04","7","","","","","","","",""
"USW00094143","2016","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","150.5","","150.5","7","80","7","29","7","83","","14","7","31","7","194","7","67","7","130","7","36","7","-31.1","7,0101,","356",",7,1225,","191",",7,1216,","17.5",",7,1216,","36.7","7,0628,","-2.2","7,0906","-2.2","7,0906","-8.9","7,1012","-8.9","7,1012","-8.9","7,1012","-1.1","7,0529","-3.3","7,0512","-5.6","7,0511","-7.2","7,0401","-8.9","7,0326","4533.4","","4533.4","7","245.8",",7","813",",7","6.21","7","14.28","7","-1.86","7","","","","","","","",""
"USW00094143","2017","43.5316","-112.9422","1505.1","IDAHO FALLS 46 W, ID US","206.1","","206.1","7","80","7","35","7","96","","19","7","34","7","196","7","65","7","118","7","42","7","-33.3","7,0107,+","508",",7,0128,+","178",",7,0224,","30.0",",7,0915,","37.8","7,0705,","-2.2","7,0923","-2.2","7,0923","-5.0","7,1003","-7.8","7,1009","-11.1","7,1014","0.0","7,0527","-2.2","7,0520","-7.2","7,0429","-7.2","7,0429","-9.4","7,0307","4784.9","","4784.9","7","294.7",",7","1014",",7","5.70","7","13.57","7","-2.17","7","","","","","","","",""
