"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00115059","1993","42.30972","-87.99083","219.5","LIBERTYVILLE, IL US","","","","","995.3",",0","",""
"USC00115059","1994","42.30972","-87.99083","219.5","LIBERTYVILLE, IL US","8","0","203",",0,0228,","","","896",",0"
