"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00042964","1924","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","340.5","","340.5","6","","","","","","","","","6","6","148","6","11","6","167","6","45","6","-23.3","6,1225,","","","","","","","39.4","6,0629,","","","-1.1","6,0920","-2.2","6,1011","-4.4","6,1105","-7.2","6,1111","-13.9","6,1217","-2.2","6,0505","-2.2","6,0505","-4.4","6,0325","-6.7","6,0124","-10.0","6,0122","2854.5","","2854.5","6","","","","","10.86","6","18.95","6","2.77","6","",""
"USC00042964","1925","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","198.4","","198.4","6","","","","","","","","","0","6","148","6","0","6","152","6","31","6","-15.0","6,0116,","","","","","","","38.9","6,0717,","","","-1.1","6,0818","-4.4","6,1023","-4.4","6,1023","-7.2","6,1104","","","-1.1","6,0425","-3.9","6,0402","-5.0","6,0324","-6.7","6,0310","-15.0","6,0116","2986.1","","2986.1","6","","","","","10.50","6","18.50","6","2.49","6","",""
"USC00042964","1926","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","208.8","","208.8","6","","","","","","","","","0","6","125","6","1","6","181","6","43","6","-13.9","6,1223,","","","","","","","36.7","6,0823,+","","","-2.2","6,0917","-2.2","6,0917","-5.6","6,1007","-10.6","6,1213","-10.6","6,1213","0.0","6,0524","-3.3","6,0325","-5.6","6,0216","-7.2","6,0126","-9.4","6,0125","2911.3","","2911.3","6","","","","","11.30","6","19.81","6","2.80","6","33145","6"
"USC00042964","1927","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","123.5","","123.5","6","85","6","50","6","","","","","0","6","156","6","3","6","144","6","27","6","-12.2","6,1213,+","","","","","33.3",",6,1109,","36.7","6,0722,","","","0.0","6,0829","-2.2","6,0912","-5.0","6,1005","-9.4","6,1206","-9.4","6,1206","-2.8","6,0528","-2.8","6,0528","-5.6","6,0318","-7.2","6,0314","-11.7","6,0122","3066.6","","3066.6","6","580.6",",6","","","9.63","6","17.67","6","1.58","6","34074","6"
"USC00042964","1928","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","192.2","","192.2","6","66","6","43","6","","","","","8","6","158","6","2","6","170","6","41","6","-20.6","6,1222,","","","","","42.4",",6,0326,","41.1","6,0724,","","","-0.6","6,0908","-5.6","6,1012","-5.6","6,1012","-6.7","6,1028","-12.8","6,1210","-0.6","6,0502","-2.2","6,0501","-4.4","6,0403","-7.8","6,0225","-10.0","6,0122","3017.0","","3017.0","6","438.6",",6","","","10.29","6","18.95","6","1.63","6","",""
"USC00042964","1929","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","153.0","","153.0","6","","","","","","","","","0","6","170","6","2","6","155","6","44","6","-13.9","6,0207,","","","","","","","38.9","6,0813,","","","0.0","6,0901","-2.2","6,0924","-6.7","6,1029","-6.7","6,1029","-10.0","6,1112","0.0","6,0531","-5.6","6,0409","-5.6","6,0409","-12.2","6,0408","-12.2","6,0408","3344.7","","3344.7","6","","","","","9.88","6","19.09","6","0.68","6","",""
"USC00042964","1930","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","","","","","","","","","","","","","","","","","10","6","155","6","34","6","","","","","","","","","37.2","6,0714,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.58","6","","","26835","6"
"USC00042964","1931","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","","","","","67","6","35","6","","","","","0","6","172","6","4","6","178","6","51","6","-15.0","6,1215,+","","","","","50.8",",6,1224,","39.4","6,0803,+","","","-0.6","6,0908","-3.3","6,0923","-5.0","6,1108","-7.2","6,1111","-10.6","6,1113","-0.6","6,0629","-3.9","6,0424","-5.0","6,0401","-7.2","6,0306","-8.9","6,0305","3068.6","","3068.6","6","467.6",",6","","","10.27","6","19.13","6","1.42","6","31608","6"
"USC00042964","1932","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","202.0","","202.0","6","66","6","27","6","","","","","6","6","164","6","13","6","153","6","46","6","-27.2","6,1210,","","","","","23.6",",6,1222,","38.9","6,0805,+","","","0.0","6,1009","-2.2","6,1016","-4.4","6,1018","-6.7","6,1029","-19.4","6,1208","0.0","6,0427","-5.6","6,0421","-5.6","6,0421","-6.7","6,0222","-13.9","6,0218","","","","","213.3",",6","","","9.27","6","17.89","6","0.65","6","",""
"USC00042964","1933","41.008","-121.435","1005.8","FALL RIVER MILLS, CA US","225.2","","225.2","6","72","6","40","6","","","","","12","6","164","6","8","6","158","6","52","6","-26.1","6,0206,","","","","","26.7",",6,0118,","40.0","6,0814,","","","0.0","6,0914","-2.8","6,1018","-5.6","6,1020","-6.7","6,1105","-8.9","6,1129","0.0","6,0509","-3.3","6,0505","-6.1","6,0409","-6.7","6,0408","-9.4","6,0226","3647.2","","3647.2","6","413.1",",6","","","8.89","6","17.89","6","-0.11","6","26698","6"
