"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1CODG0025","2003","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","83","N","39","N","61","","21","N","1168",",N,0320,","737",",N,0319,","63.5",",N,0319,","432.9",",N","2703",",N"
"US1CODG0025","2004","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","109","N","63","N","73","","28","N","234",",N,0212,","193",",N,1101,","44.2",",N,0819,","594.2",",N","2332",",N"
"US1CODG0025","2005","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","95","N","51","N","","","","","","","","","53.3",",N,0411,","549.5",",N","",""
"US1CODG0025","2006","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","97","N","57","N","","","24","N","","","635",",N,1221,","66.5",",N,0704,","608.3",",N","2511",",N"
"US1CODG0025","2007","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","108","N","64","N","","","33","N","","","470",",N,0425,","45.2",",N,0425,","574.8",",N","3272",",N"
"US1CODG0025","2008","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","98","N","46","N","","","26","N","","","203",",N,0303,","35.6",",N,0817,","434.9",",N","2244",",N"
"US1CODG0025","2009","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","112","N","53","N","","","31","N","","","445",",N,1029,","41.4",",N,0626,","704.7",",N","3384",",N"
"US1CODG0025","2010","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","87","N","41","N","","","24","N","","","404",",N,0424,","41.1",",N,0324,","463.6",",N","2348",",N"
"US1CODG0025","2011","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","104","N","51","N","78","","26","N","368",",N,1222,","231",",N,1222,","31.0",",N,0512,","550.3",",N","2516",",N"
"US1CODG0025","2012","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","82","N","39","N","","","21","N","","","411",",N,0204,","66.0",",N,0607,","485.0",",N","2109",",N"
"US1CODG0025","2013","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","102","N","52","N","65","","25","N","305",",N,0225,","292",",N,0225,","63.0",",N,0823,","637.6",",N","2427",",N"
"US1CODG0025","2014","39.4617","-104.8911","1980.0","CASTLE PINES 2.2 NNE, CO US","121","N","61","N","73","","30","N","216",",N,0512,","216",",N,0512,","47.5",",N,0712,","695.5",",N","2615",",N"
