"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00273658","1993","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","120","0","74","0","98","","22","0","","","","","","","","","","","","","813",",0,0316,+","559",",0,0314,","51.8",",0,1129,","","","","","","","","","","","","","","","","","","","","","","","1167.0",",0","2600",",0","","","","","",""
"USC00273658","1994","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","114","0","77","0","","","24","0","","","","","","","","","","","","","","","203",",0,0304,","78.7",",0,0924,","","","","","","","","","","","","","","","","","","","","","","","1290.3",",0","2193",",0","","","","","",""
"USC00273658","1995","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","100","0","65","0","","","14","0","","","","","","","","","","","","","","","356",",0,0205,","90.7",",0,1022,","","","","","","","","","","","","","","","","","","","","","","","1115.2",",0","1509",",0","","","","","",""
"USC00273658","1997","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","109","0","71","0","120","","20","0","","","","","","","","","","","","","559",",0,0401,","559",",0,0401,","71.1",",0,1102,","","","","","","","","","","","","","","","","","","","","","","","1101.3",",0","2236",",0","","","","","",""
"USC00273658","1998","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","","","","","","","8","0","","","","","","","","","","","","","","","178",",0,1230,+","","","","","","","","","","","","","","","","","","","","","","","","","","","820",",0","","","","","",""
"USC00273658","1999","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","96","0","74","0","80","","9","0","","","","","","","","","","","","","279",",0,0316,+","229",",0,0307,","144.8",",0,0917,","","","","","","","","","","","","","","","","","","","","","","","1175.5",",0","815",",0","","","","","",""
"USC00273658","2003","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","109","0","85","0","130","","25","0","","","","","","","","","","","","","1067",",0,0218,","559",",0,0218,","49.0",",0,0924,","","","","","","","","","","","","","","","","","","","","","","","1374.1",",0","2653",",0","","","","","",""
"USC00273658","2004","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","90","0","70","0","95","","12","0","","","","","","","","","","","","","229",",0,0204,","178",",0,0317,","108.7",",0,0402,","","","","","","","","","","","","","","","","","","","","","","","1086.8",",0","1015",",0","","","","","",""
"USC00273658","2005","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","","","","","117","","24","0","","","","","","","","","","","","","533",",0,0124,+","406",",0,0123,","","","","","","","","","","","","","","","","","","","","","","","","","","","2718",",0","","","","","",""
"USC00273658","2006","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","107","0","77","0","53","","9","0","","","","","","","","","","","","","203",",0,0213,+","216",",0,0213,","67.3",",0,1109,","","","","","","","","","","","","","","","","","","","","","","","1426.4",",0","903",",0","","","","","",""
"USC00273658","2007","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","93","0","65","0","","","","","","","","","","","","","","","","","","","","","108.5",",0,0416,","","","","","","","","","","","","","","","","","","","","","","","1078.4",",0","","","","","","","",""
"USC00273658","2009","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","99","0","90","0","105","","","","","","","","","","","","","","","","559",",0,0130,+","","","55.4",",0,1115,","","","","","","","","","","","","","","","","","","","","","","","1165.5",",0","","","","","","","",""
"USC00273658","2010","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","92","0","68","0","80","","15","0","","","","","","","","","","","","","406",",0,0225,","254",",0,0225,","74.2",",0,0315,","","","","","","","","","","","","","","","","","","","","","","","1121.9",",0","1486",",0","","","","","",""
"USC00273658","2012","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","","","","","39","","14","7","","","","","","","","","","","","","381",",7,0303,","229",",7,0301,","","","","","","","","","","","","","","","","","","","","","","","","","1119.9",",7","1306",",7","","","","","",""
"USC00273658","2013","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","","","","","112","","20","7","","","","","","","","","","","","","762",",7,0210,+","762",",7,0209,","","","","","","","","","","","","","","","","","","","","","","","","","1034.1",",7","2749",",7","","","","","",""
"USC00273658","2014","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","159.7","","159.7","7","108","7","71","7","97","","19","7","15","7","140","7","61","7","108","7","0","7","-22.2","7,0104,","711",",7,0220,","292",",7,0214,","73.4",",7,1023,","31.7","7,0703,","-0.6","7,1020","-2.2","7,1108","-5.6","7,1115","-7.8","7,1119","-12.2","7,1129","-2.8","7,0420","-2.8","7,0420","-6.1","7,0418","-6.7","7,0417","-10.0","7,0328","1329.6",",7","2027",",7","7.16","7","12.52","7","1.81","7"
"USC00273658","2015","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","96","7","68","7","100","","22","7","21","7","145","7","","","","","","","-23.9","7,0224,","965",",7,0215,","445",",7,0129,","65.8",",7,0826,","","","0.0","7,0927","-3.3","7,1018","-4.4","7,1019","-6.7","7,1118","","","-0.6","7,0502","-2.8","7,0410","-5.6","7,0402","-7.8","7,0329","-12.8","7,0325","1211.3",",7","2462",",7","","","","","1.98","7"
"USC00273658","2016","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","","","","","","","","","82","","19","7","","","","","","","","","","","","","229",",7,0216,","178",",7,1218,","","","","","","","","","","","","","","","","","","","","","","","","","942.8",",7","1530",",7","","","","","",""
