"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003929","1955","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","827.7","","827.7","X","86","X","51","X","26","","6","X","3","X","114","X","32","X","183","X","49","X","-19.4","X,0212,","152",",X,0119,","135",",X,0321,","61.5",",X,1004,","37.8","X,0730,","0.0","X,1024","-3.9","X,1102","-6.1","X,1103","-12.2","X,1116","-12.2","X,1116","-0.6","X,0329","-5.6","X,0328","-5.6","X,0328","-6.7","X,0327","-16.1","X,0326","2609.2","","2609.2","X","776.9",",X","594",",X","12.73","X","18.39","X","7.07","X","","","","","","","","","","","",""
"USW00003929","1956","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","937.4","","937.4","X","79","X","48","X","33","","8","X","0","X","110","X","30","X","186","X","58","X","-17.2","X,0203,","229",",X,0204,+","160",",X,0129,","46.2",",X,1104,","38.3","X,0817,+","-1.7","X,1108","-2.2","X,1109","-6.1","X,1116","-7.8","X,1122","-10.6","X,1209","-2.2","X,0424","-2.2","X,0424","-5.0","X,0330","-7.2","X,0313","-10.6","X,0312","3003.7","","3003.7","X","529.5",",X","658",",X","13.27","X","19.14","X","7.40","X","","","","","","","","","","","",""
"USW00003929","1957","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","729.0","","729.0","X","110","X","56","X","17","","6","X","0","X","101","X","19","X","160","X","36","X","-16.7","X,0114,","76",",X,0130,+","51",",X,0222,","121.4",",X,0920,","37.8","X,0728,","-1.1","X,1025","-3.9","X,1026","-4.4","X,1109","-8.3","X,1130","-10.0","X,1210","-1.1","X,0414","-3.9","X,0413","-5.6","X,0412","-7.8","X,0308","-14.4","X,0130","2686.4","","2686.4","X","821.9",",X","297",",X","12.50","X","17.38","X","7.62","X","","","","","","","","","","","",""
"USW00003929","1958","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","660.5","","660.5","X","110","X","71","X","42","","8","X","2","X","100","X","42","X","170","X","21","X","-19.4","X,0216,","229",",X,0123,+","163",",X,1127,","74.4",",X,0730,","37.2","X,0829,","-0.6","X,1117","-2.2","X,1118","-7.8","X,1126","-7.8","X,1126","-10.6","X,1128","-2.8","X,0321","-2.8","X,0321","-4.4","X,0316","-6.7","X,0220","-12.8","X,0219","2991.4","","2991.4","X","1083.0",",X","702",",X","11.95","X","16.87","X","7.03","X","","","","","","","","","","","",""
"USW00003929","1959","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","800.5","","800.5","X","100","X","50","X","22","","8","X","4","X","107","X","28","X","166","X","36","X","-25.0","X,0104,","152",",X,0123,+","114",",X,0120,","56.4",",X,1004,","36.7","X,0803,","0.0","X,1028","-7.8","X,1105","-7.8","X,1105","-7.8","X,1105","-9.4","X,1106","-1.7","X,0409","-3.9","X,0322","-4.4","X,0316","-6.7","X,0221","-12.2","X,0220","2800.3","","2800.3","X","734.6",",X","562",",X","12.50","X","17.79","X","7.21","X","","","","","23","X","","","","","25.2","X"
"USW00003929","1960","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","726.5","","726.5","X","108","X","63","X","55","","9","X","4","X","117","X","48","X","179","X","32","X","-18.9","X,0305,+","406",",X,0317,+","168",",X,0314,","86.9",",X,0429,","36.1","X,0805,","-2.8","X,1020","-2.8","X,1020","-5.0","X,1109","-7.2","X,1110","-8.9","X,1130","-1.7","X,0410","-2.2","X,0326","-7.8","X,0325","-7.8","X,0325","-8.9","X,0321","3211.8","","3211.8","X","926.4",",X","1063",",X","11.86","X","17.02","X","6.70","X","","","","","180","X","","","","","21.1","X"
"USW00003929","1961","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","597.6","","597.6","X","108","X","81","X","31","","7","X","6","X","109","X","33","X","147","X","19","X","-22.2","X,1213,","127",",X,1214,+","203",",X,0409,","118.6",",X,0913,","34.4","X,0718,","-1.1","X,1020","-3.3","X,1103","-5.6","X,1205","-12.2","X,1210","-12.2","X,1210","-1.1","X,0416","-2.2","X,0316","-7.2","X,0225","-7.2","X,0225","-9.4","X,0219","2785.7","","2785.7","X","1599.2",",X","557",",X","11.59","X","16.69","X","6.50","X","","","","","293","X","","","","","21.6","X"
"USW00003929","1962","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","703.6","","703.6","X","104","X","53","X","40","","8","X","11","X","113","X","38","X","165","X","26","X","-22.2","X,0111,","356",",X,0124,+","145",",X,0114,","46.2",",X,0320,","37.2","X,0819,","-1.1","X,1025","-2.2","X,1104","-4.4","X,1105","-8.3","X,1206","-11.1","X,1210","0.0","X,0416","-2.8","X,0415","-5.0","X,0402","-7.2","X,0316","-12.8","X,0306","3227.3","","3227.3","X","731.1",",X","705",",X","11.72","X","17.01","X","6.43","X","","","","","180","X","","","","","23.1","X"
"USW00003929","1963","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","791.6","","791.6","X","79","X","44","X","34","","2","X","18","X","110","X","47","X","186","X","34","X","-23.3","X,0123,","152",",X,0113,+","150",",X,0111,","105.7",",X,0712,","35.6","X,0802,","-0.6","X,1029","-2.2","X,1102","-5.6","X,1113","-6.7","X,1209","-9.4","X,1210","-1.1","X,0322","-2.2","X,0321","-6.1","X,0309","-8.3","X,0301","-15.0","X,0226","2989.3","","2989.3","X","723.7",",X","309",",X","12.29","X","17.81","X","6.76","X","","","","","293","X","","","","","26.2","X"
"USW00003929","1964","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","687.8","","687.8","X","101","X","70","X","22","","","","3","X","119","X","20","X","167","X","25","X","-20.0","X,1218,+","152",",X,0216,+","","","91.7",",X,1115,","39.4","X,0803,+","-1.7","X,1009","-2.8","X,1020","-11.1","X,1120","-11.1","X,1120","-11.1","X,1120","0.0","X,0409","-2.2","X,0331","-9.4","X,0330","-9.4","X,0330","-9.4","X,0330","2820.8","","2820.8","X","1000.3",",X","","","12.38","X","17.95","X","6.81","X","","","","","","","","","","","",""
