"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00049087","1903","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","","","","","33","6","15","6","","","","","","","","","","","","","","","","","","","","","82.6",",6,0325,","","","","","","","","","","","","","","","","","","","298.6",",6","","","","","","","",""
"USC00049087","1910","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","","","","","22","6","10","6","","","","","","","","","","","","","","","","","","","","","42.9",",6,0101,","","","","","","","","","","","","","","","","","","","201.3",",6","","","","","","","",""
"USC00049087","1911","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","","","","","39","6","31","6","","","","","","","","","","","","","","","","","","","","","27.2",",6,0129,","","","","","","","","","","","","","","","","","","","281.7",",6","","","","","","","",""
"USC00049087","1912","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","","","","","36","6","22","6","","","","","","","","","","","","","","","","","","","","","41.9",",6,0310,","","","","","","","","","","","","","","","","","","","204.9",",6","","","","","","","",""
"USC00049087","1913","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","","","","","35","6","22","6","","","","","","","","","","","","","","","","","","","","","33.5",",6,0224,","","","","","","","","","","","","","","","","","","","243.6",",6","","","","","","","",""
"USC00049087","1915","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","325.7","","325.7","6","","","","","","","","","0","6","4","6","0","6","239","6","18","6","0.0","6,1216,+","","","","","","","38.3","6,0830,","0.0","6,1112","","","","","0.0","6,0115","","","","","","","","","","","","","16.24","6","23.21","6","9.28","6"
"USC00049087","1916","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","136.1","","136.1","6","","","","","","","","","0","6","20","6","0","6","215","6","5","6","-2.2","6,1210,+","","","","","","","36.7","6,0801,","-0.6","6,1121","-2.2","6,1209","","","0.0","6,0130","","","","","1157.2","","1157.2","6","","","","","15.04","6","21.67","6","8.42","6"
"USC00049087","1918","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","390.7","","390.7","6","","","","","","","","","0","6","19","6","0","6","226","6","17","6","-4.4","6,1231,+","","","","","","","39.4","6,0803,","0.0","6,1124","-3.3","6,1226","-4.4","6,1230","0.0","6,0216","-2.2","6,0208","","","1056.8","","1056.8","6","","","","","16.09","6","23.31","6","8.87","6"
"USC00049087","1919","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","331.8","","331.8","6","","","","","","","","","0","6","27","6","0","6","266","6","22","6","-5.0","6,0102,+","","","","","","","36.7","6,0623,+","0.0","6,1108","-2.8","6,1128","","","0.0","6,0315","-2.2","6,0107","-5.0","6,0102","1141.7","","1141.7","6","","","","","16.19","6","23.93","6","8.44","6"
"USC00049087","1920","33.7025","-117.75389","71.6","TUSTIN IRVINE RANCH, CA US","276.0","","276.0","6","","","","","","","","","0","6","15","6","0","6","230","6","15","6","-2.8","6,1221,","","","","","","","35.6","6,0919,","-0.6","6,1204","-2.2","6,1213","","","-0.6","6,0327","","","","","1166.6","","1166.6","6","","","","","15.61","6","22.90","6","8.32","6"
