"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00245351","1898","45.86667","-111.33333","1289.9","MANHATTAN, MT US","65","6","29","6","","","","","","","","","","","","","","","24.1",",6,0528,","","","","","","","272.1",",6","","","",""
"USC00245351","1899","45.86667","-111.33333","1289.9","MANHATTAN, MT US","","","","","","","","","","","","","","","","","","","","","","","5131.9","","5131.9","","","","","","",""
"USC00245351","1902","45.86667","-111.33333","1289.9","MANHATTAN, MT US","","","","","","","","","40","6","110","6","3","6","","","","","","","33.3","6,0609,","","","","","","","","","14.08","6"
"USC00245351","1953","45.86667","-111.33333","1289.9","MANHATTAN, MT US","63","0","31","0","","","","","","","","","","","","","","","47.2",",0,0603,","","","","","","","254.8",",0","","","",""
"USC00245351","1954","45.86667","-111.33333","1289.9","MANHATTAN, MT US","55","0","26","0","","","","","","","","","","","","","","","14.7",",0,0521,","","","","","","","200.9",",0","","","",""
"USC00245351","1957","45.86667","-111.33333","1289.9","MANHATTAN, MT US","82","0","27","0","56","","16","0","","","","","","","305",",0,0207,+","152",",0,0401,+","24.4",",0,0521,","","","","","","","220.1",",0","1176",",0","",""
"USC00245351","1958","45.86667","-111.33333","1289.9","MANHATTAN, MT US","89","0","34","0","65","","12","0","","","","","","","229",",0,0317,+","203",",0,0309,","11.4",",0,0820,","","","","","","","228.0",",0","920",",0","",""
"USC00245351","1959","45.86667","-111.33333","1289.9","MANHATTAN, MT US","111","0","35","0","55","","12","0","","","","","","","356",",0,0223,+","203",",0,0207,","28.2",",0,0921,","","","","","","","320.2",",0","1111",",0","",""
"USC00245351","1960","45.86667","-111.33333","1289.9","MANHATTAN, MT US","113","0","29","0","60","","18","0","","","","","","","152",",0,0115,+","178",",0,0424,","22.9",",0,0615,","","","","","","","255.6",",0","1204",",0","",""
"USC00245351","1961","45.86667","-111.33333","1289.9","MANHATTAN, MT US","109","0","39","0","40","","10","0","","","","","","","178",",0,1022,+","178",",0,1021,","19.1",",0,1021,","","","","","","","300.3",",0","829",",0","",""
"USC00245351","1962","45.86667","-111.33333","1289.9","MANHATTAN, MT US","131","0","55","0","72","","12","0","","","","","","","254",",0,0123,+","140",",0,0107,","21.1",",0,0714,","","","","","","","434.9",",0","996",",0","",""
"USC00245351","1963","45.86667","-111.33333","1289.9","MANHATTAN, MT US","121","0","44","0","55","","21","0","","","","","","","330",",0,0130,+","102",",0,1221,+","18.5",",0,0608,","","","","","","","349.6",",0","1330",",0","",""
"USC00245351","1964","45.86667","-111.33333","1289.9","MANHATTAN, MT US","108","0","36","0","76","","18","0","","","","","","","102",",0,1129,+","152",",0,0503,","27.9",",0,0829,","","","","","","","300.0",",0","1095",",0","",""
"USC00245351","1965","45.86667","-111.33333","1289.9","MANHATTAN, MT US","113","0","36","0","36","","10","0","","","","","","","152",",0,0105,+","132",",0,0322,","27.2",",0,0625,","","","","","","","320.2",",0","680",",0","",""
"USC00245351","1966","45.86667","-111.33333","1289.9","MANHATTAN, MT US","98","0","23","0","70","","17","0","","","","","","","152",",0,1230,+","127",",0,1221,","24.6",",0,0522,","","","","","","","249.6",",0","1059",",0","",""
"USC00245351","1967","45.86667","-111.33333","1289.9","MANHATTAN, MT US","127","0","55","0","73","","18","0","","","","","","","203",",0,1231,+","178",",0,1225,","25.4",",0,0329,","","","","","","","418.4",",0","1525",",0","",""
"USC00245351","1968","45.86667","-111.33333","1289.9","MANHATTAN, MT US","129","0","51","0","91","","15","0","","","","","","","330",",0,0107,+","203",",0,0105,","27.2",",0,0522,","","","","","","","403.7",",0","1182",",0","",""
"USC00245351","1969","45.86667","-111.33333","1289.9","MANHATTAN, MT US","106","0","39","0","84","","13","0","","","","","","","356",",0,0123,+","203",",0,0120,","32.5",",0,0625,","","","","","","","369.4",",0","1199",",0","",""
"USC00245351","1970","45.86667","-111.33333","1289.9","MANHATTAN, MT US","118","0","41","0","54","","13","0","","","","","","","203",",0,0303,+","178",",0,0228,","35.6",",0,0908,","","","","","","","398.2",",0","1036",",0","",""
"USC00245351","1971","45.86667","-111.33333","1289.9","MANHATTAN, MT US","112","0","33","0","68","","18","0","","","","","","","279",",0,0113,+","102",",0,1226,+","17.3",",0,0627,","","","","","","","280.4",",0","1035",",0","",""
"USC00245351","1972","45.86667","-111.33333","1289.9","MANHATTAN, MT US","118","0","41","0","59","","11","0","","","","","","","127",",0,0103,+","89",",0,0430,","19.8",",0,0721,","","","","","","","278.4",",0","734",",0","",""
"USC00245351","1973","45.86667","-111.33333","1289.9","MANHATTAN, MT US","99","0","36","0","76","","16","0","","","","","","","305",",0,0208,+","254",",0,0206,","24.4",",0,0901,","","","","","","","312.9",",0","1440",",0","",""
"USC00245351","1974","45.86667","-111.33333","1289.9","MANHATTAN, MT US","90","0","30","0","32","","12","0","","","","","","","178",",0,0112,+","89",",0,0308,","17.8",",0,0530,","","","","","","","226.2",",0","780",",0","",""
"USC00245351","1975","45.86667","-111.33333","1289.9","MANHATTAN, MT US","91","0","45","0","","","17","0","","","","","","","","","279",",0,0126,","26.7",",0,0608,","","","","","","","417.3",",0","1463",",0","",""
"USC00245351","1976","45.86667","-111.33333","1289.9","MANHATTAN, MT US","69","0","33","0","35","","6","0","","","","","","","203",",0,0302,+","203",",0,0301,","23.1",",0,0613,","","","","","","","300.6",",0","739",",0","",""
"USC00245351","1977","45.86667","-111.33333","1289.9","MANHATTAN, MT US","84","0","40","0","68","","16","0","","","","","","","229",",0,0115,","157",",0,0115,","26.2",",0,0930,","","","","","","","347.1",",0","1142",",0","",""
"USC00245351","1979","45.86667","-111.33333","1289.9","MANHATTAN, MT US","63","0","33","0","","","","","","","","","","","","","","","33.5",",0,0619,","","","","","","","272.9",",0","","","",""
