"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00217012","2006","43.6556","-96.2058","457.2","ROCK CO SHERIFF, MN US","1","0","34","0","125","0","14","0","25",",0,0215,","36.7","0,0801,+","25",",0","14.37","0"
