"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA005022171","1981","49.0333","-96.0","326.0","PINEY, MB CA","93.3","","93.3","C","79","C","53","C","","","8","C","45","C","187","C","93","C","93","C","2","C","-42.0","C,0211,","","","170",",C,0131,","57.0",",C,0905,","33.5","C,0706,","0.0","C,0905","-5.0","C,0928","-5.0","C,0928","-9.0","C,1021","-9.0","C,1021","-1.0","C,0530","-9.0","C,0510","-9.0","C,0510","-9.0","C,0510","-9.0","C,0510","","","","","598.7",",C","550",",C","3.96","C","10.00","C","-2.08","C"
"CA005022171","1982","49.0333","-96.0","326.0","PINEY, MB CA","82.2","","82.2","C","","","","","","","","","81","C","193","C","125","C","79","C","0","C","-43.0","C,0117,","","","","","","","31.0","C,0720,","-1.5","C,0826","-2.5","C,0921","-4.5","C,1020","-7.0","C,1021","-16.0","C,1112","0.0","C,0625","-3.0","C,0602","-4.5","C,0427","-7.0","C,0420","-10.0","C,0408","6020.9","","6020.9","C","","","","","1.28","C","6.99","C","-4.44","C"
"CA005022171","1983","49.0333","-96.0","326.0","PINEY, MB CA","233.9","","233.9","C","79","C","45","C","","","6","C","49","C","199","C","112","C","89","C","10","C","-38.0","C,1219,+","","","80",",C,1120,","62.4",",C,0827,","35.0","C,0902,","-1.0","C,0913","-3.0","C,0914","-5.0","C,0923","-8.0","C,1018","-10.0","C,1110","0.0","C,0607","-4.0","C,0525","-6.5","C,0516","-8.0","C,0417","-10.0","C,0415","5458.1","","5458.1","C","468.8",",C","720",",C","3.46","C","8.89","C","-1.98","C"
"CA005022171","1984","49.0333","-96.0","326.0","PINEY, MB CA","97.8","","97.8","C","86","C","50","C","","","17","C","63","C","207","C","113","C","90","C","2","C","-39.5","C,0120,","","","140",",C,1215,","32.0",",C,0608,","35.0","C,0828,","-0.5","C,0905","-3.0","C,0916","-4.5","C,0926","-9.0","C,0927","-9.0","C,0927","-2.0","C,0528","-3.0","C,0527","-6.5","C,0512","-7.0","C,0320","-10.0","C,0319","5692.7","","5692.7","C","592.8",",C","1130",",C","3.01","C","9.11","C","-3.08","C"
"CA005022171","1985","49.0333","-96.0","326.0","PINEY, MB CA","32.9","","32.9","C","105","C","54","C","","","15","C","72","C","190","C","110","C","78","C","0","C","-40.5","C,1129,","","","200",",C,1119,","58.0",",C,0803,","31.5","C,0707,","0.0","C,0911","-3.0","C,0925","-5.5","C,0926","-8.0","C,1010","-9.0","C,1030","-0.5","C,0605","-6.0","C,0416","-6.0","C,0416","-7.5","C,0409","-9.5","C,0408","5629.7","","5629.7","C","643.6",",C","1345",",C","1.35","C","7.19","C","-4.50","C"
"CA005022171","1986","49.0333","-96.0","326.0","PINEY, MB CA","","","","","85","C","56","C","","","13","C","51","C","190","C","","","","","","","-38.0","C,0107,","","","80",",C,0124,+","37.0",",C,0704,","","","0.0","C,0827","-3.0","C,0828","-9.0","C,1009","-9.0","C,1009","-9.0","C,1009","-1.0","C,0518","-7.0","C,0421","-7.0","C,0421","-7.0","C,0421","-14.5","C,0323","5879.6","","5879.6","C","523.3",",C","750",",C","","","","","-2.86","C"
"CA005022171","1987","49.0333","-96.0","326.0","PINEY, MB CA","123.8","","123.8","C","65","C","37","C","","","11","C","29","C","183","C","97","C","97","C","2","C","-42.5","C,0123,","","","150",",C,0201,","48.4",",C,0520,","32.5","C,0729,+","0.0","C,0824","-4.0","C,0925","-7.0","C,1007","-7.0","C,1007","-9.0","C,1010","0.0","C,0522","-3.5","C,0424","-12.0","C,0403","-12.0","C,0403","-12.0","C,0403","","","","","410.5",",C","1010",",C","4.96","C","10.92","C","-1.01","C"
"CA005022171","1988","49.0333","-96.0","326.0","PINEY, MB CA","241.6","","241.6","C","52","C","33","C","","","9","C","67","C","205","C","118","C","113","C","13","C","-39.0","C,0210,+","","","120",",C,1222,","72.2",",C,0705,","38.0","C,0705,","-1.5","C,0906","-2.5","C,1002","-8.0","C,1004","-8.0","C,1004","-12.0","C,1028","-1.5","C,0516","-7.5","C,0513","-7.5","C,0513","-7.5","C,0513","-9.5","C,0420","5432.2","","5432.2","C","454.4",",C","940",",C","2.98","C","9.24","C","-3.27","C"
"CA005022171","1989","49.0333","-96.0","326.0","PINEY, MB CA","151.1","","151.1","C","82","C","52","C","","","22","C","86","C","201","C","125","C","99","C","3","C","-42.0","C,0216,+","","","160",",C,0329,","51.0",",C,0818,","35.0","C,0801,","-3.0","C,0910","-3.0","C,0910","-5.0","C,0923","-8.5","C,1004","-9.0","C,1007","0.0","C,0609","-6.0","C,0506","-6.0","C,0506","-7.0","C,0505","-13.0","C,0417","5983.6","","5983.6","C","583.7",",C","1385",",C","1.34","C","7.79","C","-5.12","C"
"CA005022171","1990","49.0333","-96.0","326.0","PINEY, MB CA","123.2","","123.2","C","71","C","39","C","","","12","C","56","C","206","C","101","C","112","C","0","C","-43.5","C,1230,+","","","170",",C,0408,","40.0",",C,0702,","32.0","C,0824,+","-1.0","C,0916","-5.0","C,0923","-5.0","C,0923","-10.0","C,1007","-10.0","C,1007","0.0","C,0604","-4.0","C,0514","-6.0","C,0512","-8.0","C,0510","-10.0","C,0417","5643.8","","5643.8","C","389.6",",C","1020",",C","3.15","C","9.73","C","-3.43","C"
