"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1INWH0004","2007","40.7451","-86.7519","199.0","MONTICELLO 0.6 E, IN US","128","N","82","N","12","N","267",",N,0214,","60.7",",N,0726,","1235.1",",N","1006",",N"
